Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization-all-inputs,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
0,add,HiFi4,Int8,1,1,1,2,2,1,4,r,2,Int8,1,1,1,2,2,1,4,r,2,Int8,1,1,1,2,2,1,4,r,2,0,127,6.947436332702637,235828,9.200089180057967,9.200089180057967,9.16903250066232,9.170615872585104,9.170615872585104,9.170615872585104
1,add,HiFi4,Int8,1,1,1,2,2,1,1,r,2,Int8,1,1,1,2,2,1,1,r,2,Int8,1,1,1,2,2,1,1,r,2,0,127,2.211066246032715,185250,2.9396827136476973,2.9396827136476973,2.918491921005386,2.918607287449393,2.918607287449393,2.918607287449393
2,add,HiFi4,Int8,1,1,1,2,4,1,1,r,2,Int8,1,1,1,2,4,1,1,r,2,Int8,1,1,1,2,4,1,1,r,2,0,127,2.2825236320495605,358901,3.0229830972660907,3.0229830972660907,3.01256809120009,3.01293114257135,3.01293114257135,3.01293114257135
3,add,HiFi4,Int8,1,1,1,2,4,1,4,r,2,Int8,1,1,1,2,4,1,4,r,2,Int8,1,1,1,2,4,1,4,r,2,0,127,7.470124244689941,438654,9.877563420932706,9.877563420932706,9.86183362402366,9.86056436280075,9.86056436280075,9.86056436280075
4,add,HiFi4,Int8,1,1,1,4,2,1,4,r,2,Int8,1,1,1,4,2,1,4,r,2,Int8,1,1,1,4,2,1,4,r,2,0,127,7.147827625274658,458433,9.448208144915922,9.448208144915922,9.4324258981674,9.435132287597098,9.435132287597098,9.435132287597098
5,add,HiFi4,Int8,1,1,1,4,4,1,4,r,2,Int8,1,1,1,4,4,1,4,r,2,Int8,1,1,1,4,4,1,4,r,2,0,127,7.604072093963623,861854,10.044831629775093,10.044831629775093,10.041458960449148,10.037375239889819,10.037375239889819,10.037375239889819
6,add,HiFi4,Int8,1,1,1,4,2,2,2,r,2,Int8,1,1,1,4,2,2,2,r,2,Int8,1,1,1,4,2,2,2,r,2,0,127,7.130810737609863,459527,9.425258275353151,9.425258275353151,9.4095525424918,9.412669984571092,9.412669984571092,9.412669984571092
7,add,HiFi4,Int8,1,1,1,4,2,2,1,r,2,Int8,1,1,1,4,2,2,1,r,2,Int8,1,1,1,4,2,2,1,r,2,0,127,4.427126884460449,370082,5.8602097972760765,5.8602097972760765,5.845920808155659,5.843807588588475,5.843807588588475,5.843807588588475
8,add,HiFi4,Int8,1,1,1,4,2,4,1,r,2,Int8,1,1,1,4,2,4,1,r,2,Int8,1,1,1,4,2,4,1,r,2,0,127,7.152398586273193,458140,9.454639986076627,9.454639986076627,9.440185830429733,9.441166455668572,9.441166455668572,9.441166455668572
9,add,HiFi4,Int8,1,1,1,2,2,4,1,r,2,Int8,1,1,1,2,2,4,1,r,2,Int8,1,1,1,2,2,4,1,r,2,0,127,7.0009613037109375,234025,9.26871957461697,9.26871957461697,9.240380847389748,9.241269095182139,9.241269095182139,9.241269095182139
10,add,HiFi4,Int8,1,1,1,2,4,4,1,r,2,Int8,1,1,1,2,4,4,1,r,2,Int8,1,1,1,2,4,4,1,r,2,0,127,7.155147075653076,457964,9.458620036057322,9.458620036057322,9.445317709926687,9.444794787363199,9.444794787363199,9.444794787363199
11,add,HiFi4,Int8,1,1,1,4,4,4,1,r,2,Int8,1,1,1,4,4,4,1,r,2,Int8,1,1,1,4,4,4,1,r,2,0,127,7.605316638946533,861713,10.047712530772932,10.047712530772932,10.042034621702443,10.03901763116026,10.03901763116026,10.03901763116026
12,add,HiFi4,Int8,1,1,1,2,4,2,1,r,2,Int8,1,1,1,2,4,2,1,r,2,Int8,1,1,1,2,4,2,1,r,2,0,127,4.199539661407471,390138,5.556038310862771,5.556038310862771,5.542218962115029,5.54339233809575,5.54339233809575,5.54339233809575
13,add,HiFi4,Int8,1,1,1,2,4,2,2,r,2,Int8,1,1,1,2,4,2,2,r,2,Int8,1,1,1,2,4,2,2,r,2,0,127,7.489948749542236,437493,9.905057331191491,9.905057331191491,9.887303306070729,9.886731901996146,9.886731901996146,9.886731901996146
14,add,HiFi4,Int8,1,1,1,4,4,1,2,r,2,Int8,1,1,1,4,4,1,2,r,2,Int8,1,1,1,4,4,1,2,r,2,0,127,4.5964884757995605,712892,6.076286592928624,6.076286592928624,6.069368919612666,6.06736504267126,6.06736504267126,6.06736504267126
15,add,HiFi4,Int8,1,1,1,4,4,2,2,r,2,Int8,1,1,1,4,4,2,2,r,2,Int8,1,1,1,4,4,2,2,r,2,0,127,7.589190483093262,863544,10.026561749818642,10.026561749818642,10.02130551131826,10.017731580556404,10.017731580556404,10.017731580556404
16,add,HiFi4,Int8,1,1,1,4,4,2,1,r,2,Int8,1,1,1,4,4,2,1,r,2,Int8,1,1,1,4,4,2,1,r,2,0,127,4.628006935119629,708037,6.11834412321133,6.11834412321133,6.111452251431175,6.108968881569749,6.108968881569749,6.108968881569749
17,add,HiFi4,Int8,1,1,1,2,2,2,2,r,2,Int8,1,1,1,2,2,2,2,r,2,Int8,1,1,1,2,2,2,2,r,2,0,127,6.867931842803955,238558,9.092724267977456,9.092724267977456,9.061698156234428,9.065669564634177,9.065669564634177,9.065669564634177
18,add,HiFi4,Int8,1,1,1,2,2,2,1,r,2,Int8,1,1,1,2,2,2,1,r,2,Int8,1,1,1,2,2,2,1,r,2,0,127,3.7136096954345703,220594,4.921315535984588,4.921315535984588,4.89337073270849,4.901964695322629,4.901964695322629,4.901964695322629
19,add,HiFi4,Int8,1,1,1,2,4,1,2,r,2,Int8,1,1,1,2,4,1,2,r,2,Int8,1,1,1,2,4,1,2,r,2,0,127,4.202254295349121,389886,5.559939679430375,5.559939679430375,5.545928929759404,5.546975269694219,5.546975269694219,5.546975269694219
20,add,HiFi4,Int8,1,1,1,4,2,1,2,r,2,Int8,1,1,1,4,2,1,2,r,2,Int8,1,1,1,4,2,1,2,r,2,0,127,4.2249345779418945,387793,5.589834164335173,5.589834164335173,5.575991289592467,5.576913456405866,5.576913456405866,5.576913456405866
21,add,HiFi4,Int8,1,1,1,2,2,1,2,r,2,Int8,1,1,1,2,2,1,2,r,2,Int8,1,1,1,2,2,1,2,r,2,0,127,3.7065188884735107,221016,4.911178247734139,4.911178247734139,4.886862494135652,4.89260506026713,4.89260506026713,4.89260506026713
22,add,HiFi4,Int8,1,1,1,4,2,1,1,r,2,Int8,1,1,1,4,2,1,1,r,2,Int8,1,1,1,4,2,1,1,r,2,0,127,2.2636213302612305,361898,2.997912714002699,2.997912714002699,2.9892843410956385,2.987980038574405,2.987980038574405,2.987980038574405
23,add,HiFi4,Int8,1,1,1,4,4,1,1,r,2,Int8,1,1,1,4,4,1,1,r,2,Int8,1,1,1,4,4,1,1,r,2,0,127,2.492492437362671,657334,3.297099623239891,3.297099623239891,3.2913444282537005,3.2900899694827896,3.2900899694827896,3.2900899694827896
