Test-ID,quant_type,zero_point,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization-all-inputs,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
12,dequantization,1,HiFi4,Int32,1,1,1,2,2,2,1,r,2,Float32,1,1,1,2,2,2,1,r,2,Float32,1,1,1,2,2,2,1,r,2,0,127,26.23244857788086,749484,5.6418173062177654,5.6418173062177654,5.63819192755665,5.639976303696944,5.639976303696944,5.639976303696944
13,dequantization,1,HiFi4,Int32,1,1,1,2,2,4,1,r,2,Float32,1,1,1,2,2,4,1,r,2,Float32,1,1,1,2,2,4,1,r,2,0,127,27.53567123413086,1428024,5.921634544449519,5.921634544449519,5.919423928369298,5.920169408917497,5.920169408917497,5.920169408917497
14,dequantization,1,HiFi4,Int32,1,1,1,2,4,4,1,r,2,Float32,1,1,1,2,4,4,1,r,2,Float32,1,1,1,2,4,4,1,r,2,0,127,27.98822784423828,2809867,6.018457683831535,6.018457683831535,6.017253135295183,6.01746915423399,6.01746915423399,6.01746915423399
15,dequantization,1,HiFi4,Int32,1,1,1,4,4,1,4,r,2,Float32,1,1,1,4,4,1,4,r,2,Float32,1,1,1,4,4,1,4,r,2,0,127,28.00396728515625,5616576,6.021619217704564,6.021619217704564,6.020930893596984,6.02085256213038,6.02085256213038,6.02085256213038
16,dequantization,1,HiFi4,Int32,1,1,1,4,4,1,2,r,2,Float32,1,1,1,4,4,1,2,r,2,Float32,1,1,1,4,4,1,2,r,2,0,127,27.5333194732666,2856292,5.920566640021598,5.920566640021598,5.9186533171562425,5.919663675842666,5.919663675842666,5.919663675842666
17,dequantization,1,HiFi4,Int32,1,1,1,2,4,1,2,r,2,Float32,1,1,1,2,4,1,2,r,2,Float32,1,1,1,2,4,1,2,r,2,0,127,27.19048309326172,1446153,5.8471192392976565,5.8471192392976565,5.845077940448898,5.845954058802906,5.845954058802906,5.845954058802906
18,dequantization,1,HiFi4,Int32,1,1,1,2,2,1,2,r,2,Float32,1,1,1,2,2,1,2,r,2,Float32,1,1,1,2,2,1,2,r,2,0,127,26.28948402404785,747858,5.654207510006646,5.654207510006646,5.650703230995787,5.652238793995652,5.652238793995652,5.652238793995652
19,dequantization,1,HiFi4,Int32,1,1,1,4,2,1,2,r,2,Float32,1,1,1,4,2,1,2,r,2,Float32,1,1,1,4,2,1,2,r,2,0,127,27.159366607666016,1447810,5.840523775074172,5.840523775074172,5.838430184644854,5.839263439263439,5.839263439263439,5.839263439263439
20,dequantization,1,HiFi4,Int32,1,1,1,2,2,1,4,r,2,Float32,1,1,1,2,2,1,4,r,2,Float32,1,1,1,2,2,1,4,r,2,0,127,27.589595794677734,1425233,5.933669297220517,5.933669297220517,5.931223205327009,5.931762736338549,5.931762736338549,5.931762736338549
21,dequantization,1,HiFi4,Int32,1,1,1,4,2,1,4,r,2,Float32,1,1,1,4,2,1,4,r,2,Float32,1,1,1,4,2,1,4,r,2,0,127,27.974876403808594,2811208,6.015322115091559,6.015322115091559,6.014330117553426,6.0145987063212685,6.0145987063212685,6.0145987063212685
22,dequantization,1,HiFi4,Int32,1,1,1,4,2,1,1,r,2,Float32,1,1,1,4,2,1,1,r,2,Float32,1,1,1,4,2,1,1,r,2,0,127,25.281545639038086,777674,5.43602824524839,5.43602824524839,5.4334436678563796,5.435532112427572,5.435532112427572,5.435532112427572
23,dequantization,1,HiFi4,Int32,1,1,1,2,4,1,4,r,2,Float32,1,1,1,2,4,1,4,r,2,Float32,1,1,1,2,4,1,4,r,2,0,127,27.98029136657715,2810664,6.0165690455799385,6.0165690455799385,6.015373880466968,6.015762823304386,6.015762823304386,6.015762823304386
