test_id,input0_df,input1_df,output_df,math_fidelity,output_t,output_mb_r,output_mb_c,output_ub_r,output_ub_c,mblock_k,ublock_kt,nz_strips,nz_ublocks,nz_tiles,runtime
604,Bfp2,Float16,Float16,HiFi2,1,4,4,4,2,7,2,2,7,39,21437
605,Bfp2,Float16,Float16,HiFi2,1,4,4,4,2,7,2,4,11,55,38715
606,Bfp2,Float16,Float16,HiFi2,1,4,4,4,1,7,2,4,11,55,28704
607,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,2,16,4,5,27,119,16169
608,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,2,16,4,3,19,87,10102
609,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,2,2,4,3,19,87,10202
610,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,16,4,4,23,103,13312
611,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,2,4,4,23,103,13641
612,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,5,27,283,27354
613,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,5,27,119,19164
614,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,3,19,203,16843
615,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,2,4,3,19,203,17786
616,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,2,4,3,19,87,12483
617,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,3,19,87,12391
618,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,5,13,143,18290
619,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,5,13,63,14656
620,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,5,27,283,33781
621,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,2,4,3,19,203,21878
622,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,2,4,3,9,103,15872
623,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,2,4,3,19,87,13323
624,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,2,4,3,9,47,11984
625,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,3,19,87,13758
626,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,3,19,203,22014
627,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,3,9,47,12041
628,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,3,9,103,15879
629,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,5,27,119,21947
630,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,5,27,119,21980
631,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,3,19,87,13828
632,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,3,9,47,11891
633,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,5,13,63,16345
634,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,3,19,203,22025
635,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,3,9,103,15752
636,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,2,4,3,9,103,13178
637,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,3,9,103,12834
638,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,4,3,9,47,11055
639,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,2,4,3,9,47,11085
640,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,5,27,283,27440
641,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,5,13,143,18294
642,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,5,27,119,19141
643,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,5,13,63,14662
644,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,3,19,203,16841
645,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,3,19,87,12430
646,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,3,9,103,12831
647,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,4,3,9,47,11004
648,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,2,4,2,7,83,34492
649,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,2,4,2,7,39,24372
650,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,4,4,23,243,92694
651,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,4,2,7,83,34457
652,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,4,2,7,39,24123
653,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,4,4,11,123,58622
654,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,4,4,11,55,43233
655,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,4,4,23,103,65344
656,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,4,2,7,39,7763
657,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,4,2,7,83,11195
658,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,4,4,11,55,13105
659,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,4,4,23,103,18819
660,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,4,4,11,123,18090
661,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,7,4,4,11,123,15984
662,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,7,4,4,23,243,25365
663,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,7,4,4,11,55,11865
664,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,7,4,4,23,103,16958
665,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,7,4,2,7,39,6649
666,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,7,4,2,7,83,9385
667,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,4,2,7,39,7808
668,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,2,4,2,7,39,7872
669,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,2,4,2,7,83,11191
670,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,4,2,7,83,11178
671,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,4,4,23,103,18710
672,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,4,4,23,243,29157
673,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,4,4,11,55,13147
674,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,4,4,11,123,18033
675,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,2,4,2,7,39,6688
676,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,16,4,2,7,39,6638
677,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,16,4,2,7,83,9370
678,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,2,4,2,7,83,9322
679,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,16,4,4,11,55,11924
680,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,16,4,4,23,103,16859
681,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,16,4,4,23,243,25404
682,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,16,4,4,11,123,16023
683,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,2,2,4,3,19,87,36801
684,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,2,2,4,4,23,103,49975
685,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,2,2,4,3,9,47,33084
686,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,2,2,4,4,11,55,45779
687,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,2,7,4,3,9,47,33173
688,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,2,7,4,5,13,63,45760
689,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,2,7,4,4,11,55,44684
690,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,2,7,4,3,19,87,36927
691,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,2,7,4,5,27,119,59253
692,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,2,7,4,4,23,103,48509
693,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,2,7,4,4,23,103,51968
694,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,2,7,4,2,7,39,21581
695,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,2,7,4,4,11,55,37462
696,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,2,7,4,2,7,39,5844
697,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,2,7,4,4,11,55,10334
698,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,2,7,4,4,23,103,14687
699,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,2,7,4,3,9,47,9068
700,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,2,7,4,3,19,87,10093
701,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,7,4,6,15,71,15369
702,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,2,7,4,5,13,63,12330
703,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,7,4,4,11,55,12062
704,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,7,4,4,23,103,13381
705,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,2,7,4,5,27,119,16169
706,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,16,2,3,19,87,36243
707,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,2,2,3,19,87,36373
708,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,16,2,2,7,39,21569
709,Bfp2,Float16,Float16,HiFi2,1,7,1,4,1,16,2,2,7,39,5817
710,Bfp2,Float16,Float16,HiFi2,1,7,1,4,1,2,2,2,7,39,5902
711,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,2,2,2,7,39,21714
712,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,16,2,3,9,47,32741
713,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,2,2,3,9,47,32753
714,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,16,2,3,9,47,9160
715,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,16,2,5,13,63,12512
716,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,2,3,9,47,32902
717,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,2,3,19,87,36402
718,Bfp2,Float16,Float16,HiFi2,3,7,1,2,1,16,4,6,15,71,13951
719,Bfp2,Float16,Float16,HiFi2,3,7,1,2,1,16,4,4,11,55,10727
720,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,2,2,3,9,47,32949
721,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,2,2,7,39,21636
722,Bfp2,Float16,Float16,HiFi2,3,7,1,2,2,16,4,6,31,135,20038
723,Bfp2,Float16,Float16,HiFi2,3,7,1,2,2,16,4,4,23,103,13934
724,Bfp2,Float16,Float16,HiFi2,2,7,1,2,2,2,4,3,19,87,10686
725,Bfp2,Float16,Float16,HiFi2,2,7,1,2,2,16,4,3,19,87,10792
726,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,2,4,23,103,52171
727,Bfp2,Float16,Float16,HiFi2,3,7,1,2,2,2,4,4,23,103,14159
728,Bfp2,Float16,Float16,HiFi2,1,7,1,2,2,16,4,4,23,103,15440
729,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,2,2,2,7,39,21998
730,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,2,4,11,55,37618
731,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,16,4,5,13,63,41367
732,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,2,3,9,47,10984
733,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,2,3,19,87,12419
734,Bfp2,Float16,Float16,HiFi2,1,7,1,2,2,16,4,2,7,39,6494
735,Bfp2,Float16,Float16,HiFi2,2,7,1,2,2,16,4,3,9,47,9552
736,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,2,2,3,19,87,36553
737,Bfp2,Float16,Float16,HiFi2,1,7,1,2,2,7,4,2,7,39,6428
738,Bfp2,Float16,Float16,HiFi2,1,7,1,2,2,2,4,2,7,39,6396
739,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,2,3,9,47,32912
740,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,2,3,19,87,36352
741,Bfp2,Float16,Float16,HiFi2,1,7,1,2,1,16,4,2,7,39,5215
742,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,7,2,2,7,39,21685
743,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,2,2,7,39,24185
744,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,16,2,2,7,39,24189
745,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,16,2,3,19,87,10201
746,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,2,2,3,9,47,9178
747,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,2,2,4,2,7,39,21723
748,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,2,4,4,11,55,40394
749,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,2,4,4,23,103,44930
750,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,7,2,3,19,87,10175
751,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,7,2,3,9,47,9128
752,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,7,4,3,19,87,33285
753,Bfp2,Float16,Float16,HiFi2,2,7,1,2,1,7,4,3,19,87,8704
754,Bfp2,Float16,Float16,HiFi2,2,7,1,2,1,7,4,3,9,47,7900
755,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,2,2,3,19,87,10205
756,Bfp2,Float16,Float16,HiFi2,1,7,1,2,1,7,4,2,7,39,5220
757,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,2,2,7,39,7836
758,Bfp2,Float16,Float16,HiFi2,1,7,1,4,1,7,2,2,7,39,5822
759,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,2,4,11,55,12926
760,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,2,5,13,63,45258
761,Bfp2,Float16,Float16,HiFi2,1,7,4,2,2,2,4,2,7,39,25077
762,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,2,2,4,2,7,39,5819
763,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,2,2,2,7,39,7821
764,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,16,2,2,7,39,6684
765,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,7,2,2,7,39,21536
766,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,7,2,2,7,39,6624
767,Bfp2,Float16,Float16,HiFi2,3,7,1,2,1,16,4,6,31,135,16449
768,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,7,2,3,19,87,36231
769,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,16,2,2,7,39,5671
770,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,7,2,2,7,39,5663
771,Bfp2,Float16,Float16,HiFi2,3,7,1,2,2,16,4,6,15,71,16247
772,Bfp2,Float16,Float16,HiFi2,3,7,1,2,2,16,4,4,11,55,12431
773,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,16,2,4,11,55,37351
774,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,16,2,4,23,103,60901
775,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,2,4,23,103,18696
776,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,16,4,3,19,87,33265
777,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,16,4,3,9,47,29299
778,Bfp2,Float16,Float16,HiFi2,2,7,1,2,2,7,4,3,19,87,10802
779,Bfp2,Float16,Float16,HiFi2,2,7,1,2,2,7,4,3,9,47,9581
780,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,2,2,2,2,7,39,6662
781,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,2,2,3,9,47,11977
782,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,2,2,2,7,39,5711
783,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,2,3,9,47,10983
784,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,2,3,19,87,12399
785,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,2,2,3,19,87,13187
786,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,1,16,4,2,7,39,19822
787,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,1,16,4,2,7,39,5307
788,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,1,7,4,2,7,39,19795
789,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,4,2,7,83,32105
790,Bfp2,Float16,Float16,HiFi2,1,7,1,4,1,16,4,2,7,83,8549
791,Bfp2,Float16,Float16,HiFi2,1,7,1,4,1,16,4,2,7,39,5880
792,Bfp2,Float16,Float16,HiFi2,1,7,1,4,1,7,4,2,7,83,8559
793,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,16,2,4,11,55,43154
794,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,1,2,4,2,7,39,20094
795,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,7,4,2,7,83,32115
796,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,2,3,19,87,13682
797,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,2,3,9,47,11741
799,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,1,2,4,2,7,39,5231
800,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,1,7,4,2,7,39,5287
801,Bfp2,Float16,Float16,HiFi2,1,7,4,2,1,7,4,2,7,39,19666
802,Bfp2,Float16,Float16,HiFi2,1,7,4,2,1,2,4,2,7,39,19823
803,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,2,2,3,19,87,12438
804,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,7,4,2,7,83,31682
805,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,7,2,3,9,47,32648
806,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,16,4,2,7,83,8232
807,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,7,4,2,7,83,8245
808,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,16,4,2,7,39,5648
809,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,7,4,2,7,39,5675
810,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,2,4,2,7,83,8364
811,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,2,4,2,7,39,5669
812,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,16,4,4,23,243,22527
813,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,16,4,4,11,123,14145
814,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,16,4,4,23,103,14285
815,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,16,4,4,11,55,10157
816,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,7,4,4,23,243,22514
817,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,7,4,4,23,103,14303
818,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,7,4,4,11,123,14172
819,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,4,1,7,4,4,11,55,10138
820,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,1,7,4,4,23,103,13161
821,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,1,7,4,4,11,55,9165
822,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,1,16,4,4,11,55,9150
823,Bfp2,Bfp8,Bfp8,LoFi,1,7,1,2,1,16,4,4,23,103,13167
824,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,2,4,2,7,83,32440
825,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,2,4,2,7,39,22003
826,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,7,4,2,7,39,21644
827,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,4,2,7,39,21669
828,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,4,4,23,243,85665
829,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,4,4,11,123,53852
830,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,4,4,23,103,52174
831,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,16,4,4,11,55,37624
832,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,7,4,4,11,123,53764
833,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,7,4,4,23,243,85694
834,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,7,4,4,23,103,52212
835,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,1,7,4,4,11,55,37572
836,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,1,7,4,4,11,55,34341
837,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,1,7,4,4,23,103,47878
838,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,1,16,4,4,11,55,34386
839,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,2,1,16,4,4,23,103,47908
840,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,2,4,3,19,87,8752
841,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,2,4,3,9,47,7732
842,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,7,4,3,9,47,7713
843,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,7,4,3,19,87,8845
844,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,16,4,3,9,47,7708
845,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,16,4,3,19,87,8798
846,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,3,19,203,60221
847,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,3,19,87,36461
848,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,3,9,103,44024
849,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,3,9,47,32940
850,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,3,19,203,16490
851,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,3,9,103,11209
852,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,3,9,47,8992
853,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,3,19,87,10057
854,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,16,4,4,11,55,39773
855,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,16,4,4,23,103,43047
856,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,5,13,143,63364
857,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,5,27,283,96143
858,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,5,13,63,45418
859,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,4,5,27,119,58773
860,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,16,4,5,27,119,53206
861,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,16,4,6,15,71,13739
862,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,16,4,4,11,55,10422
863,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,16,4,4,23,103,11306
864,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,5,13,143,16368
865,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,5,13,63,12273
866,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,5,27,119,16103
867,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,16,4,5,13,63,10822
868,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,16,4,5,27,119,14549
869,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,7,4,4,11,55,39629
870,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,7,4,4,23,103,43241
871,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,7,4,6,15,71,13739
872,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,7,4,4,11,55,10448
873,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,2,4,4,11,55,10518
874,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,7,4,4,23,103,11315
875,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,2,4,4,23,103,11414
876,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,7,4,5,13,63,10779
877,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,2,1,7,4,5,27,119,14581
878,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,7,4,3,9,47,29322
879,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,2,4,3,9,47,29374
880,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,2,4,3,19,87,33109
881,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,7,4,5,13,63,41317
882,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,2,1,7,4,5,27,119,53171
883,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,3,9,103,11202
884,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,3,19,203,16411
885,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,5,13,143,16295
886,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,2,4,3,9,103,11283
887,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,2,4,3,9,47,9016
888,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,2,4,3,19,203,16444
889,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,2,4,3,19,87,10079
890,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,3,9,47,9040
891,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,3,19,87,10057
892,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,5,13,63,12343
893,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,5,27,119,16139
894,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,2,4,3,9,103,43983
895,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,2,4,3,19,203,60234
896,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,4,3,9,103,44004
897,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,4,3,19,203,60167
898,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,4,3,19,87,36379
899,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,4,5,13,63,45333
