input0_df,input1_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,m_k,u_kt,math_utilization,runtime,tile_runtime
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,2,48.31221389770508,2119,66
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,4,2,46.10157775878906,9440,295
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,16,57.95932388305664,28709,897
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,4,53.90156936645508,8073,252
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,8,59.190975189208984,14272,446
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,16,59.22785949707031,13831,432
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,4,4,55.5155143737793,15217,475
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,4,8,59.99146270751953,27737,866
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,4,62.461788177490234,3278,102
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,8,60.793216705322266,6737,210
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,32,1,26.024795532226562,63939,1998
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,16,1,25.983726501464844,32512,1016
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,8,1,25.8998966217041,16803,525
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,1,25.798051834106445,8930,279
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,1,17.562957763671875,2915,91
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,1,25.318294525146484,5055,157
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,8,4,60.31250762939453,27589,862
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,8,2,43.183197021484375,19563,611
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,16,2,43.93027877807617,37878,1183
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,2,38.8192253112793,5935,185
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,2,35.21717834472656,2907,90
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,2,41.78676223754883,10414,325
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,16,64.93803405761719,25624,800
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,8,60.8834342956543,13875,433
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,4,53.862064361572266,8079,252
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,16,69.56733703613281,11775,367
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,4,58.15168762207031,14527,453
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,8,63.51887512207031,26196,818
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,8,69.49817657470703,5893,184
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,4,68.52291107177734,2988,93
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,16,1,29.561344146728516,57155,893
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,1,31.106449127197266,8229,128
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,8,1,29.746562957763672,29260,457
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,4,1,30.070798873901367,15323,239
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,1,25.805742263793945,3968,62
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,8,2,51.04995346069336,33096,517
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,2,47.247493743896484,9752,152
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,2,52.064144134521484,3933,61
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,4,2,49.75011444091797,17495,273
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,8,67.22181701660156,25134,392
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,4,61.045223236083984,14258,222
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,16,73.43146514892578,22311,348
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,4,4,65.69597625732422,25718,401
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,8,75.4811019897461,10853,169
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,4,75.41162109375,5431,84
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,1,26.05805015563965,3929,61
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,32,1,28.887752532958984,115204,1800
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,16,1,29.01597023010254,58230,909
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,8,1,29.293575286865234,29713,464
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,1,29.76326560974121,15482,241
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,1,30.9847354888916,8262,129
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,8,4,66.68165588378906,49908,779
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,8,2,48.57072830200195,34786,543
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,16,2,48.9196891784668,68029,1062
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,2,46.98347854614258,9807,153
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,2,52.04853439331055,3934,61
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,2,47.85624313354492,18187,284
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,16,66.93596649169922,49719,776
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,8,66.12882995605469,25550,399
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,4,60.87045669555664,14299,223
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,4,64.36642456054688,26249,410
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,8,68.33598327636719,48700,760
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,4,74.97990417480469,5462,85
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,16,71.00238037109375,23075,360
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,8,73.89203643798828,11086,173
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,16,1,26.16031265258789,64586,1009
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,8,1,26.148818969726562,33286,520
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,4,1,26.136674880981445,17630,275
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,1,18.421951293945312,5558,86
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,1,25.729429244995117,9949,155
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,8,2,43.555908203125,38791,606
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,2,39.212223052978516,11751,183
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,2,36.81880569458008,5562,86
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,4,2,42.235382080078125,20608,322
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,4,54.540931701660156,15958,249
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,8,60.46010208129883,27945,436
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,16,67.56996154785156,24247,378
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,4,4,58.978904724121094,28647,447
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,4,69.31918334960938,5908,92
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,8,68.64533233642578,11933,186
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,2,1,31.23587989807129,16391,128
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,8,1,29.872821807861328,58273,455
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,4,1,30.225730895996094,30490,238
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,1,26.78573989868164,7645,59
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,2,53.79558181762695,7614,59
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,2,2,47.52733612060547,19390,151
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,4,2,50.042110443115234,34786,271
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,2,4,60.19331359863281,28920,225
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,4,74.16170501708984,11046,86
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,8,72.76739501953125,22515,175
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,8,76.48951721191406,21419,167
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,16,1,29.17928695678711,115808,904
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,8,1,29.43056869506836,59149,462
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,4,1,29.943201065063477,30778,240
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,1,31.214826583862305,16402,128
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,1,26.90825843811035,7611,59
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,8,2,48.9064826965332,69095,539
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,2,47.0614128112793,19582,152
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,2,53.78714370727539,7615,59
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,4,2,48.17752456665039,36133,282
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,8,68.22037506103516,49533,386
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,4,62.21119689941406,27982,218
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,4,4,66.19884490966797,51046,398
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,4,76.73184967041016,10676,83
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,16,74.84660339355469,43780,342
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,32,1,25.718036651611328,64701,2021
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,16,1,25.64488410949707,32942,1029
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,1,24.920185089111328,5136,160
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,8,1,25.567123413085938,17021,531
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,1,25.3602237701416,9085,283
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,1,17.294466018676758,2960,92
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,8,2,41.79354476928711,20213,631
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,8,4,55.92986297607422,29751,929
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,16,2,42.30440139770508,39333,1229
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,2,38.30045700073242,6015,187
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,2,40.69123077392578,10695,334
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,2,34.64113235473633,2956,92
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,16,60.127281188964844,27674,864
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,4,51.85350799560547,8392,262
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,8,57.77339172363281,14622,456
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,4,54.86318588256836,15398,481
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,16,63.0152702331543,13000,406
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,8,59.52222442626953,27955,873
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,4,68.19119262695312,3003,93
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,8,61.99397277832031,6607,206
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,32,1,29.36558723449707,113329,1770
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,16,1,29.406085968017578,57457,897
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,8,1,29.588552474975586,29416,459
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,1,29.8767147064209,15423,240
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,1,30.957948684692383,8269,129
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,1,26.121511459350586,3920,61
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,8,2,50.93968963623047,33168,518
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,8,4,69.86453247070312,47635,744
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,16,2,51.61574935913086,64476,1007
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,2,47.3033447265625,9741,152
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,2,51.49994659423828,3976,62
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,2,49.64985656738281,17530,273
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,16,71.01155853271484,46865,732
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,8,68.20806121826172,24771,387
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,4,62.09962463378906,14016,219
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,4,67.09009552001953,25184,393
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,8,71.11139678955078,46799,731
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,4,77.0837173461914,5313,83
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,8,76.81605529785156,10664,166
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,16,75.67290496826172,21651,338
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,16,1,28.73455238342285,58800,918
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,1,30.76593780517578,8320,130
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,8,1,28.97060203552246,30044,469
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,4,1,29.4071102142334,15669,244
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,1,25.631237030029297,3995,62
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,8,2,47.898094177246094,35274,551
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,2,46.10586166381836,9994,156
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,2,51.57929229736328,3970,62
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,4,2,47.258296966552734,18417,287
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,4,54.38066864013672,16005,250
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,8,55.70288848876953,30332,473
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,4,4,56.539798736572266,29883,466
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,4,60.3147087097168,6791,106
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,16,54.129295349121094,30268,472
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,8,59.02123260498047,13879,216
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,32,1,26.080942153930664,127602,1993
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,16,1,26.09144401550293,64756,1011
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,8,1,26.112512588500977,33332,520
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,1,26.137197494506836,17630,275
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,1,25.558128356933594,10016,156
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,1,18.79025650024414,5449,85
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,8,4,60.97144317626953,54582,852
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,8,2,43.456275939941406,38880,607
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,16,2,44.22616195678711,75249,1175
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,2,39.45092010498047,11680,182
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,2,37.560752868652344,5452,85
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,2,42.06599426269531,20691,323
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,16,64.92684173583984,51257,800
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,8,61.29312515258789,27565,430
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,4,54.64405822753906,15928,248
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,4,58.71366882324219,28776,449
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,8,63.927310943603516,52059,813
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,16,69.52156066894531,23566,368
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,4,69.58783721923828,5886,91
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,8,69.7270736694336,11748,183
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,16,1,29.72595977783203,113678,888
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,8,1,29.915311813354492,58190,454
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,4,1,30.296838760375977,30419,237
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,1,31.337371826171875,16338,127
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,1,28.253206253051758,7248,56
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,8,2,51.483028411865234,65637,512
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,4,4,67.11286926269531,50351,393
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,4,62.07830810546875,28042,219
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,4,76.97428131103516,10642,83
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,2,47.70894241333008,19317,150
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,4,2,50.14540100097656,34715,271
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,2,56.51543045043945,7247,56
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,8,69.06599426269531,48927,382
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,8,77.7411117553711,21075,164
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,16,77.03199005126953,42538,332
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,16,1,29.096805572509766,116136,907
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,8,1,29.370132446289062,59271,463
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,4,1,29.881685256958008,30841,240
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,1,31.19928550720215,16410,128
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,1,28.266277313232422,7245,56
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,4,4,63.311492919921875,53374,416
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,8,2,48.686004638671875,69408,542
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,2,47.01429748535156,19602,153
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,2,56.50593185424805,7248,56
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,4,2,47.942569732666016,36310,283
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,8,63.49123764038086,53223,415
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,4,59.872047424316406,29075,227
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,8,70.73809814453125,23161,180
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,4,73.30351257324219,11175,87
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,16,66.37103271484375,49370,385
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,16,1,26.269351959228516,128636,1004
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,8,1,26.281070709228516,66237,517
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,4,1,26.2943115234375,35049,273
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,1,25.84796905517578,19808,154
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,1,19.276172637939453,10624,83
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,8,2,43.90043640136719,76974,601
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,2,39.58224868774414,23283,181
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,2,38.540130615234375,10627,83
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,4,2,42.549560546875,40912,319
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,4,55.21549606323242,31527,246
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,8,62.213504791259766,54316,424
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,4,4,59.539188385009766,56755,443
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,16,70.94296264648438,46189,360
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,4,70.07825469970703,11689,91
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,8,70.75624084472656,23155,180
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,16,1,25.6348876953125,65910,1029
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,1,25.1123104095459,10194,159
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,8,1,25.626590728759766,33964,530
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,4,1,25.51787567138672,18057,282
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,1,18.062503814697266,5669,88
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,8,2,42.54571533203125,39712,620
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,2,38.461421966552734,11980,187
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,4,2,41.26990509033203,21090,329
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,2,36.108238220214844,5671,88
