Test-ID,Unary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
1195,sqrt,HiFi4,Float16_b,1,1,1,2,2,1,1,r,2,Float16_b,1,1,1,2,2,1,1,r,2,0,127,73.87211608886719,471301,2.277354265405397,N/A,2.260487464674535,2.2596175268034653,N/A,2.2596175268034653
2045,sqrt,HiFi4,Float16_b,1,1,1,2,2,1,2,r,2,Float16_b,1,1,1,2,2,1,2,r,2,0,127,74.20463562011719,938378,2.278891611166707,N/A,2.270322766397229,2.269788933670653,N/A,2.269788933670653
2176,sqrt,HiFi4,Float16_b,1,1,1,2,2,1,4,r,2,Float16_b,1,1,1,2,2,1,4,r,2,0,127,74.37734985351562,1872398,2.279711476173807,N/A,2.275445297757966,2.2750718597221318,N/A,2.2750718597221318
2190,sqrt,HiFi4,Float16_b,1,1,1,2,2,1,8,r,2,Float16_b,1,1,1,2,2,1,8,r,2,0,127,74.4601821899414,3740630,2.2800306085650575,N/A,2.2779059731058386,2.277605643969064,N/A,2.277605643969064
1089,sqrt,HiFi4,Float16_b,1,1,1,2,2,2,1,r,2,Float16_b,1,1,1,2,2,2,1,r,2,0,127,74.20368957519531,938390,2.2788522921375454,N/A,2.2703154493135704,2.2697599079274076,N/A,2.2697599079274076
2027,sqrt,HiFi4,Float16_b,1,1,1,2,2,2,2,r,2,Float16_b,1,1,1,2,2,2,2,r,2,0,127,74.37687683105469,1872410,2.279685654338434,N/A,2.2754354975819298,2.27505727912156,N/A,2.27505727912156
2150,sqrt,HiFi4,Float16_b,1,1,1,2,2,2,4,r,2,Float16_b,1,1,1,2,2,2,4,r,2,0,127,74.45759582519531,3740760,2.2799691117525036,N/A,2.2778255630215507,2.277526491942814,N/A,2.277526491942814
1209,sqrt,HiFi4,Float16_b,1,1,1,2,2,4,1,r,2,Float16_b,1,1,1,2,2,4,1,r,2,0,127,74.3778305053711,1872386,2.279725002130554,N/A,2.275464898363293,2.275086440509596,N/A,2.275086440509596
1930,sqrt,HiFi4,Float16_b,1,1,1,2,2,4,2,r,2,Float16_b,1,1,1,2,2,4,2,r,2,0,127,74.4593505859375,3740672,2.2800158490274938,N/A,2.2778795783301358,2.2775800711743774,N/A,2.2775800711743774
574,sqrt,HiFi4,Float16_b,1,1,1,2,2,8,1,r,2,Float16_b,1,1,1,2,2,8,1,r,2,0,127,74.45958709716797,3740660,2.2800146190746555,N/A,2.277894310222542,2.2775873776285467,N/A,2.2775873776285467
