Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
1,maximum,LoFi,Bfp8_b,1,1,1,2,2,1,1,r,2,Bfp8_b,1,1,1,2,2,1,1,r,2,Bfp8_b,1,1,1,2,2,1,1,r,2,0,127,59.54220962524414,178858,3.2159349758929228,3.2159349758929228,3.2100019182379294,3.2061188205168345,3.2061188205168345,3.2061188205168345
11,maximum,LoFi,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,0,127,61.590599060058594,345819,3.322529972028054,3.322529972028054,3.318692728110545,3.316416969570787,3.316416969570787,3.316416969570787
77,maximum,LoFi,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,0,127,61.75435256958008,689804,3.33110365934875,3.33110365934875,3.326653248027036,3.3252344144133694,3.3252344144133694,3.3252344144133694
55,maximum,LoFi,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,0,127,62.02690124511719,1373546,3.3428342500089965,3.3428342500089965,3.34062862838178,3.3399099848130316,3.3399099848130316,3.3399099848130316
4,maximum,LoFi,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,0,127,60.392940521240234,352677,3.2572398533280285,3.2572398533280285,3.2535332481293726,3.2519274009929764,3.2519274009929764,3.2519274009929764
13,maximum,LoFi,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,0,127,61.75695037841797,689775,3.33118167194336,3.33118167194336,3.326813723340496,3.32537421622993,3.32537421622993,3.32537421622993
73,maximum,LoFi,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,0,127,62.02220153808594,1373650,3.3426231301988896,3.3426231301988896,3.340373660857785,3.339657117897572,3.339657117897572,3.339657117897572
18,maximum,LoFi,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,0,127,61.76276779174805,689710,3.331547404694357,3.331547404694357,3.327251461988304,3.325687607835177,3.325687607835177,3.325687607835177
12,maximum,LoFi,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,0,127,62.02812194824219,1373519,3.342883351461476,3.342883351461476,3.3406997320353207,3.339975639215766,3.339975639215766,3.339975639215766
5,maximum,LoFi,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,0,127,62.02838897705078,1373513,3.3429299991774286,3.3429299991774286,3.340697280134812,3.3399902294335764,3.3399902294335764,3.3399902294335764
50,maximum,LoFi,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,0,127,59.62187576293945,357238,3.215398830733236,3.215398830733236,3.212385208438609,3.2104087471097698,3.2104087471097698,3.2104087471097698
46,maximum,LoFi,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,0,127,61.60770034790039,691446,3.3203147226043837,3.3203147226043837,3.3184459365863974,3.317337868756201,3.317337868756201,3.317337868756201
49,maximum,LoFi,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,0,127,61.8211669921875,1378117,3.3317815158036512,3.3317815158036512,3.3295636589737025,3.3288320222448458,3.3288320222448458,3.3288320222448458
