Test-ID,quant_type,zero_point,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization-all-inputs,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
10,requantization,1,HiFi4,Int8,1,1,1,4,2,2,2,r,2,Float32,1,1,1,4,2,2,2,r,2,Int8,1,1,1,4,2,2,2,r,2,0,127,39.53547668457031,2072063,2.0877159185770244,8.161071318073823,2.0874752477414704,2.087473209067485,8.160122544536533,2.087473209067485
11,requantization,1,HiFi4,Int8,1,1,1,4,2,2,1,r,2,Float32,1,1,1,4,2,2,1,r,2,Int8,1,1,1,4,2,2,1,r,2,0,127,38.5173454284668,1063417,2.03381232708313,7.95035727859769,2.0335039456264528,2.0337158424211763,7.94998011128278,2.0337158424211763
12,requantization,1,HiFi4,Int8,1,1,1,4,4,2,1,r,2,Float32,1,1,1,4,4,2,1,r,2,Int8,1,1,1,4,4,2,1,r,2,0,127,39.537899017333984,2071936,2.087879443924154,8.161710553521692,2.087718965398979,2.0876011614258356,8.160622721937358,2.0876011614258356
13,requantization,1,HiFi4,Int8,1,1,1,2,4,2,2,r,2,Float32,1,1,1,2,4,2,2,r,2,Int8,1,1,1,2,4,2,2,r,2,0,127,39.372314453125,2080650,2.0790402545472513,8.12715735868471,2.0788247398310817,2.0788580491673274,8.126445101290463,2.0788580491673274
14,requantization,1,HiFi4,Int8,1,1,1,4,4,2,2,r,2,Float32,1,1,1,4,4,2,2,r,2,Int8,1,1,1,4,4,2,2,r,2,0,127,39.64048767089844,4133148,2.093173286627438,8.182404665907256,2.092991578208636,2.093017719181602,8.18179653861899,2.093017719181602
15,requantization,1,HiFi4,Int8,1,1,1,2,4,1,4,r,2,Float32,1,1,1,2,4,1,4,r,2,Int8,1,1,1,2,4,1,4,r,2,0,127,39.52878189086914,2072414,2.0873391968023456,8.15959867840917,2.087156469717978,2.087119658523828,8.158740483320418,2.087119658523828
16,requantization,1,HiFi4,Int8,1,1,1,4,4,1,4,r,2,Float32,1,1,1,4,4,1,4,r,2,Int8,1,1,1,4,4,1,4,r,2,0,127,39.638973236083984,4133306,2.0930849805619784,8.182059469469552,2.092933397349881,2.0929377113622847,8.18148378077984,2.0929377113622847
17,requantization,1,HiFi4,Int8,1,1,1,4,4,4,1,r,2,Float32,1,1,1,4,4,4,1,r,2,Int8,1,1,1,4,4,4,1,r,2,0,127,39.640323638916016,4133165,2.0931120330735955,8.182165220196783,2.0929793293379824,2.0930091104516757,8.181762886311096,2.0930091104516757
18,requantization,1,HiFi4,Int8,1,1,1,2,4,4,1,r,2,Float32,1,1,1,2,4,4,1,r,2,Int8,1,1,1,2,4,4,1,r,2,0,127,39.48069763183594,2074938,2.0847920276664924,8.149641562696289,2.084533805070396,2.084580840487764,8.148816012815805,2.084580840487764
19,requantization,1,HiFi4,Int8,1,1,1,4,2,1,1,r,2,Float32,1,1,1,4,2,1,1,r,2,Int8,1,1,1,4,2,1,1,r,2,0,127,34.498966217041016,593641,1.8217098225655828,7.121229306392733,1.8213418122494989,1.8215453447453933,7.1205863476410824,1.8215453447453933
20,requantization,1,HiFi4,Int8,1,1,1,4,2,4,1,r,2,Float32,1,1,1,4,2,4,1,r,2,Int8,1,1,1,4,2,4,1,r,2,0,127,39.51655960083008,2073055,2.08674545072625,8.157277671020795,2.086427909893748,2.0864743096541094,8.15621775592061,2.0864743096541094
21,requantization,1,HiFi4,Int8,1,1,1,4,2,1,4,r,2,Float32,1,1,1,4,2,1,4,r,2,Int8,1,1,1,4,2,1,4,r,2,0,127,39.52967834472656,2072367,2.087432603001583,8.159963811733462,2.0871645902423865,2.0871669931049857,8.158925518501308,2.0871669931049857
22,requantization,1,HiFi4,Int8,1,1,1,2,2,4,1,r,2,Float32,1,1,1,2,2,4,1,r,2,Int8,1,1,1,2,2,4,1,r,2,0,127,38.649166107177734,1059790,2.0408999472129885,7.9780634300144095,2.040521496020312,2.04067598297776,7.977187933458516,2.04067598297776
23,requantization,1,HiFi4,Int8,1,1,1,2,2,1,4,r,2,Float32,1,1,1,2,2,1,4,r,2,Int8,1,1,1,2,2,1,4,r,2,0,127,38.396209716796875,1066772,2.027445926385052,7.925470439505203,2.0269958539854733,2.0273198021695356,7.924977408480912,2.0273198021695356
