Test-ID,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,mblock_k,ublock_kt,l1_acc,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization-all-inputs,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
66,HiFi4,Int8,1,1,1,2,4,2,2,r,2,Int8,1,1,1,4,8,2,2,r,2,Int32,1,1,1,2,8,2,2,r,2,4,2,False,0,127,44.63213348388672,9397498,0.4603014773548762,1.8412059094195048,3.598724115026142,0.46026889284786227,1.841075571391449,3.5984658895378323
67,HiFi4,Int8,1,1,1,2,4,2,2,r,2,Int8,1,1,1,4,4,2,2,r,2,Int32,1,1,1,2,4,2,2,r,2,4,2,False,0,127,44.53730392456055,4708754,0.9187017819447325,1.837403563889465,3.5911634756995583,0.9185818583854667,1.8371637167709334,3.5908199918704606
68,HiFi4,Int8,1,1,1,2,4,2,2,r,2,Int8,1,1,1,4,2,2,2,r,2,Int32,1,1,1,2,2,2,2,r,2,4,2,False,0,127,44.31806182861328,2366024,1.828641552365491,1.828641552365491,3.5739528795811517,1.8281200866939642,1.8281200866939642,3.57314380581093
69,HiFi4,Int8,1,1,1,4,4,2,1,r,2,Int8,1,1,1,4,4,1,2,r,2,Int32,1,1,1,4,4,2,2,r,2,4,1,False,0,127,28.071767807006836,7470680,0.5790179028588475,0.5790179028588475,4.52679578248639,0.5789802266995775,0.5789802266995775,4.526572681469425
70,HiFi4,Int8,1,1,1,8,4,2,1,r,2,Int8,1,1,1,4,2,1,2,r,2,Int32,1,1,1,8,2,2,2,r,2,4,1,False,0,127,27.90229034423828,7516057,1.1510030682086383,0.2877507670521596,4.499213330563821,1.1509694511364137,0.2877423627841034,4.499244218078708
71,HiFi4,Int8,1,1,1,4,4,2,1,r,2,Int8,1,1,1,4,2,1,2,r,2,Int32,1,1,1,4,2,2,2,r,2,4,1,False,0,127,27.814462661743164,3769895,1.1475320588752775,0.5737660294376388,4.485253054567815,1.1473465441345183,0.5736732720672592,4.485081945253117
72,HiFi4,Int8,1,1,1,4,8,2,2,r,2,Int8,1,1,1,8,4,2,2,r,2,Int32,1,1,1,4,4,2,2,r,2,4,4,False,0,127,60.25863265991211,13921006,1.2428381999832756,1.2428381999832756,2.42911182488702,1.2428343181520072,1.2428343181520072,2.4291761672971046
73,HiFi4,Int8,1,1,1,4,16,2,2,r,2,Int8,1,1,1,16,4,2,2,r,2,Int32,1,1,1,4,4,2,2,r,2,4,8,False,0,127,72.88311767578125,23019343,1.5031241358693948,1.5031241358693948,1.4688997142437863,1.503214405380727,1.503214405380727,1.469050441622074
76,HiFi4,Int8,1,1,1,8,8,2,2,r,2,Int8,1,1,1,8,2,2,2,r,2,Int32,1,1,1,8,2,2,2,r,2,4,4,False,0,127,59.20195770263672,14169478,2.4417832919206024,0.6104458229801506,2.3861908041816178,2.442080646866455,0.6105201617166137,2.3865788139831263
78,HiFi4,Int8,1,1,1,4,16,2,2,r,2,Int8,1,1,1,16,2,2,2,r,2,Int32,1,1,1,4,2,2,2,r,2,4,8,False,0,127,71.68455505371094,11702113,2.9566249596542096,1.4783124798271048,1.4445905628052154,2.956988024299543,1.4784940121497716,1.444891875510004
79,HiFi4,Int8,1,1,1,4,8,2,2,r,2,Int8,1,1,1,8,2,2,2,r,2,Int32,1,1,1,4,2,2,2,r,2,4,4,False,0,127,59.64982986450195,7031544,2.46061156309992,1.23030578154996,2.404535886599395,2.4605554626409223,1.2302777313204611,2.404633747580901
81,HiFi4,Int8,1,1,1,2,32,2,2,r,2,Int8,1,1,1,32,2,2,2,r,2,Int32,1,1,1,2,2,2,2,r,2,4,16,False,0,127,80.30331420898438,10446154,3.3120475832713034,3.3120475832713034,0.8091255351424432,3.3125117627023304,3.3125117627023304,0.809306851114774
84,HiFi4,Int8,1,1,1,2,8,2,2,r,2,Int8,1,1,1,8,4,2,2,r,2,Int32,1,1,1,2,4,2,2,r,2,4,4,False,0,127,60.28313446044922,6957674,1.2434535256932628,2.4869070513865257,2.4302332858185864,1.243339656327675,2.48667931265535,2.430163873731365
85,HiFi4,Int8,1,1,1,2,16,2,2,r,2,Int8,1,1,1,16,4,2,2,r,2,Int32,1,1,1,2,4,2,2,r,2,4,8,False,0,127,73.04344177246094,11484410,1.506560994735565,3.01312198947113,1.4721946110887385,1.506520927065474,3.013041854130948,1.4722818150867132
87,HiFi4,Int8,1,1,1,2,8,2,2,r,2,Int8,1,1,1,8,8,2,2,r,2,Int32,1,1,1,2,8,2,2,r,2,4,4,False,0,127,60.046791076660156,13970119,0.619227894274624,2.476911577098496,2.420521737951077,0.6192325204960674,2.4769300819842694,2.420636216484627
88,HiFi4,Int8,1,1,1,2,16,2,2,r,2,Int8,1,1,1,16,2,2,2,r,2,Int32,1,1,1,2,2,2,2,r,2,4,8,False,0,127,72.41512298583984,5792028,2.9874089598587177,2.9874089598587177,1.4595323703453142,2.9871236810319286,2.9871236810319286,1.4596172532315106
89,HiFi4,Int8,1,1,1,2,8,2,2,r,2,Int8,1,1,1,8,2,2,2,r,2,Int32,1,1,1,2,2,2,2,r,2,4,4,False,0,127,59.84481430053711,3504317,2.469162112293327,2.469162112293327,2.412681793981538,2.468598588540934,2.468598588540934,2.4124940751650037
90,HiFi4,Int8,1,1,1,2,4,2,1,r,2,Int8,1,1,1,4,4,1,2,r,2,Int32,1,1,1,2,4,2,2,r,2,4,1,False,0,127,27.939064025878906,3753082,0.5763247757191732,1.1526495514383464,4.505320600272851,0.5762432049179848,1.1524864098359695,4.5051741475406075
91,HiFi4,Int8,1,1,1,2,4,2,1,r,2,Int8,1,1,1,4,8,1,2,r,2,Int32,1,1,1,2,8,2,2,r,2,4,1,False,0,127,28.10127067565918,7462837,0.28981605701474844,1.1592642280589938,4.531444028757702,0.2897943503254861,1.1591774013019445,4.531329841453056
92,HiFi4,Int8,1,1,1,2,4,2,1,r,2,Int8,1,1,1,4,2,1,2,r,2,Int32,1,1,1,2,2,2,2,r,2,4,1,False,0,127,27.614248275756836,1898614,1.1393787500663728,1.1393787500663728,4.453178454252981,1.1390877766623442,1.1390877766623442,4.452797672407345
99,HiFi4,Int8,1,1,1,4,8,2,2,r,2,Int8,1,1,1,8,4,2,2,r,2,Int32,1,1,1,4,4,2,2,r,2,1,16,False,0,127,91.77182006835938,9140723,1.8926352395697894,1.8926352395697894,3.6988248273940085,1.892793819482332,1.892793819482332,3.699551556260922
100,HiFi4,Int8,1,1,1,4,16,2,2,r,2,Int8,1,1,1,16,4,2,2,r,2,Int32,1,1,1,4,4,2,2,r,2,2,16,False,0,127,84.0916519165039,19951107,1.7340945447904035,1.7340945447904035,1.6946052451351366,1.7343903774361995,1.7343903774361995,1.6949724143126494
102,HiFi4,Int8,1,1,1,4,16,2,2,r,2,Int8,1,1,1,16,2,2,2,r,2,Int32,1,1,1,4,2,2,2,r,2,2,16,False,0,127,81.46126556396484,10297664,3.359152866642128,1.679576433321064,1.641246389881366,3.36027743767907,1.680138718839535,1.6419537479568183
106,HiFi4,Int8,1,1,1,4,2,2,1,r,2,Int8,1,1,1,2,4,1,2,r,2,Int32,1,1,1,4,4,2,2,r,2,2,1,False,0,127,33.84813690185547,3097884,0.6982292997734277,0.6982292997734277,10.915966370150874,0.698117812029114,0.698117812029114,10.916023969909784
107,HiFi4,Int8,1,1,1,4,32,2,1,r,2,Int8,1,1,1,32,2,1,2,r,2,Int32,1,1,1,4,2,2,2,r,2,32,1,False,0,127,24.261051177978516,34576442,1.0007545737672592,0.5003772868836296,0.48900184020689413,1.0007683265964729,0.5003841632982364,0.4890117959505492
108,HiFi4,Int8,1,1,1,2,1,2,1,r,2,Int8,1,1,1,1,8,1,2,r,2,Int32,1,1,1,2,8,2,2,r,2,1,1,False,0,127,34.20222854614258,1532906,0.353827178408184,1.415308713632736,22.020869444227497,0.35271047278828577,1.410841891153143,22.060436843485512
109,HiFi4,Int8,1,1,1,4,1,2,1,r,2,Int8,1,1,1,1,4,1,2,r,2,Int32,1,1,1,4,4,2,2,r,2,1,1,False,0,127,33.786319732666016,1551776,0.6987715928651956,0.6987715928651956,21.75179561118203,0.6968428432969707,0.6968428432969707,21.792176190377994
110,HiFi4,Int8,1,1,1,4,1,2,1,r,2,Int8,1,1,1,1,2,1,2,r,2,Int32,1,1,1,4,2,2,2,r,2,1,1,False,0,127,32.73649215698242,800770,1.3578710365749478,0.6789355182874739,21.082716291414698,1.350380259000712,0.675190129500356,21.115036777102038
111,HiFi4,Int8,1,1,1,4,2,2,2,r,2,Int8,1,1,1,2,4,2,2,r,2,Int32,1,1,1,4,4,2,2,r,2,2,2,False,0,127,53.626136779785156,3910690,1.1062719481063825,1.1062719481063825,8.647891636600948,1.106039087731321,1.106039087731321,8.647214685899419
113,HiFi4,Int8,1,1,1,2,32,2,1,r,2,Int8,1,1,1,32,4,1,2,r,2,Int32,1,1,1,2,4,2,2,r,2,32,1,False,0,127,24.366779327392578,34426411,0.5025692272925407,1.0051384545850814,0.49114077205181017,0.5025648476688436,1.0051296953376871,0.49114291931273346
114,HiFi4,Int8,1,1,1,8,1,2,1,r,2,Int8,1,1,1,1,2,1,2,r,2,Int32,1,1,1,8,2,2,2,r,2,1,1,False,0,127,34.15850830078125,1534868,1.413218894974354,0.3533047237435885,22.00130359117073,1.409038431969394,0.3522596079923485,22.03223729988507
115,HiFi4,Int8,1,1,1,8,2,2,1,r,2,Int8,1,1,1,2,2,1,2,r,2,Int32,1,1,1,8,2,2,2,r,2,2,1,False,0,127,33.70030975341797,3111473,1.390389314347215,0.34759732858680376,10.868129878366574,1.3901377257652565,0.34753443144131413,10.868349492346551
116,HiFi4,Int8,1,1,1,2,1,2,1,r,2,Int8,1,1,1,1,4,1,2,r,2,Int32,1,1,1,2,4,2,2,r,2,1,1,False,0,127,32.72480392456055,801056,0.6786563705000658,1.3573127410001316,21.07318249649538,0.6749490672312547,1.3498981344625094,21.107498102504692
