Test-ID,Unary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
0,exp,LoFi,Bfp8_b,1,1,1,4,7,8,1,r,2,Bfp8_b,1,1,1,4,7,8,1,r,2,0,127,79.702392578125,23311041,1.3777751544127774,N/A,1.3775926311772115,1.377572112716888,N/A,1.377572112716888
1,exp,LoFi,Bfp8_b,1,1,1,2,2,1,1,r,2,Bfp8_b,1,1,1,2,2,1,1,r,2,0,127,78.98920440673828,420027,1.3758182341376834,N/A,1.3657487421745977,1.3652455675468482,N/A,1.3652455675468482
2,exp,LoFi,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,0,127,79.00669860839844,839868,1.3708178382682632,N/A,1.3657880839214556,1.365547919434959,N/A,1.365547919434959
3,exp,LoFi,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,0,127,79.01558685302734,1679547,1.3683345368228719,N/A,1.365815132687226,1.3657015850107201,N/A,1.3657015850107201
4,exp,LoFi,Bfp8_b,1,1,1,4,7,1,1,r,2,Bfp8_b,1,1,1,4,7,1,1,r,2,0,127,79.01911926269531,2939076,1.3672702005802466,N/A,1.3658283647247884,1.365762572999133,N/A,1.365762572999133
5,exp,LoFi,Bfp8_b,1,1,1,7,7,1,1,r,2,Bfp8_b,1,1,1,7,7,1,1,r,2,0,127,79.02157592773438,5143223,1.3666635554555087,N/A,1.3658416137474634,1.365805060367789,N/A,1.365805060367789
6,exp,LoFi,Bfp8_b,1,1,1,7,4,1,1,r,2,Bfp8_b,1,1,1,7,4,1,1,r,2,0,127,79.0195541381836,2939060,1.3672725475077363,N/A,1.365833048693331,1.3657700080978272,N/A,1.3657700080978272
7,exp,LoFi,Bfp8_b,1,1,1,2,7,1,1,r,2,Bfp8_b,1,1,1,2,7,1,1,r,2,0,127,79.01460266113281,1469622,1.3686878024607183,N/A,1.3658152497837792,1.3656845093500234,N/A,1.3656845093500234
8,exp,LoFi,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,0,127,79.00717163085938,839863,1.3708227924346463,N/A,1.3657848053559811,1.3655560490222811,N/A,1.3655560490222811
9,exp,LoFi,Bfp8_b,1,1,1,7,2,1,1,r,2,Bfp8_b,1,1,1,7,2,1,1,r,2,0,127,79.01422882080078,1469629,1.3686830988916427,N/A,1.3658105659373143,1.3656780044487418,N/A,1.3656780044487418
10,exp,LoFi,Bfp8_b,1,1,1,7,7,4,1,r,2,Bfp8_b,1,1,1,7,7,4,1,r,2,0,127,79.60368347167969,20422453,1.376092724596999,N/A,1.375883349501013,1.3758660627104884,N/A,1.3758660627104884
11,exp,LoFi,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,0,127,79.40166473388672,10237206,1.372815176570891,N/A,1.3723983467248515,1.3723744545142493,N/A,1.3723744545142493
12,exp,LoFi,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,0,127,79.4002685546875,5849935,1.3731208977801146,N/A,1.3723896316823414,1.37235029107161,N/A,1.37235029107161
13,exp,LoFi,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,0,127,79.70232391357422,23311060,1.3777740820071045,N/A,1.37759203555392,1.3775709899077948,N/A,1.3775709899077948
