Test-ID,Unary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
1186,gelu,HiFi4,Float16_b,1,1,1,2,2,1,1,r,2,Float16_b,1,1,1,2,2,1,1,r,2,0,127,46.99562072753906,148167,7.239293226179955,N/A,7.19453655348036,7.187565382305102,N/A,7.187565382305102
2051,gelu,HiFi4,Float16_b,1,1,1,2,2,1,2,r,2,Float16_b,1,1,1,2,2,1,2,r,2,0,127,48.54180145263672,286895,7.4536194466782355,N/A,7.4289631413354895,7.424040154063333,N/A,7.424040154063333
2182,gelu,HiFi4,Float16_b,1,1,1,2,2,1,4,r,2,Float16_b,1,1,1,2,2,1,4,r,2,0,127,49.50640869140625,562610,7.587997256762046,N/A,7.5757429105567775,7.571568226657898,N/A,7.571568226657898
2195,gelu,HiFi4,Float16_b,1,1,1,2,2,1,8,r,2,Float16_b,1,1,1,2,2,1,8,r,2,0,127,49.663665771484375,1121657,7.605023040562546,N/A,7.598999999101042,7.595619694790832,N/A,7.595619694790832
1081,gelu,HiFi4,Float16_b,1,1,1,2,2,2,1,r,2,Float16_b,1,1,1,2,2,2,1,r,2,0,127,48.64081573486328,286311,7.4687928523969065,N/A,7.444141113479049,7.439183265749482,N/A,7.439183265749482
2036,gelu,HiFi4,Float16_b,1,1,1,2,2,2,2,r,2,Float16_b,1,1,1,2,2,2,2,r,2,0,127,49.501041412353516,562671,7.587275315541083,N/A,7.575131910988759,7.570747381684857,N/A,7.570747381684857
2156,gelu,HiFi4,Float16_b,1,1,1,2,2,2,4,r,2,Float16_b,1,1,1,2,2,2,4,r,2,0,127,49.65959548950195,1121749,7.604571494371995,N/A,7.598439883467672,7.594996741695335,N/A,7.594996741695335
1200,gelu,HiFi4,Float16_b,1,1,1,2,2,4,1,r,2,Float16_b,1,1,1,2,2,4,1,r,2,0,127,49.24452209472656,565602,7.547576827401967,N/A,7.535331672903678,7.531515093652427,N/A,7.531515093652427
1937,gelu,HiFi4,Float16_b,1,1,1,2,2,4,2,r,2,Float16_b,1,1,1,2,2,4,2,r,2,0,127,49.6610107421875,1121717,7.604605700539503,N/A,7.598494525260389,7.595213409442845,N/A,7.595213409442845
566,gelu,HiFi4,Float16_b,1,1,1,2,2,8,1,r,2,Float16_b,1,1,1,2,2,8,1,r,2,0,127,49.65999221801758,1121740,7.604523606254459,N/A,7.598398902638862,7.595057678249862,N/A,7.595057678249862
1256,gelu,HiFi4,Float16_b,1,1,1,2,4,1,1,r,2,Float16_b,1,1,1,2,4,1,1,r,2,0,127,46.67149353027344,298392,7.162277119336264,N/A,7.140183126668243,7.1379929756829945,N/A,7.1379929756829945
2095,gelu,HiFi4,Float16_b,1,1,1,2,4,1,2,r,2,Float16_b,1,1,1,2,4,1,2,r,2,0,127,49.16845703125,566477,7.5352241993770805,N/A,7.522804819225642,7.519881654506714,N/A,7.519881654506714
2163,gelu,HiFi4,Float16_b,1,1,1,2,4,1,4,r,2,Float16_b,1,1,1,2,4,1,4,r,2,0,127,49.48666000366211,1125669,7.57678183605952,N/A,7.570505093203748,7.56854812560353,N/A,7.56854812560353
2168,gelu,HiFi4,Float16_b,1,1,1,2,4,1,8,r,2,Float16_b,1,1,1,2,4,1,8,r,2,0,127,49.671329498291016,2242968,7.601521541685027,N/A,7.598532091948753,7.596791394259749,N/A,7.596791394259749
1067,gelu,HiFi4,Float16_b,1,1,1,2,4,2,1,r,2,Float16_b,1,1,1,2,4,2,1,r,2,0,127,49.16715621948242,566492,7.535036128082208,N/A,7.5225905892864455,7.519682537440953,N/A,7.519682537440953
2067,gelu,HiFi4,Float16_b,1,1,1,2,4,2,2,r,2,Float16_b,1,1,1,2,4,2,2,r,2,0,127,49.483848571777344,1125733,7.576354008697492,N/A,7.570200003403094,7.568117839665356,N/A,7.568117839665356
2124,gelu,HiFi4,Float16_b,1,1,1,2,4,2,4,r,2,Float16_b,1,1,1,2,4,2,4,r,2,0,127,49.67363357543945,2242864,7.601873597376208,N/A,7.598754084508308,7.597143652044886,N/A,7.597143652044886
1130,gelu,HiFi4,Float16_b,1,1,1,2,4,4,1,r,2,Float16_b,1,1,1,2,4,4,1,r,2,0,127,49.492027282714844,1125547,7.577590086254036,N/A,7.571406946821765,7.569368493719054,N/A,7.569368493719054
