Test-ID,Unary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
1190,cosine,HiFi4,Float16_b,1,1,1,2,2,1,1,r,2,Float16_b,1,1,1,2,2,1,1,r,2,0,127,82.10409545898438,803195,1.3363636248660968,N/A,1.326174321437626,1.3259046682312514,N/A,1.3259046682312514
2047,cosine,HiFi4,Float16_b,1,1,1,2,2,1,2,r,2,Float16_b,1,1,1,2,2,1,2,r,2,0,127,82.56611633300781,1597401,1.3387212946310643,N/A,1.3335562994771866,1.3333658862114146,N/A,1.3333658862114146
2178,cosine,HiFi4,Float16_b,1,1,1,2,2,1,4,r,2,Float16_b,1,1,1,2,2,1,4,r,2,0,127,82.85432434082031,3183689,1.340735054339206,N/A,1.3381419008658777,1.3380201395299605,N/A,1.3380201395299605
2192,cosine,HiFi4,Float16_b,1,1,1,2,2,1,8,r,2,Float16_b,1,1,1,2,2,1,8,r,2,0,127,83.0018310546875,6356062,1.3417995827829223,N/A,1.3405005405218537,1.3404022805315619,N/A,1.3404022805315619
1084,cosine,HiFi4,Float16_b,1,1,1,2,2,2,1,r,2,Float16_b,1,1,1,2,2,2,1,r,2,0,127,82.56741333007812,1597376,1.3387297752207534,N/A,1.3335588240490897,1.3333867542770144,N/A,1.3333867542770144
2032,cosine,HiFi4,Float16_b,1,1,1,2,2,2,2,r,2,Float16_b,1,1,1,2,2,2,2,r,2,0,127,82.85352325439453,3183720,1.3407210194727726,N/A,1.3381330040683226,1.3380071111781187,N/A,1.3380071111781187
2153,cosine,HiFi4,Float16_b,1,1,1,2,2,2,4,r,2,Float16_b,1,1,1,2,2,2,4,r,2,0,127,83.00179290771484,6356065,1.3417985178360794,N/A,1.3405007530992197,1.3404016478749037,N/A,1.3404016478749037
1204,cosine,HiFi4,Float16_b,1,1,1,2,2,4,1,r,2,Float16_b,1,1,1,2,2,4,1,r,2,0,127,82.85323333740234,3183731,1.3407193182968078,N/A,1.3381355459984094,1.3380024882755484,N/A,1.3380024882755484
1932,cosine,HiFi4,Float16_b,1,1,1,2,2,4,2,r,2,Float16_b,1,1,1,2,2,4,2,r,2,0,127,83.00192260742188,6356055,1.3417993697934185,N/A,1.3405026662985478,1.3404037567327534,N/A,1.3404037567327534
569,cosine,HiFi4,Float16_b,1,1,1,2,2,8,1,r,2,Float16_b,1,1,1,2,2,8,1,r,2,0,127,83.00218200683594,6356035,1.3418049075424938,N/A,1.3405075556105304,1.3404079744683597,N/A,1.3404079744683597
1260,cosine,HiFi4,Float16_b,1,1,1,2,4,1,1,r,2,Float16_b,1,1,1,2,4,1,1,r,2,0,127,82.33222198486328,1601939,1.334823151470669,N/A,1.3297400082932567,1.3295887046885055,N/A,1.3295887046885055
2091,cosine,HiFi4,Float16_b,1,1,1,2,4,1,2,r,2,Float16_b,1,1,1,2,4,1,2,r,2,0,127,82.66267395019531,3191070,1.3375951794722485,N/A,1.3350086640879713,1.334925275847913,N/A,1.334925275847913
1664,cosine,HiFi4,Float16_b,1,1,1,2,4,1,4,r,2,Float16_b,1,1,1,2,4,1,4,r,2,0,127,82.9035415649414,6363598,1.340172401465116,N/A,1.3388784149982664,1.3388149282842818,N/A,1.3388149282842818
1541,cosine,HiFi4,Float16_b,1,1,1,2,4,1,8,r,2,Float16_b,1,1,1,2,4,1,8,r,2,0,127,83.0278091430664,12708147,1.341521156748404,N/A,1.3408709525600468,1.3408217578849222,N/A,1.3408217578849222
1070,cosine,HiFi4,Float16_b,1,1,1,2,4,2,1,r,2,Float16_b,1,1,1,2,4,2,1,r,2,0,127,82.66273498535156,3191068,1.3375909463483795,N/A,1.3350103508028268,1.334926112511548,N/A,1.334926112511548
2063,cosine,HiFi4,Float16_b,1,1,1,2,4,2,2,r,2,Float16_b,1,1,1,2,4,2,2,r,2,0,127,82.9032211303711,6363622,1.3401666647113268,N/A,1.3388733255015715,1.3388098790280127,N/A,1.3388098790280127
1694,cosine,HiFi4,Float16_b,1,1,1,2,4,2,4,r,2,Float16_b,1,1,1,2,4,2,4,r,2,0,127,83.02776336669922,12708154,1.3415182825889649,N/A,1.3408723350778597,1.3408210193234988,N/A,1.3408210193234988
1134,cosine,HiFi4,Float16_b,1,1,1,2,4,4,1,r,2,Float16_b,1,1,1,2,4,4,1,r,2,0,127,82.90384674072266,6363574,1.3401766509440318,N/A,1.3388824442105918,1.3388199775786374,N/A,1.3388199775786374
1907,cosine,HiFi4,Float16_b,1,1,1,2,4,4,2,r,2,Float16_b,1,1,1,2,4,4,2,r,2,0,127,83.02731323242188,12708223,1.3415122149594818,N/A,1.3408632955899342,1.3408137392615789,N/A,1.3408137392615789
621,cosine,HiFi4,Float16_b,1,1,1,2,4,8,1,r,2,Float16_b,1,1,1,2,4,8,1,r,2,0,127,83.02777099609375,12708152,1.3415187083895863,N/A,1.340870314475864,1.3408212303409655,N/A,1.3408212303409655
980,cosine,HiFi4,Float16_b,1,1,1,2,8,1,1,r,2,Float16_b,1,1,1,2,8,1,1,r,2,0,127,82.44720458984375,3199410,1.3340677203752949,N/A,1.3315061415695577,1.331445485261345,N/A,1.331445485261345
2105,cosine,HiFi4,Float16_b,1,1,1,2,8,1,2,r,2,Float16_b,1,1,1,2,8,1,2,r,2,0,127,82.711669921875,6378360,1.3370499620623588,N/A,1.335761573183383,1.3357163910472285,N/A,1.3357163910472285
1566,cosine,HiFi4,Float16_b,1,1,1,2,8,1,4,r,2,Float16_b,1,1,1,2,8,1,4,r,2,0,127,82.92818450927734,12723413,1.339891358275174,N/A,1.3392435813111552,1.3392129926144816,N/A,1.3392129926144816
1485,cosine,HiFi4,Float16_b,1,1,1,2,8,1,8,r,2,Float16_b,1,1,1,2,8,1,8,r,2,0,127,83.04074096679688,25412336,1.3413787409959466,N/A,1.3410564481086105,1.341030592386312,N/A,1.341030592386312
921,cosine,HiFi4,Float16_b,1,1,1,2,8,2,1,r,2,Float16_b,1,1,1,2,8,2,1,r,2,0,127,82.71111297607422,6378403,1.3370402338529732,N/A,1.3357512304917984,1.3357073863159792,N/A,1.3357073863159792
2077,cosine,HiFi4,Float16_b,1,1,1,2,8,2,2,r,2,Float16_b,1,1,1,2,8,2,2,r,2,0,127,82.92837524414062,12723385,1.339895393586505,N/A,1.3392467640016277,1.3392159397833203,N/A,1.3392159397833203
1693,cosine,HiFi4,Float16_b,1,1,1,2,8,2,4,r,2,Float16_b,1,1,1,2,8,2,4,r,2,0,127,83.0406494140625,25412364,1.3413783152841725,N/A,1.3410538950692974,1.3410291148041167,N/A,1.3410291148041167
936,cosine,HiFi4,Float16_b,1,1,1,2,8,4,1,r,2,Float16_b,1,1,1,2,8,4,1,r,2,0,127,82.92817687988281,12723414,1.3398911458910403,N/A,1.3392441117585168,1.3392128873586917,N/A,1.3392128873586917
1521,cosine,HiFi4,Float16_b,1,1,1,2,8,4,2,r,2,Float16_b,1,1,1,2,8,4,2,r,2,0,127,83.04044342041016,25412429,1.3413749095997076,N/A,1.3410515016037696,1.3410256847151447,N/A,1.3410256847151447
606,cosine,HiFi4,Float16_b,1,1,1,2,8,8,1,r,2,Float16_b,1,1,1,2,8,8,1,r,2,0,127,83.0406723022461,25412357,1.3413783684981293,N/A,1.3410557034711401,1.3410294841993602,N/A,1.3410294841993602
1213,cosine,HiFi4,Float16_b,1,1,1,4,2,1,1,r,2,Float16_b,1,1,1,4,2,1,1,r,2,0,127,82.33191680908203,1601945,1.3348155634158665,N/A,1.3297274577192626,1.3295837247845588,N/A,1.3295837247845588
1712,cosine,HiFi4,Float16_b,1,1,1,4,2,1,2,r,2,Float16_b,1,1,1,4,2,1,2,r,2,0,127,82.66291809082031,3191061,1.3376074556829867,N/A,1.3350103508028268,1.3349290408425285,N/A,1.3349290408425285
1591,cosine,HiFi4,Float16_b,1,1,1,4,2,1,4,r,2,Float16_b,1,1,1,4,2,1,4,r,2,0,127,82.90383911132812,6363575,1.3401764384694461,N/A,1.33888265627507,1.3388197671906121,N/A,1.3388197671906121
1449,cosine,HiFi4,Float16_b,1,1,1,4,2,1,8,r,2,Float16_b,1,1,1,4,2,1,8,r,2,0,127,83.02747344970703,12708198,1.3415148761937257,N/A,1.340865103477769,1.3408163769560406,N/A,1.3408163769560406
1022,cosine,HiFi4,Float16_b,1,1,1,4,2,2,1,r,2,Float16_b,1,1,1,4,2,2,1,r,2,0,127,82.66301727294922,3191057,1.3375972960442304,N/A,1.3350187844410373,1.3349307141802857,N/A,1.3349307141802857
1717,cosine,HiFi4,Float16_b,1,1,1,4,2,2,2,r,2,Float16_b,1,1,1,4,2,2,2,r,2,0,127,82.90361785888672,6363592,1.3401762259949277,N/A,1.3388775667461301,1.3388161906043001,N/A,1.3388161906043001
1577,cosine,HiFi4,Float16_b,1,1,1,4,2,2,4,r,2,Float16_b,1,1,1,4,2,2,4,r,2,0,127,83.02781677246094,12708146,1.3415195599916396,N/A,1.3408692510035756,1.3408218633937634,N/A,1.3408218633937634
