Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
10,add,LoFi,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,0,127,9.322890281677246,351479,13.043558000917011,13.043558000917011,13.032578009128027,13.052045783674131,13.052045783674131,13.052045783674131
11,add,LoFi,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,0,127,9.568109512329102,684942,13.37997448454669,13.37997448454669,13.38514855706953,13.395353183189233,13.395353183189233,13.395353183189233
12,add,LoFi,Bfp8_b,1,1,1,2,8,8,1,r,2,Bfp8_b,1,1,1,2,8,8,1,r,2,Bfp8_b,1,1,1,2,8,8,1,r,2,0,127,9.539266586303711,1374026,13.334837221225326,13.334837221225326,13.357622516454258,13.354972904442857,13.354972904442857,13.354972904442857
13,add,LoFi,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,0,127,9.603328704833984,682430,13.4312617480163,13.4312617480163,13.437288736032592,13.444660990870858,13.444660990870858,13.444660990870858
14,add,LoFi,Bfp8_b,1,1,1,8,2,8,1,r,2,Bfp8_b,1,1,1,8,2,8,1,r,2,Bfp8_b,1,1,1,8,2,8,1,r,2,0,127,9.571533203125,1369394,13.382364290801698,13.382364290801698,13.396129653160946,13.400146342104609,13.400146342104609,13.400146342104609
15,add,LoFi,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,0,127,9.526841163635254,1375818,13.318809971960354,13.318809971960354,13.33296229628968,13.337578080821737,13.337578080821737,13.337578080821737
16,add,LoFi,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,0,127,9.554703712463379,685903,13.363377602144398,13.363377602144398,13.367832126756634,13.376585318915357,13.376585318915357,13.376585318915357
17,add,LoFi,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,0,127,8.047743797302246,407170,11.287713085442489,11.287713085442489,11.273343306353341,11.266841859665496,11.266841859665496,11.266841859665496
18,add,LoFi,Bfp8_b,1,1,1,8,2,2,4,r,2,Bfp8_b,1,1,1,8,2,2,4,r,2,Bfp8_b,1,1,1,8,2,2,4,r,2,0,127,9.539725303649902,1373960,13.336224223708035,13.336224223708035,13.353850577157502,13.355614428367637,13.355614428367637,13.355614428367637
19,add,LoFi,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,0,127,9.544837951660156,343306,13.382374127159133,13.382374127159133,13.344434932510877,13.362772570243456,13.362772570243456,13.362772570243456
20,add,LoFi,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,0,127,9.557601928710938,685695,13.359396554254351,13.359396554254351,13.370855830185242,13.380642997250964,13.380642997250964,13.380642997250964
21,add,LoFi,Bfp8_b,1,1,1,2,8,2,4,r,2,Bfp8_b,1,1,1,2,8,2,4,r,2,Bfp8_b,1,1,1,2,8,2,4,r,2,0,127,9.597204208374023,1365731,13.418106431165095,13.418106431165095,13.430558291083262,13.436086608563473,13.436086608563473,13.436086608563473
22,add,LoFi,Bfp8_b,1,1,1,2,8,4,2,r,2,Bfp8_b,1,1,1,2,8,4,2,r,2,Bfp8_b,1,1,1,2,8,4,2,r,2,0,127,9.529154777526855,1375484,13.320563968882356,13.320563968882356,13.336312142039366,13.340816759773286,13.340816759773286,13.340816759773286
23,add,LoFi,Bfp8_b,1,1,1,2,8,2,2,r,2,Bfp8_b,1,1,1,2,8,2,2,r,2,Bfp8_b,1,1,1,2,8,2,2,r,2,0,127,8.089226722717285,810164,11.338424191999522,11.338424191999522,11.337026262304228,11.324916930399278,11.324916930399278,11.324916930399278
24,add,LoFi,Bfp8_b,1,1,1,2,8,1,2,r,2,Bfp8_b,1,1,1,2,8,1,2,r,2,Bfp8_b,1,1,1,2,8,1,2,r,2,0,127,4.781527519226074,685304,6.706982117386333,6.706982117386333,6.699459825436776,6.694138659631346,6.694138659631346,6.694138659631346
25,add,LoFi,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,0,127,8.048139572143555,407150,11.291633383113952,11.291633383113952,11.276890411739494,11.26739530885423,11.26739530885423,11.26739530885423
26,add,LoFi,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,0,127,7.917538166046143,206933,11.115430826487453,11.115430826487453,11.088892786840516,11.084553937747966,11.084553937747966,11.084553937747966
27,add,LoFi,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,0,127,4.646967887878418,176287,6.548501450209475,6.548501450209475,6.511888752181751,6.505754820264682,6.505754820264682,6.505754820264682
28,add,LoFi,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,0,127,9.55368709564209,342988,13.38080049387797,13.38080049387797,13.357201129220638,13.375161813241279,13.375161813241279,13.375161813241279
29,add,LoFi,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,0,127,9.553394317626953,685997,13.358220343957269,13.358220343957269,13.36059258041649,13.374752367721724,13.374752367721724,13.374752367721724
30,add,LoFi,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,0,127,4.751354217529297,344828,6.674918024132288,6.674918024132288,6.652421610782591,6.651896017724779,6.651896017724779,6.651896017724779
31,add,LoFi,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,0,127,9.55040168762207,686212,13.35667198290977,13.35667198290977,13.356750372310378,13.370561867178074,13.370561867178074,13.370561867178074
32,add,LoFi,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,0,127,8.044681549072266,407325,11.287209244656053,11.287209244656053,11.27412515356874,11.26255447124532,11.26255447124532,11.26255447124532
33,add,LoFi,Bfp8_b,1,1,1,2,8,1,4,r,2,Bfp8_b,1,1,1,2,8,1,4,r,2,Bfp8_b,1,1,1,2,8,1,4,r,2,0,127,8.097862243652344,809300,11.350554039243459,11.350554039243459,11.342054770626198,11.337007290250835,11.337007290250835,11.337007290250835
34,add,LoFi,Bfp8_b,1,1,1,2,8,4,1,r,2,Bfp8_b,1,1,1,2,8,4,1,r,2,Bfp8_b,1,1,1,2,8,4,1,r,2,0,127,8.098923683166504,809194,11.35236584523333,11.35236584523333,11.34346807556198,11.338492376364629,11.338492376364629,11.338492376364629
35,add,LoFi,Bfp8_b,1,1,1,2,8,2,1,r,2,Bfp8_b,1,1,1,2,8,2,1,r,2,Bfp8_b,1,1,1,2,8,2,1,r,2,0,127,4.778306007385254,685766,6.701866701218848,6.701866701218848,6.696739376712188,6.689628823826203,6.689628823826203,6.689628823826203
36,add,LoFi,Bfp8_b,1,1,1,2,8,1,8,r,2,Bfp8_b,1,1,1,2,8,1,8,r,2,Bfp8_b,1,1,1,2,8,1,8,r,2,0,127,9.52404499053955,1376222,13.315147557096877,13.315147557096877,13.332161707761433,13.333662737552517,13.333662737552517,13.333662737552517
37,add,LoFi,Bfp8_b,1,1,1,4,8,4,1,r,2,Bfp8_b,1,1,1,4,8,4,1,r,2,Bfp8_b,1,1,1,4,8,4,1,r,2,0,127,8.11790943145752,1614603,11.372717550995933,11.372717550995933,11.369514594754593,11.365072404795482,11.365072404795482,11.365072404795482
38,add,LoFi,Bfp8_b,1,1,1,8,8,2,1,r,2,Bfp8_b,1,1,1,8,8,2,1,r,2,Bfp8_b,1,1,1,8,8,2,1,r,2,0,127,4.809388637542725,2725336,6.73740551686061,6.73740551686061,6.73760248385145,6.73314409672789,6.73314409672789,6.73314409672789
39,add,LoFi,Bfp8_b,1,1,1,4,8,2,1,r,2,Bfp8_b,1,1,1,4,8,2,1,r,2,Bfp8_b,1,1,1,4,8,2,1,r,2,0,127,4.800679683685303,1365140,6.728029267211116,6.728029267211116,6.725141489815171,6.720951697261819,6.720951697261819,6.720951697261819
40,add,LoFi,Bfp8_b,1,1,1,8,8,1,2,r,2,Bfp8_b,1,1,1,8,8,1,2,r,2,Bfp8_b,1,1,1,8,8,1,2,r,2,0,127,4.809348106384277,2725359,6.737537658000778,6.737537658000778,6.736705006077448,6.733087274006837,6.733087274006837,6.733087274006837
41,add,LoFi,Bfp8_b,1,1,1,4,8,1,2,r,2,Bfp8_b,1,1,1,4,8,1,2,r,2,Bfp8_b,1,1,1,4,8,1,2,r,2,0,127,4.799526691436768,1365468,6.726512999176122,6.726512999176122,6.723060448284775,6.7193372528686135,6.7193372528686135,6.7193372528686135
42,add,LoFi,Bfp8_b,1,1,1,4,8,2,2,r,2,Bfp8_b,1,1,1,4,8,2,2,r,2,Bfp8_b,1,1,1,4,8,2,2,r,2,0,127,8.11733627319336,1614717,11.371801221830047,11.371801221830047,11.369606894183033,11.36427002378745,11.36427002378745,11.36427002378745
43,add,LoFi,Bfp8_b,1,1,1,4,8,1,4,r,2,Bfp8_b,1,1,1,4,8,1,4,r,2,Bfp8_b,1,1,1,4,8,1,4,r,2,0,127,8.119140625,1614358,11.374422742448171,11.374422742448171,11.372596785991133,11.366797203594246,11.366797203594246,11.366797203594246
44,add,LoFi,Bfp8_b,1,1,1,8,4,1,4,r,2,Bfp8_b,1,1,1,8,4,1,4,r,2,Bfp8_b,1,1,1,8,4,1,4,r,2,0,127,8.113707542419434,1615439,11.366781790893448,11.366781790893448,11.368747857438567,11.359190907239457,11.359190907239457,11.359190907239457
45,add,LoFi,Bfp8_b,1,1,1,8,2,1,4,r,2,Bfp8_b,1,1,1,8,2,1,4,r,2,Bfp8_b,1,1,1,8,2,1,4,r,2,0,127,8.09521198272705,809565,11.347441348525813,11.347441348525813,11.339271589914015,11.333296276395348,11.333296276395348,11.333296276395348
46,add,LoFi,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,0,127,8.095722198486328,809514,11.34758279743066,11.34758279743066,11.342803778376135,11.334010282712837,11.334010282712837,11.334010282712837
47,add,LoFi,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,0,127,7.858900547027588,208477,11.03020433484549,11.03020433484549,11.017015611763282,11.002460703099143,11.002460703099143,11.002460703099143
48,add,LoFi,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,0,127,9.527658462524414,1375700,13.319336122533631,13.319336122533631,13.337552890983039,13.338722105110126,13.338722105110126,13.338722105110126
49,add,LoFi,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,0,127,9.555386543273926,685854,13.364005372989716,13.364005372989716,13.364535100519998,13.377540992689406,13.377540992689406,13.377540992689406
50,add,LoFi,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,0,127,9.344903945922852,350651,13.08604564913017,13.08604564913017,13.064223553994168,13.082865869482761,13.082865869482761,13.082865869482761
51,add,LoFi,Bfp8_b,1,1,1,8,2,1,8,r,2,Bfp8_b,1,1,1,8,2,1,8,r,2,Bfp8_b,1,1,1,8,2,1,8,r,2,0,127,9.546972274780273,1372917,13.346391353557626,13.346391353557626,13.363534539326404,13.36576063957253,13.36576063957253,13.36576063957253
52,add,LoFi,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,0,127,9.527630805969238,1375704,13.319326378626714,13.319326378626714,13.336605211515938,13.338683321412164,13.338683321412164,13.338683321412164
53,add,LoFi,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,0,127,8.09719181060791,809367,11.34925216086053,11.34925216086053,11.344598973131948,11.336068804386638,11.336068804386638,11.336068804386638
54,add,LoFi,Bfp8_b,1,1,1,8,4,4,1,r,2,Bfp8_b,1,1,1,8,4,4,1,r,2,Bfp8_b,1,1,1,8,4,4,1,r,2,0,127,8.116662979125977,1614851,11.37113360210101,11.37113360210101,11.367739897216119,11.363327019025284,11.363327019025284,11.363327019025284
55,add,LoFi,Bfp8_b,1,1,1,8,2,4,1,r,2,Bfp8_b,1,1,1,8,2,4,1,r,2,Bfp8_b,1,1,1,8,2,4,1,r,2,0,127,8.093791961669922,809707,11.345122089523594,11.345122089523594,11.338989109869127,11.331308732665025,11.331308732665025,11.331308732665025
56,add,LoFi,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,0,127,8.09586238861084,809500,11.347328191940885,11.347328191940885,11.340938508706252,11.334206300185299,11.334206300185299,11.334206300185299
57,add,LoFi,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,0,127,7.844939708709717,208848,11.020109724623154,11.020109724623154,10.99822160364958,10.982915804795832,10.982915804795832,10.982915804795832
58,add,LoFi,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,0,127,9.563138961791992,685298,13.370266689774493,13.370266689774493,13.374273868674909,13.388394537850687,13.388394537850687,13.388394537850687
59,add,LoFi,Bfp8_b,1,1,1,8,2,4,2,r,2,Bfp8_b,1,1,1,8,2,4,2,r,2,Bfp8_b,1,1,1,8,2,4,2,r,2,0,127,9.516687393188477,1377286,13.304979341047373,13.304979341047373,13.325068009611,13.323362032286685,13.323362032286685,13.323362032286685
60,add,LoFi,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,0,127,8.051580429077148,406976,11.297603061885532,11.297603061885532,11.27725362721002,11.27221261204592,11.27221261204592,11.27221261204592
61,add,LoFi,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,0,127,8.052826881408691,406913,11.297266574170827,11.297266574170827,11.279125954964577,11.273957823908304,11.273957823908304,11.273957823908304
62,add,LoFi,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,0,127,4.785102844238281,684792,6.7115412120845725,6.7115412120845725,6.704324681809411,6.699143681585065,6.699143681585065,6.699143681585065
63,add,LoFi,Bfp8_b,1,1,1,8,4,2,2,r,2,Bfp8_b,1,1,1,8,4,2,2,r,2,Bfp8_b,1,1,1,8,4,2,2,r,2,0,127,8.117979049682617,1614589,11.372859630755853,11.372859630755853,11.37143189058974,11.365170950625824,11.365170950625824,11.365170950625824
64,add,LoFi,Bfp8_b,1,1,1,8,4,1,2,r,2,Bfp8_b,1,1,1,8,4,1,2,r,2,Bfp8_b,1,1,1,8,4,1,2,r,2,0,127,4.799203395843506,1365560,6.726175039141495,6.726175039141495,6.724396338846534,6.718884560180439,6.718884560180439,6.718884560180439
65,add,LoFi,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,0,127,7.857939720153809,417005,11.015202629120706,11.015202629120706,11.011125599038152,11.00111509454323,11.00111509454323,11.00111509454323
66,add,LoFi,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,0,127,4.752484321594238,344746,6.675877443862659,6.675877443862659,6.656838656838657,6.653478212945183,6.653478212945183,6.653478212945183
67,add,LoFi,Bfp8_b,1,1,1,8,2,2,2,r,2,Bfp8_b,1,1,1,8,2,2,2,r,2,Bfp8_b,1,1,1,8,2,2,2,r,2,0,127,8.096261978149414,809460,11.348898441162097,11.348898441162097,11.34082548177604,11.33476638746819,11.33476638746819,11.33476638746819
68,add,LoFi,Bfp8_b,1,1,1,8,2,1,2,r,2,Bfp8_b,1,1,1,8,2,1,2,r,2,Bfp8_b,1,1,1,8,2,1,2,r,2,0,127,4.7853193283081055,684761,6.711501627122742,6.711501627122742,6.704364182155888,6.699446960326304,6.699446960326304,6.699446960326304
69,add,LoFi,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,0,127,4.788200378417969,684349,6.71585877409255,6.71585877409255,6.706320031235497,6.703480241806447,6.703480241806447,6.703480241806447
70,add,LoFi,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,0,127,4.649803161621094,352359,6.530574765416511,6.530574765416511,6.5150391760014426,6.50972445715875,6.50972445715875,6.50972445715875
71,add,LoFi,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,0,127,4.7485175132751465,345034,6.6704574098281855,6.6704574098281855,6.649234086440277,6.647924552362955,6.647924552362955,6.647924552362955
72,add,LoFi,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,0,127,4.65118932723999,176127,6.554574412322084,6.554574412322084,6.517968633650662,6.511664878184492,6.511664878184492,6.511664878184492
73,add,LoFi,Bfp8_b,1,1,1,8,4,2,1,r,2,Bfp8_b,1,1,1,8,4,2,1,r,2,Bfp8_b,1,1,1,8,4,2,1,r,2,0,127,4.802012920379639,1364761,6.729775064519157,6.729775064519157,6.725688038826143,6.722818134457242,6.722818134457242,6.722818134457242
74,add,LoFi,Bfp8_b,1,1,1,8,2,2,1,r,2,Bfp8_b,1,1,1,8,2,2,1,r,2,Bfp8_b,1,1,1,8,2,2,1,r,2,0,127,4.7751030921936035,686226,6.697557250335858,6.697557250335858,6.687225355651117,6.685144544217211,6.685144544217211,6.685144544217211
