input0_df,input1_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,m_k,u_kt,math_utilization,runtime,tile_runtime
Bfp8_b,Bfp8_b,LoFi,1,2,2,2,4,16,1,35.354766845703125,34032,1063
Bfp8_b,Bfp8_b,LoFi,1,2,2,2,4,32,1,35.294105529785156,68906,2153
Bfp8_b,Bfp8_b,LoFi,1,2,2,2,4,2,1,36.14813995361328,3540,110
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,4,1,35.422359466552734,7949,248
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,4,4,54.70122146606445,16379,511
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,4,55.703819274902344,7812,244
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,4,62.62787628173828,3270,102
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,8,4,53.971153259277344,33677,1052
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,32,1,35.01485824584961,69456,2170
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,8,1,35.18284225463867,16735,522
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,1,26.833284378051758,1908,59
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,16,1,35.09779739379883,34281,1071
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,1,35.858734130859375,3569,111
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,4,2,47.217716217041016,10301,321
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,4,8,58.72993469238281,29204,912
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,8,60.479461669921875,6772,211
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,8,2,46.71883010864258,21370,667
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,16,2,46.48099136352539,43510,1359
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,16,59.38444137573242,13794,431
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,1,2,53.80690002441406,1903,59
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,8,59.97843933105469,14085,440
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,2,46.15269088745117,4992,156
Bfp8_b,Bfp8_b,LoFi,1,2,2,4,2,2,16,58.345882415771484,28519,891
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,2,37.092098236083984,13113,409
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,4,50.026912689208984,17910,559
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,8,58.19685363769531,29472,921
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,4,1,26.63092613220215,10574,330
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,32,1,25.746610641479492,94459,2951
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,8,61.10254669189453,13825,432
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,16,65.10565948486328,25558,798
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,4,54.54013442993164,7979,249
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,2,41.930397033691406,5494,171
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,2,1,27.682924270629883,4623,144
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,8,2,35.23991775512695,28331,885
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,16,2,34.4446907043457,58714,1834
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,2,37.89993667602539,2701,84
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,8,1,26.096797943115234,22562,705
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,16,1,25.847143173217773,46550,1454
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,8,4,48.03507614135742,37839,1182
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,16,69.49011993408203,11788,368
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,8,69.52739715576172,5891,184
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,4,68.84992218017578,2974,92
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,2,1,1,19.352018356323242,2645,82
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,4,2,50.27548599243164,19349,302
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,4,4,59.82865524291992,29952,468
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,4,1,37.018836975097656,15213,237
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,2,57.617103576660156,3554,55
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,8,2,48.31024932861328,41332,645
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,8,68.29949951171875,24738,386
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,4,63.349578857421875,13739,214
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,2,54.12763977050781,8513,133
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,2,1,37.60303497314453,6807,106
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,8,75.41786193847656,10862,169
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,16,73.3909683227539,22324,348
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,4,75.52210235595703,5423,84
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,8,1,36.74802780151367,32045,500
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,16,1,36.62886047363281,65696,1026
Bfp8_b,Bfp8_b,LoFi,1,2,4,2,4,1,1,28.9100284576416,3542,55
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,1,36.582176208496094,15395,240
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,4,58.97187423706055,30387,474
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,4,63.308292388916016,13748,214
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,4,74.87015533447266,5470,85
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,8,4,57.09199142456055,63672,994
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,32,1,36.050174713134766,134923,2108
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,16,1,36.13106918334961,66601,1040
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,1,36.87938690185547,6941,108
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,8,1,36.28142166137695,32457,507
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,1,28.832191467285156,3551,55
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,2,49.82655334472656,19523,305
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,4,8,64.7596664428711,52971,827
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,8,2,47.8718147277832,41711,651
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,16,2,46.97150802612305,86111,1345
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,8,74.1474380493164,11048,172
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,16,71.03727722167969,23063,360
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,1,2,56.59095001220703,3618,56
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,8,67.66981506347656,24968,390
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,16,67.64276885986328,49199,768
Bfp8_b,Bfp8_b,LoFi,1,2,4,4,2,2,2,54.89043045043945,8394,131
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,4,2,38.16154098510742,25491,398
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,4,4,50.9051628112793,35202,550
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,4,1,27.66745376586914,20356,318
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,8,60.764015197753906,27805,434
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,4,55.31554412841797,15735,245
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,2,43.310367584228516,10639,166
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,2,1,28.699827194213867,8919,139
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,8,2,36.106014251708984,55303,864
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,2,39.10554122924805,5237,81
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,8,1,27.17875862121582,43327,676
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,16,1,26.947986602783203,89297,1395
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,16,67.61224365234375,24232,378
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,8,68.6673583984375,11929,186
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,4,69.4632797241211,5896,92
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,2,1,1,19.56234359741211,5234,81
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,4,2,50.595909118652344,38453,300
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,4,1,37.710384368896484,29869,233
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,2,2,54.770545959472656,16826,131
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,2,58.252410888671875,7031,54
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,8,1,37.42687225341797,62928,491
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,2,4,62.52040100097656,27843,217
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,2,1,38.15476608276367,13419,104
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,4,74.22054290771484,11037,86
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,8,72.77057647705078,22514,175
Bfp8_b,Bfp8_b,LoFi,1,2,8,2,4,1,1,29.133649826049805,7029,54
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,4,1,37.361289978027344,30148,235
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,4,4,60.74256134033203,59003,460
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,4,64.67474365234375,26916,210
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,4,76.8608169555664,10658,83
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,8,1,37.04061508178711,63584,496
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,16,1,36.89546203613281,130444,1019
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,1,37.75652313232422,13560,105
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,1,29.087617874145508,7040,55
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,4,2,51.059322357177734,38104,297
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,2,55.52669906616211,16597,129
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,8,2,49.05328369140625,81413,636
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,2,8,69.54373168945312,48591,379
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,16,74.8396987915039,43784,342
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,8,76.52814483642578,21409,167
Bfp8_b,Bfp8_b,LoFi,1,2,8,4,2,1,2,58.206878662109375,7036,54
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,2,36.12810516357422,13463,420
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,8,55.56081008911133,30870,964
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,4,48.805938720703125,18358,573
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,4,1,25.40932273864746,11082,346
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,32,1,24.574384689331055,98964,3092
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,8,4,47.13871383666992,38558,1204
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,8,2,34.586830139160156,28866,902
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,16,62.980716705322266,13007,406
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,8,61.62236404418945,6646,207
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,8,57.93083953857422,14582,455
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,16,60.212547302246094,27635,863
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,4,67.39595794677734,3038,94
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,2,37.535152435302734,2728,85
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,1,1,18.69972801208496,2738,85
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,4,52.5162353515625,8286,258
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,16,2,33.88662338256836,59681,1865
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,2,40.59235763549805,5675,177
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,16,1,24.685321807861328,48741,1523
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,8,1,24.897993087768555,23648,739
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,2,2,1,27.19864273071289,4706,147
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,2,49.95799255371094,19472,304
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,4,60.75657653808594,29494,460
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,8,67.13300323486328,51098,798
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,4,1,36.543434143066406,15411,240
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,2,54.51128005981445,8453,132
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,8,69.2747573852539,24389,381
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,8,2,48.066226959228516,41542,649
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,16,2,47.179718017578125,85731,1339
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,8,4,58.904117584228516,61713,964
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,8,76.73527526855469,10675,166
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,16,75.70672607421875,21641,338
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,16,71.65550994873047,46444,725
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,4,76.74712371826172,5337,83
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,2,55.4492301940918,3693,57
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,1,1,27.676259994506836,3699,57
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,4,64.73834228515625,13444,210
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,32,1,36.26750946044922,134114,2095
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,16,1,36.30281448364258,66286,1035
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,8,1,36.362449645996094,32385,506
Bfp8_b,Bfp8_b,LoFi,1,4,2,2,4,2,1,36.790775299072266,6958,108
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,1,27.732769012451172,3692,57
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,4,1,36.23390579223633,15543,242
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,4,4,54.18174743652344,33073,516
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,4,56.27820587158203,15466,241
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,4,60.387237548828125,6782,105
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,1,36.876277923583984,6942,108
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,8,1,36.009979248046875,32702,510
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,16,1,35.919639587402344,66993,1046
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,4,2,49.0660514831543,19826,309
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,16,54.05770492553711,30308,473
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,8,59.06388854980469,13869,216
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,8,56.528907775878906,29889,467
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,8,2,47.814266204833984,41761,652
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,1,2,55.103294372558594,3716,58
Bfp8_b,Bfp8_b,LoFi,1,4,2,4,2,2,2,51.87245178222656,8883,138
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,2,37.7224006652832,25788,402
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,4,50.42135238647461,35540,555
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,8,58.65478515625,58484,913
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,4,1,26.238691329956055,21464,335
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,32,1,25.321937561035156,192086,3001
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,8,4,48.37992477416992,75138,1174
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,16,69.5394058227539,23560,368
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,8,69.75899505615234,11743,183
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,4,69.66838073730469,5879,91
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,16,65.15153503417969,51080,798
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,8,61.542205810546875,27454,428
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,4,55.2914924621582,15742,245
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,2,43.04442596435547,10705,167
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,2,1,27.62816619873047,9265,144
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,2,39.181819915771484,5226,81
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,8,2,35.730796813964844,55884,873
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,16,2,34.8392333984375,116098,1814
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,1,1,19.59430694580078,5226,81
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,8,1,25.685813903808594,45846,716
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,2,16,1,25.449726104736328,94555,1477
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,4,2,50.525794982910156,38507,300
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,4,4,60.680389404296875,59063,461
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,4,1,37.48002243041992,30053,234
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,8,2,48.473594665527344,82387,643
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,2,54.74837875366211,16833,131
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,2,58.26710510253906,7029,54
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,16,77.0760269165039,42513,332
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,8,77.69100189208984,21088,164
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,4,76.93785095214844,10647,83
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,8,1,37.21458053588867,63287,494
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,8,70.2389907836914,48110,375
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,4,64.36205291748047,27046,211
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,2,1,38.165321350097656,13415,104
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,16,1,37.084205627441406,129780,1013
Bfp8_b,Bfp8_b,LoFi,1,4,4,2,4,1,1,29.153350830078125,7024,54
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,1,29.152341842651367,7025,54
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,4,1,37.150550842285156,30319,236
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,4,4,58.46504592895508,61301,478
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,4,62.09613037109375,28033,219
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,4,73.27800750732422,11179,87
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,2,55.43286895751953,16625,129
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,2,58.28122329711914,7027,54
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,4,2,50.870323181152344,38246,298
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,8,2,48.879066467285156,81703,638
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,16,1,36.72882843017578,131036,1023
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,8,1,36.8476676940918,63917,499
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,1,37.77667999267578,13553,105
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,2,8,64.5737075805664,52330,408
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,16,66.32852172851562,49402,385
Bfp8_b,Bfp8_b,LoFi,1,4,4,4,2,1,8,70.78107452392578,23147,180
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,4,2,38.35418701171875,50727,396
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,4,4,51.41022872924805,69713,544
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,4,1,27.826383590698242,40479,316
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,16,70.92558288574219,46200,360
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,8,2,36.3655891418457,109818,857
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,2,39.44432067871094,10384,81
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,8,70.73564147949219,23162,180
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,8,1,27.37965202331543,86020,672
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,8,62.53819274902344,54034,422
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,4,70.15289306640625,11677,91
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,4,56.095703125,31032,242
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,2,43.957061767578125,20965,163
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,2,1,29.10991668701172,17588,137
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,16,1,27.18488311767578,177039,1383
Bfp8_b,Bfp8_b,LoFi,1,4,8,2,2,1,1,19.73207664489746,10379,81
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,4,2,36.87913131713867,26378,412
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,4,4,49.52287673950195,36185,565
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,4,1,25.705322265625,21909,342
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,8,2,35.1768684387207,56764,886
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,8,62.621551513671875,13081,204
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,16,59.348995208740234,27606,431
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,8,56.72121810913086,29787,465
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,4,66.51957702636719,6157,96
