Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization-all-inputs,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
10,add,HiFi4,Int32,1,1,1,4,4,2,1,r,2,Int32,1,1,1,4,4,2,1,r,2,Int32,1,1,1,4,4,2,1,r,2,0,127,21.798357009887695,2405172,7.030909074907075,7.030909074907075,7.028705666263479,7.029970413758351,7.029970413758351,7.029970413758351
11,add,HiFi4,Int32,1,1,1,4,4,1,1,r,2,Int32,1,1,1,4,4,1,1,r,2,Int32,1,1,1,4,4,1,1,r,2,0,127,20.665618896484375,1268503,6.664910142338858,6.664910142338858,6.663438256658596,6.664662204188717,6.664662204188717,6.664662204188717
12,add,HiFi4,Int32,1,1,1,4,2,1,1,r,2,Int32,1,1,1,4,2,1,1,r,2,Int32,1,1,1,4,2,1,1,r,2,0,127,19.643552780151367,667252,6.334204767363361,6.334204767363361,6.332913559890194,6.335045829761469,6.335045829761469,6.335045829761469
13,add,HiFi4,Int32,1,1,1,2,2,1,2,r,2,Int32,1,1,1,2,2,1,2,r,2,Int32,1,1,1,2,2,1,2,r,2,0,127,21.52398109436035,608958,6.946145628897225,6.946145628897225,6.941569995018148,6.941483649118658,6.941483649118658,6.941483649118658
14,add,HiFi4,Int32,1,1,1,4,2,1,2,r,2,Int32,1,1,1,4,2,1,2,r,2,Int32,1,1,1,4,2,1,2,r,2,0,127,21.68226432800293,1209025,6.99472566362826,6.99472566362826,6.991746366217281,6.992530344699241,6.992530344699241,6.992530344699241
15,add,HiFi4,Int32,1,1,1,4,4,1,2,r,2,Int32,1,1,1,4,4,1,2,r,2,Int32,1,1,1,4,4,1,2,r,2,0,127,21.796056747436523,2405426,7.030042864500157,7.030042864500157,7.028767507824316,7.029228086833683,7.029228086833683,7.029228086833683
16,add,HiFi4,Int32,1,1,1,4,4,2,2,r,2,Int32,1,1,1,4,4,2,2,r,2,Int32,1,1,1,4,4,2,2,r,2,0,127,21.834165573120117,4802455,7.042266126273237,7.042266126273237,7.041609914553879,7.041518556654878,7.041518556654878,7.041518556654878
17,add,HiFi4,Int32,1,1,1,2,4,2,2,r,2,Int32,1,1,1,2,4,2,2,r,2,Int32,1,1,1,2,4,2,2,r,2,0,127,21.80030632019043,2404957,7.031778446185882,7.031778446185882,7.030543708435257,7.030598883888569,7.030598883888569,7.030598883888569
18,add,HiFi4,Int32,1,1,1,2,4,4,1,r,2,Int32,1,1,1,2,4,4,1,r,2,Int32,1,1,1,2,4,4,1,r,2,0,127,21.809219360351562,2403974,7.034482238093701,7.034482238093701,7.033255396565668,7.033473739732626,7.033473739732626,7.033473739732626
19,add,HiFi4,Int32,1,1,1,2,4,2,1,r,2,Int32,1,1,1,2,4,2,1,r,2,Int32,1,1,1,2,4,2,1,r,2,0,127,21.352447509765625,1227700,6.887750979612885,6.887750979612885,6.885184218432186,6.886164372403682,6.886164372403682,6.886164372403682
20,add,HiFi4,Int32,1,1,1,2,2,4,1,r,2,Int32,1,1,1,2,2,4,1,r,2,Int32,1,1,1,2,2,4,1,r,2,0,127,21.370290756225586,1226675,6.892918568675709,6.892918568675709,6.891429191128989,6.891918397293496,6.891918397293496,6.891918397293496
21,add,HiFi4,Int32,1,1,1,2,2,2,1,r,2,Int32,1,1,1,2,2,2,1,r,2,Int32,1,1,1,2,2,2,1,r,2,0,127,21.603376388549805,606720,6.971500949968334,6.971500949968334,6.967192771744818,6.9670886075949365,6.9670886075949365,6.9670886075949365
22,add,HiFi4,Int32,1,1,1,2,2,2,2,r,2,Int32,1,1,1,2,2,2,2,r,2,Int32,1,1,1,2,2,2,2,r,2,0,127,21.382335662841797,1225984,6.897169380799481,6.897169380799481,6.8958368957579745,6.895802881603675,6.895802881603675,6.895802881603675
23,add,HiFi4,Int32,1,1,1,4,2,4,1,r,2,Int32,1,1,1,4,2,4,1,r,2,Int32,1,1,1,4,2,4,1,r,2,0,127,21.796165466308594,2405414,7.030691029056588,7.030691029056588,7.02875278354446,7.029263153868731,7.029263153868731,7.029263153868731
