Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
10,multiply,LoFi,Bfp8_b,1,1,1,7,7,1,4,r,2,Bfp8_b,1,1,1,7,7,1,4,r,2,Bfp8_b,1,1,1,7,7,1,4,r,2,0,127,7.749180316925049,2590003,10.854024692588485,10.854024692588485,10.85405849869342,10.848852298626682,10.848852298626682,10.848852298626682
11,multiply,LoFi,Bfp8_b,1,1,1,7,4,1,4,r,2,Bfp8_b,1,1,1,7,4,1,4,r,2,Bfp8_b,1,1,1,7,4,1,4,r,2,0,127,7.741891384124756,1481395,10.84689631130575,10.84689631130575,10.843219652573302,10.838648706118219,10.838648706118219,10.838648706118219
12,multiply,LoFi,Bfp8_b,1,1,1,7,2,1,4,r,2,Bfp8_b,1,1,1,7,2,1,4,r,2,Bfp8_b,1,1,1,7,2,1,4,r,2,0,127,7.644959449768066,750089,10.71653538010319,10.71653538010319,10.706236559139786,10.702943250734247,10.702943250734247,10.702943250734247
13,multiply,LoFi,Bfp8_b,1,1,1,4,7,1,4,r,2,Bfp8_b,1,1,1,4,7,1,4,r,2,Bfp8_b,1,1,1,4,7,1,4,r,2,0,127,7.743407726287842,1481105,10.848957216064832,10.848957216064832,10.845367758836307,10.840770910907734,10.840770910907734,10.840770910907734
14,multiply,LoFi,Bfp8_b,1,1,1,2,7,1,4,r,2,Bfp8_b,1,1,1,2,7,1,4,r,2,Bfp8_b,1,1,1,2,7,1,4,r,2,0,127,7.697945594787598,744926,10.792036147598177,10.792036147598177,10.780745420635629,10.777124170722997,10.777124170722997,10.777124170722997
15,multiply,LoFi,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,0,127,7.368066310882568,222365,10.356825928470986,10.356825928470986,10.324406962659856,10.315292424617184,10.315292424617184,10.315292424617184
16,multiply,LoFi,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,0,127,7.685326099395752,426371,10.779866378993887,10.779866378993887,10.764162656229677,10.75945596675196,10.75945596675196,10.75945596675196
17,multiply,LoFi,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,0,127,7.572109222412109,432746,10.623671072501383,10.623671072501383,10.603155079715615,10.6009529839675,10.6009529839675,10.6009529839675
18,multiply,LoFi,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,0,127,7.653419494628906,856297,10.727630540072356,10.727630540072356,10.717993578641625,10.71478704234629,10.71478704234629,10.71478704234629
19,multiply,LoFi,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,0,127,9.446929931640625,693728,13.21416907022553,13.21416907022553,13.213133361298066,13.225702292541168,13.225702292541168,13.225702292541168
20,multiply,LoFi,Bfp8_b,1,1,1,2,7,1,8,r,2,Bfp8_b,1,1,1,2,7,1,8,r,2,Bfp8_b,1,1,1,2,7,1,8,r,2,0,127,9.40121841430664,1219927,13.14276144441942,13.14276144441942,13.162274526911357,13.16170557746488,13.16170557746488,13.16170557746488
21,multiply,LoFi,Bfp8_b,1,1,1,4,7,1,8,r,2,Bfp8_b,1,1,1,4,7,1,8,r,2,Bfp8_b,1,1,1,4,7,1,8,r,2,0,127,9.486135482788086,2418013,13.261306137364725,13.261306137364725,13.283515259356106,13.280590302864377,13.280590302864377,13.280590302864377
22,multiply,LoFi,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,0,127,9.484006881713867,1382032,13.265079816106024,13.265079816106024,13.273967619099,13.277608622665756,13.277608622665756,13.277608622665756
23,multiply,LoFi,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,0,127,9.455066680908203,693131,13.224477462767224,13.224477462767224,13.225361238715376,13.237093709558511,13.237093709558511,13.237093709558511
24,multiply,LoFi,Bfp8_b,1,1,1,7,4,1,8,r,2,Bfp8_b,1,1,1,7,4,1,8,r,2,Bfp8_b,1,1,1,7,4,1,8,r,2,0,127,9.47974967956543,2419642,13.2532800680181,13.2532800680181,13.272719319987752,13.27164927704181,13.27164927704181,13.27164927704181
25,multiply,LoFi,Bfp8_b,1,1,1,7,2,1,8,r,2,Bfp8_b,1,1,1,7,2,1,8,r,2,Bfp8_b,1,1,1,7,2,1,8,r,2,0,127,9.505937576293945,1206488,13.29245967842869,13.29245967842869,13.30490433609021,13.308313054087566,13.308313054087566,13.308313054087566
26,multiply,LoFi,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,0,127,9.477011680603027,345763,13.257062969651075,13.257062969651075,13.251235112419248,13.26781639446673,13.26781639446673,13.26781639446673
27,multiply,LoFi,Bfp8_b,1,1,1,7,7,2,2,r,2,Bfp8_b,1,1,1,7,7,2,2,r,2,Bfp8_b,1,1,1,7,7,2,2,r,2,0,127,7.751266002655029,2589306,10.857021576542106,10.857021576542106,10.855351740303632,10.851772637146787,10.851772637146787,10.851772637146787
28,multiply,LoFi,Bfp8_b,1,1,1,7,7,1,2,r,2,Bfp8_b,1,1,1,7,7,1,2,r,2,Bfp8_b,1,1,1,7,7,1,2,r,2,0,127,4.729032039642334,2122041,6.625297530779702,6.625297530779702,6.623285975683056,6.620644935701054,6.620644935701054,6.620644935701054
29,multiply,LoFi,Bfp8_b,1,1,1,7,2,1,2,r,2,Bfp8_b,1,1,1,7,2,1,2,r,2,Bfp8_b,1,1,1,7,2,1,2,r,2,0,127,4.6819376945495605,612396,6.5681891270109585,6.5681891270109585,6.556155120020807,6.554712963507273,6.554712963507273,6.554712963507273
30,multiply,LoFi,Bfp8_b,1,1,1,7,4,1,2,r,2,Bfp8_b,1,1,1,7,4,1,2,r,2,Bfp8_b,1,1,1,7,4,1,2,r,2,0,127,4.710501670837402,1217365,6.60220923495687,6.60220923495687,6.597380740191028,6.594702492678859,6.594702492678859,6.594702492678859
31,multiply,LoFi,Bfp8_b,1,1,1,2,7,1,2,r,2,Bfp8_b,1,1,1,2,7,1,2,r,2,Bfp8_b,1,1,1,2,7,1,2,r,2,0,127,4.68414831161499,612107,6.571429514277323,6.571429514277323,6.559048764019038,6.557807703555097,6.557807703555097,6.557807703555097
32,multiply,LoFi,Bfp8_b,1,1,1,4,7,1,2,r,2,Bfp8_b,1,1,1,4,7,1,2,r,2,Bfp8_b,1,1,1,4,7,1,2,r,2,0,127,4.714498519897461,1216333,6.607795689781751,6.607795689781751,6.602291320269282,6.600297780295363,6.600297780295363,6.600297780295363
33,multiply,LoFi,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,0,127,4.559723854064941,359320,6.403565539867531,6.403565539867531,6.387282912536345,6.383613492151842,6.383613492151842,6.383613492151842
34,multiply,LoFi,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,0,127,4.686331272125244,699225,6.5721208130827895,6.5721208130827895,6.561935503403018,6.560863813507813,6.560863813507813,6.560863813507813
35,multiply,LoFi,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,0,127,4.54478645324707,360501,6.382714976035091,6.382714976035091,6.371386097867563,6.362700796946472,6.362700796946472,6.362700796946472
36,multiply,LoFi,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,0,127,4.31564474105835,189821,6.080808836495968,6.080808836495968,6.046108805729861,6.041902634587322,6.041902634587322,6.041902634587322
37,multiply,LoFi,Bfp8_b,1,1,1,4,7,1,1,r,2,Bfp8_b,1,1,1,4,7,1,1,r,2,Bfp8_b,1,1,1,4,7,1,1,r,2,0,127,2.600615978240967,1102508,3.645667136252086,3.645667136252086,3.6420532638584704,3.6408624699321908,3.6408624699321908,3.6408624699321908
38,multiply,LoFi,Bfp8_b,1,1,1,2,7,1,1,r,2,Bfp8_b,1,1,1,2,7,1,1,r,2,Bfp8_b,1,1,1,2,7,1,1,r,2,0,127,2.5899322032928467,553528,3.635055976313431,3.635055976313431,3.6289615683901877,3.6259051032648757,3.6259051032648757,3.6259051032648757
39,multiply,LoFi,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,0,127,2.548848867416382,321400,3.5838306851644806,3.5838306851644806,3.568109270837906,3.568388301182327,3.568388301182327,3.568388301182327
40,multiply,LoFi,Bfp8_b,1,1,1,7,2,1,1,r,2,Bfp8_b,1,1,1,7,2,1,1,r,2,Bfp8_b,1,1,1,7,2,1,1,r,2,0,127,2.586259603500366,554314,3.6300001458299915,3.6300001458299915,3.6233489995287407,3.620763682678049,3.620763682678049,3.620763682678049
41,multiply,LoFi,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,0,127,2.530386447906494,323745,3.5579235023934817,3.5579235023934817,3.5416452690190074,3.5425411975474526,3.5425411975474526,3.5425411975474526
42,multiply,LoFi,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,0,127,2.5888864994049072,632859,3.63281125292912,3.63281125292912,3.625080439117941,3.6244408312120076,3.6244408312120076,3.6244408312120076
43,multiply,LoFi,Bfp8_b,1,1,1,7,4,1,1,r,2,Bfp8_b,1,1,1,7,4,1,1,r,2,Bfp8_b,1,1,1,7,4,1,1,r,2,0,127,2.597468614578247,1103844,3.6414305620065024,3.6414305620065024,3.638350157584616,3.6364558760114654,3.6364558760114654,3.6364558760114654
44,multiply,LoFi,Bfp8_b,1,1,1,7,7,1,1,r,2,Bfp8_b,1,1,1,7,7,1,1,r,2,Bfp8_b,1,1,1,7,7,1,1,r,2,0,127,2.604609251022339,1926431,3.6492800670192156,3.6492800670192156,3.647679587677641,3.646452948483491,3.646452948483491,3.646452948483491
45,multiply,LoFi,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,0,127,7.4072065353393555,442380,10.389567702424783,10.389567702424783,10.373561057211294,10.37008906370089,10.37008906370089,10.37008906370089
46,multiply,LoFi,Bfp8_b,1,1,1,2,7,4,1,r,2,Bfp8_b,1,1,1,2,7,4,1,r,2,Bfp8_b,1,1,1,2,7,4,1,r,2,0,127,7.633632659912109,751202,10.701691217171202,10.701691217171202,10.690172563271858,10.687085497642444,10.687085497642444,10.687085497642444
47,multiply,LoFi,Bfp8_b,1,1,1,4,7,4,1,r,2,Bfp8_b,1,1,1,4,7,4,1,r,2,Bfp8_b,1,1,1,4,7,4,1,r,2,0,127,7.739870071411133,1481782,10.844068458845529,10.844068458845529,10.83950123358005,10.835817954327965,10.835817954327965,10.835817954327965
48,multiply,LoFi,Bfp8_b,1,1,1,7,7,4,1,r,2,Bfp8_b,1,1,1,7,7,4,1,r,2,Bfp8_b,1,1,1,7,7,4,1,r,2,0,127,7.749449253082275,2589913,10.854514901721988,10.854514901721988,10.85371622160875,10.849229298435894,10.849229298435894,10.849229298435894
49,multiply,LoFi,Bfp8_b,1,1,1,7,4,4,1,r,2,Bfp8_b,1,1,1,7,4,4,1,r,2,Bfp8_b,1,1,1,7,4,4,1,r,2,0,127,7.741155624389648,1481536,10.845810773182576,10.845810773182576,10.844659011155155,10.837617175687935,10.837617175687935,10.837617175687935
50,multiply,LoFi,Bfp8_b,1,1,1,7,2,4,1,r,2,Bfp8_b,1,1,1,7,2,4,1,r,2,Bfp8_b,1,1,1,7,2,4,1,r,2,0,127,7.648150444030762,749776,10.72135309058067,10.72135309058067,10.712312628937381,10.70741128016901,10.70741128016901,10.70741128016901
51,multiply,LoFi,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,0,127,7.7237749099731445,848497,10.827279431004543,10.827279431004543,10.817475538951117,10.813285138309269,10.813285138309269,10.813285138309269
52,multiply,LoFi,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,0,127,7.6182684898376465,430124,10.68755488557971,10.68755488557971,10.667516628152788,10.665575508458026,10.665575508458026,10.665575508458026
53,multiply,LoFi,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,0,127,7.565116882324219,216573,10.619184934255346,10.619184934255346,10.607998508436655,10.591163256730987,10.591163256730987,10.591163256730987
54,multiply,LoFi,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,0,127,9.544073104858398,686667,13.344043717128601,13.344043717128601,13.350482126489458,13.361702251600848,13.361702251600848,13.361702251600848
55,multiply,LoFi,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,0,127,9.532349586486816,1375023,13.325194790747238,13.325194790747238,13.346019589416848,13.345289496975687,13.345289496975687,13.345289496975687
56,multiply,LoFi,Bfp8_b,1,1,1,4,7,4,2,r,2,Bfp8_b,1,1,1,4,7,4,2,r,2,Bfp8_b,1,1,1,4,7,4,2,r,2,0,127,9.474329948425293,2421026,13.246354023971001,13.246354023971001,13.262603356010883,13.264062426425822,13.264062426425822,13.264062426425822
57,multiply,LoFi,Bfp8_b,1,1,1,2,7,4,2,r,2,Bfp8_b,1,1,1,2,7,4,2,r,2,Bfp8_b,1,1,1,2,7,4,2,r,2,0,127,9.50634765625,1206436,13.291250868722567,13.291250868722567,13.305471061155014,13.308886671153711,13.308886671153711,13.308886671153711
58,multiply,LoFi,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,0,127,9.271844863891602,353414,12.969375078357402,12.969375078357402,12.977140152703095,12.980583678065951,12.980583678065951,12.980583678065951
59,multiply,LoFi,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,0,127,9.459953308105469,692773,13.227013832384053,13.227013832384053,13.231358664213229,13.243934160251627,13.243934160251627,13.243934160251627
60,multiply,LoFi,Bfp8_b,1,1,1,7,2,4,2,r,2,Bfp8_b,1,1,1,7,2,4,2,r,2,Bfp8_b,1,1,1,7,2,4,2,r,2,0,127,9.491321563720703,1208346,13.27674015279492,13.27674015279492,13.28976511032899,13.28784967219654,13.28784967219654,13.28784967219654
61,multiply,LoFi,Bfp8_b,1,1,1,7,4,4,2,r,2,Bfp8_b,1,1,1,7,4,4,2,r,2,Bfp8_b,1,1,1,7,4,4,2,r,2,0,127,9.489582061767578,2417135,13.265369763205829,13.265369763205829,13.287841879245796,13.285414343840952,13.285414343840952,13.285414343840952
62,multiply,LoFi,Bfp8_b,1,1,1,7,4,2,2,r,2,Bfp8_b,1,1,1,7,4,2,2,r,2,Bfp8_b,1,1,1,7,4,2,2,r,2,0,127,7.74147891998291,1481474,10.846563980639306,10.846563980639306,10.843013006813093,10.838070732257197,10.838070732257197,10.838070732257197
63,multiply,LoFi,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,0,127,7.6713995933532715,854290,10.752033864673589,10.752033864673589,10.743747617479645,10.739959498530943,10.739959498530943,10.739959498530943
64,multiply,LoFi,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,0,127,7.549708366394043,434030,10.592298169023262,10.592298169023262,10.579004127775091,10.569591963689145,10.569591963689145,10.569591963689145
65,multiply,LoFi,Bfp8_b,1,1,1,4,7,2,2,r,2,Bfp8_b,1,1,1,4,7,2,2,r,2,Bfp8_b,1,1,1,4,7,2,2,r,2,0,127,7.738992691040039,1481950,10.842894927057824,10.842894927057824,10.838837498537211,10.834589561051317,10.834589561051317,10.834589561051317
66,multiply,LoFi,Bfp8_b,1,1,1,2,7,2,2,r,2,Bfp8_b,1,1,1,2,7,2,2,r,2,Bfp8_b,1,1,1,2,7,2,2,r,2,0,127,7.716602325439453,743125,10.818654594991775,10.818654594991775,10.811092531868228,10.803243061396131,10.803243061396131,10.803243061396131
67,multiply,LoFi,Bfp8_b,1,1,1,4,7,2,1,r,2,Bfp8_b,1,1,1,4,7,2,1,r,2,Bfp8_b,1,1,1,4,7,2,1,r,2,0,127,4.71061372756958,1217336,6.601968463148298,6.601968463148298,6.5970638268973065,6.594859595050175,6.594859595050175,6.594859595050175
68,multiply,LoFi,Bfp8_b,1,1,1,4,7,8,1,r,2,Bfp8_b,1,1,1,4,7,8,1,r,2,Bfp8_b,1,1,1,4,7,8,1,r,2,0,127,9.477438926696777,2420232,13.251053246661426,13.251053246661426,13.26940824873477,13.268413937176271,13.268413937176271,13.268413937176271
69,multiply,LoFi,Bfp8_b,1,1,1,2,7,2,1,r,2,Bfp8_b,1,1,1,2,7,2,1,r,2,Bfp8_b,1,1,1,2,7,2,1,r,2,0,127,4.68167781829834,612430,6.56795083008046,6.56795083008046,6.555173157287485,6.554349068464967,6.554349068464967,6.554349068464967
70,multiply,LoFi,Bfp8_b,1,1,1,2,7,8,1,r,2,Bfp8_b,1,1,1,2,7,8,1,r,2,Bfp8_b,1,1,1,2,7,8,1,r,2,0,127,9.427996635437012,1216462,13.179784502157625,13.179784502157625,13.19988897128582,13.199195700317807,13.199195700317807,13.199195700317807
71,multiply,LoFi,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,0,127,9.495890617370605,2415529,13.273056600252282,13.273056600252282,13.296514677731738,13.294247347061452,13.294247347061452,13.294247347061452
72,multiply,LoFi,Bfp8_b,1,1,1,7,2,8,1,r,2,Bfp8_b,1,1,1,7,2,8,1,r,2,Bfp8_b,1,1,1,7,2,8,1,r,2,0,127,9.505733489990234,1206514,13.290042278853566,13.290042278853566,13.309995480031514,13.308026264096396,13.308026264096396,13.308026264096396
73,multiply,LoFi,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,0,127,9.51719856262207,688606,13.305757220093925,13.305757220093925,13.320632189206076,13.324077919739299,13.324077919739299,13.324077919739299
74,multiply,LoFi,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,0,127,9.400317192077637,348584,13.168769999016323,13.168769999016323,13.144241626165579,13.160443393844812,13.160443393844812,13.160443393844812
75,multiply,LoFi,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,0,127,9.533549308776855,687425,13.333274747164063,13.333274747164063,13.331673591208444,13.346968760228389,13.346968760228389,13.346968760228389
76,multiply,LoFi,Bfp8_b,1,1,1,7,2,2,2,r,2,Bfp8_b,1,1,1,7,2,2,2,r,2,Bfp8_b,1,1,1,7,2,2,2,r,2,0,127,7.719583988189697,742838,10.821961730548717,10.821961730548717,10.812178469139825,10.807416960360133,10.807416960360133,10.807416960360133
77,multiply,LoFi,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,0,127,7.293901443481445,224626,10.251993333033019,10.251993333033019,10.211879997487234,10.211462608958891,10.211462608958891,10.211462608958891
78,multiply,LoFi,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,0,127,4.534170627593994,361345,6.3677137572991835,6.3677137572991835,6.351683621495654,6.347839322531099,6.347839322531099,6.347839322531099
79,multiply,LoFi,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,0,127,4.685205459594727,699393,6.5706028576625375,6.5706028576625375,6.560327693533904,6.559287839598052,6.559287839598052,6.559287839598052
80,multiply,LoFi,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,0,127,4.717531204223633,1215551,6.61167342046592,6.61167342046592,6.606962599109333,6.604543947559584,6.604543947559584,6.604543947559584
81,multiply,LoFi,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,0,127,7.5870819091796875,431892,10.644714686623011,10.644714686623011,10.62503501465947,10.621914737943746,10.621914737943746,10.621914737943746
82,multiply,LoFi,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,0,127,4.729186058044434,2121972,6.625256594947617,6.625256594947617,6.623685671058534,6.620860218702226,6.620860218702226,6.620860218702226
83,multiply,LoFi,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,0,127,4.640491962432861,353066,6.518211318312134,6.518211318312134,6.501341210145776,6.496689004322138,6.496689004322138,6.496689004322138
84,multiply,LoFi,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,0,127,4.544748306274414,180252,6.406413619934468,6.406413619934468,6.369121581533846,6.362647848567561,6.362647848567561,6.362647848567561
85,multiply,LoFi,Bfp8_b,1,1,1,7,2,2,1,r,2,Bfp8_b,1,1,1,7,2,2,1,r,2,Bfp8_b,1,1,1,7,2,2,1,r,2,0,127,4.679125785827637,612764,6.563577904088887,6.563577904088887,6.554633742526155,6.550776481647095,6.550776481647095,6.550776481647095
