Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization-all-inputs,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
10,maximum,HiFi4,Int8,1,1,1,4,4,1,4,r,2,Int8,1,1,1,4,4,1,4,r,2,Int8,1,1,1,4,4,1,4,r,2,0,127,59.31795120239258,2872547,3.0121885439408396,3.0121885439408396,3.011649518647265,3.011526704349833,3.011526704349833,3.011526704349833
11,maximum,HiFi4,Int8,1,1,1,4,2,1,4,r,2,Int8,1,1,1,4,2,1,4,r,2,Int8,1,1,1,4,2,1,4,r,2,0,127,58.456153869628906,1457448,2.9687031555558936,2.9687031555558936,2.9677239113026475,2.9677738073673985,2.9677738073673985,2.9677738073673985
12,maximum,HiFi4,Int8,1,1,1,2,2,1,4,r,2,Int8,1,1,1,2,2,1,4,r,2,Int8,1,1,1,2,2,1,4,r,2,0,127,56.32697296142578,756270,2.860972078152374,2.860972078152374,2.8591537097317916,2.85967709944861,2.85967709944861,2.85967709944861
13,maximum,HiFi4,Int8,1,1,1,2,4,1,4,r,2,Int8,1,1,1,2,4,1,4,r,2,Int8,1,1,1,2,4,1,4,r,2,0,127,58.32257080078125,1460786,2.9619130899295545,2.9619130899295545,2.9609383193045398,2.960992232948563,2.960992232948563,2.960992232948563
14,maximum,HiFi4,Int8,1,1,1,2,4,1,2,r,2,Int8,1,1,1,2,4,1,2,r,2,Int8,1,1,1,2,4,1,2,r,2,0,127,58.92147445678711,722969,2.9934043859159645,2.9934043859159645,2.9914847344207445,2.991397971420628,2.991397971420628,2.991397971420628
15,maximum,HiFi4,Int8,1,1,1,2,4,1,1,r,2,Int8,1,1,1,2,4,1,1,r,2,Int8,1,1,1,2,4,1,1,r,2,0,127,48.64596939086914,437841,2.471176790337292,2.471176790337292,2.4683398402900636,2.469718459440756,2.469718459440756,2.469718459440756
16,maximum,HiFi4,Int8,1,1,1,4,2,1,2,r,2,Int8,1,1,1,4,2,1,2,r,2,Int8,1,1,1,4,2,1,2,r,2,0,127,57.613521575927734,739382,2.9263925919359566,2.9263925919359566,2.924557900547215,2.924994116708278,2.924994116708278,2.924994116708278
17,maximum,HiFi4,Int8,1,1,1,2,2,1,2,r,2,Int8,1,1,1,2,2,1,2,r,2,Int8,1,1,1,2,2,1,2,r,2,0,127,54.16349792480469,393239,2.751862111418898,2.751862111418898,2.7488092889552744,2.7498391563400375,2.7498391563400375,2.7498391563400375
18,maximum,HiFi4,Int8,1,1,1,2,4,2,2,r,2,Int8,1,1,1,2,4,2,2,r,2,Int8,1,1,1,2,4,2,2,r,2,0,127,58.4357795715332,1457956,2.9676849191448755,2.9676849191448755,2.9667124989371474,2.9667397370016655,2.9667397370016655,2.9667397370016655
19,maximum,HiFi4,Int8,1,1,1,4,4,2,2,r,2,Int8,1,1,1,4,4,2,2,r,2,Int8,1,1,1,4,4,2,2,r,2,0,127,59.318756103515625,2872508,3.012246685645941,3.012246685645941,3.0116685397851417,3.011567591804792,3.011567591804792,3.011567591804792
20,maximum,HiFi4,Int8,1,1,1,4,2,2,2,r,2,Int8,1,1,1,4,2,2,2,r,2,Int8,1,1,1,4,2,2,2,r,2,0,127,59.089107513427734,1441836,3.0010573249120296,3.0010573249120296,3.000104860053772,2.9999084500595075,2.9999084500595075,2.9999084500595075
21,maximum,HiFi4,Int8,1,1,1,2,2,2,2,r,2,Int8,1,1,1,2,2,2,2,r,2,Int8,1,1,1,2,2,2,2,r,2,0,127,57.86285400390625,736196,2.939670631816457,2.939670631816457,2.9378795927643937,2.9376524729827382,2.9376524729827382,2.9376524729827382
22,maximum,HiFi4,Int8,1,1,1,2,4,4,1,r,2,Int8,1,1,1,2,4,4,1,r,2,Int8,1,1,1,2,4,4,1,r,2,0,127,58.391929626464844,1459051,2.9654210276470088,2.9654210276470088,2.9644070887418974,2.9645132349725953,2.9645132349725953,2.9645132349725953
23,maximum,HiFi4,Int8,1,1,1,2,2,4,1,r,2,Int8,1,1,1,2,2,4,1,r,2,Int8,1,1,1,2,2,4,1,r,2,0,127,56.479244232177734,754231,2.8687288935472743,2.8687288935472743,2.866935128303107,2.867407995693627,2.867407995693627,2.867407995693627
