Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
0,subtract,LoFi,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,0,127,9.515174865722656,1377505,13.304930726626859,13.304930726626859,13.317923404852957,13.321243843035052,13.321243843035052,13.321243843035052
1,subtract,LoFi,Bfp8_b,1,1,1,2,2,1,1,r,2,Bfp8_b,1,1,1,2,2,1,1,r,2,Bfp8_b,1,1,1,2,2,1,1,r,2,0,127,2.4415831565856934,167760,3.4474066892874453,3.4474066892874453,3.421266258170426,3.4182164997615643,3.4182164997615643,3.4182164997615643
2,subtract,LoFi,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,0,127,2.540919303894043,322403,3.5732408872811314,3.5732408872811314,3.557745518895208,3.5572869979497708,3.5572869979497708,3.5572869979497708
3,subtract,LoFi,Bfp8_b,1,1,1,8,2,1,1,r,2,Bfp8_b,1,1,1,8,2,1,1,r,2,Bfp8_b,1,1,1,8,2,1,1,r,2,0,127,2.5401511192321777,645001,3.564136254794147,3.564136254794147,3.556150025079183,3.556211540757301,3.556211540757301,3.556211540757301
4,subtract,LoFi,Bfp8_b,1,1,1,8,4,1,1,r,2,Bfp8_b,1,1,1,8,4,1,1,r,2,Bfp8_b,1,1,1,8,4,1,1,r,2,0,127,2.567371129989624,1276325,3.5985159031273395,3.5985159031273395,3.595454495187029,3.594319628621237,3.594319628621237,3.594319628621237
5,subtract,LoFi,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,0,127,2.5571112632751465,640723,3.5882663639445327,3.5882663639445327,3.5818903511947293,3.579955768717527,3.579955768717527,3.579955768717527
6,subtract,LoFi,Bfp8_b,1,1,1,4,8,1,1,r,2,Bfp8_b,1,1,1,4,8,1,1,r,2,Bfp8_b,1,1,1,4,8,1,1,r,2,0,127,2.567065477371216,1276477,3.598205829945944,3.598205829945944,3.5949433472286505,3.5938916251526662,3.5938916251526662,3.5938916251526662
7,subtract,LoFi,Bfp8_b,1,1,1,2,8,1,1,r,2,Bfp8_b,1,1,1,2,8,1,1,r,2,Bfp8_b,1,1,1,2,8,1,1,r,2,0,127,2.5588724613189697,640282,3.5905704612219527,3.5905704612219527,3.5832156425601327,3.582421495528533,3.582421495528533,3.582421495528533
8,subtract,LoFi,Bfp8_b,1,1,1,8,8,1,1,r,2,Bfp8_b,1,1,1,8,8,1,1,r,2,Bfp8_b,1,1,1,8,8,1,1,r,2,0,127,2.571519613265991,2548532,3.6023279069058836,3.6023279069058836,3.6016324011449754,3.6001274459178854,3.6001274459178854,3.6001274459178854
9,subtract,LoFi,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,0,127,2.5179038047790527,325350,3.5404441734130665,3.5404441734130665,3.5284231676801,3.5250653142769326,3.5250653142769326,3.5250653142769326
10,subtract,LoFi,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,0,127,9.535505294799805,343642,13.35238156702035,13.35238156702035,13.332317912607424,13.349706962478393,13.349706962478393,13.349706962478393
11,subtract,LoFi,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,0,127,9.562859535217285,685318,13.372702139724007,13.372702139724007,13.373487958019808,13.388003817206027,13.388003817206027,13.388003817206027
12,subtract,LoFi,Bfp8_b,1,1,1,2,8,8,1,r,2,Bfp8_b,1,1,1,2,8,8,1,r,2,Bfp8_b,1,1,1,2,8,8,1,r,2,0,127,9.536975860595703,1374356,13.334602826771272,13.334602826771272,13.349640279329773,13.351766209046273,13.351766209046273,13.351766209046273
13,subtract,LoFi,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,0,127,9.575966835021973,684380,13.390720566733252,13.390720566733252,13.393281702408135,13.406353195593091,13.406353195593091,13.406353195593091
14,subtract,LoFi,Bfp8_b,1,1,1,8,2,8,1,r,2,Bfp8_b,1,1,1,8,2,8,1,r,2,Bfp8_b,1,1,1,8,2,8,1,r,2,0,127,9.522647857666016,1376424,13.311856998611544,13.311856998611544,13.328950556863962,13.331705927824565,13.331705927824565,13.331705927824565
15,subtract,LoFi,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,0,127,9.524494171142578,1376157,13.3165596859037,13.3165596859037,13.331966456851127,13.334292526216123,13.334292526216123,13.334292526216123
16,subtract,LoFi,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,0,127,9.596383094787598,682924,13.415446827386294,13.415446827386294,13.419303102400137,13.434935659019159,13.434935659019159,13.434935659019159
17,subtract,LoFi,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,0,127,8.047309875488281,407192,11.291465314506286,11.291465314506286,11.277309508589891,11.266233128352226,11.266233128352226,11.266233128352226
18,subtract,LoFi,Bfp8_b,1,1,1,8,2,2,4,r,2,Bfp8_b,1,1,1,8,2,2,4,r,2,Bfp8_b,1,1,1,8,2,2,4,r,2,0,127,9.531891822814941,1375089,13.324219613330426,13.324219613330426,13.342439973852608,13.34464896453975,13.34464896453975,13.34464896453975
19,subtract,LoFi,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,0,127,9.576386451721191,342175,13.427141133540418,13.427141133540418,13.389893332235081,13.406940892818003,13.406940892818003,13.406940892818003
20,subtract,LoFi,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,0,127,9.569073677062988,684873,13.37810650626702,13.37810650626702,13.384203941148883,13.396702746348593,13.396702746348593,13.396702746348593
21,subtract,LoFi,Bfp8_b,1,1,1,2,8,2,4,r,2,Bfp8_b,1,1,1,2,8,2,4,r,2,Bfp8_b,1,1,1,2,8,2,4,r,2,0,127,9.538093566894531,1374195,13.337210929253164,13.337210929253164,13.351794053457866,13.353330495308162,13.353330495308162,13.353330495308162
22,subtract,LoFi,Bfp8_b,1,1,1,2,8,4,2,r,2,Bfp8_b,1,1,1,2,8,4,2,r,2,Bfp8_b,1,1,1,2,8,4,2,r,2,0,127,9.5166597366333,1377290,13.304114057477404,13.304114057477404,13.322688872709179,13.32332333785913,13.32332333785913,13.32332333785913
23,subtract,LoFi,Bfp8_b,1,1,1,2,8,2,2,r,2,Bfp8_b,1,1,1,2,8,2,2,r,2,Bfp8_b,1,1,1,2,8,2,2,r,2,0,127,8.09370231628418,809716,11.344683799539899,11.344683799539899,11.338466558887198,11.331182785075262,11.331182785075262,11.331182785075262
24,subtract,LoFi,Bfp8_b,1,1,1,2,8,1,2,r,2,Bfp8_b,1,1,1,2,8,1,2,r,2,Bfp8_b,1,1,1,2,8,1,2,r,2,0,127,4.786171913146973,684639,6.712738877926338,6.712738877926338,6.703169502558046,6.700640775649649,6.700640775649649,6.700640775649649
25,subtract,LoFi,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,0,127,8.0455904006958,407279,11.277197746383957,11.277197746383957,11.270300719299765,11.263826516957662,11.263826516957662,11.263826516957662
26,subtract,LoFi,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,0,127,7.523361682891846,217775,10.569276353064655,10.569276353064655,10.542885599796168,10.532705774308345,10.532705774308345,10.532705774308345
