Test-ID,Unary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
1475,nop,HiFi4,Float16_b,1,1,1,4,4,2,4,r,2,Float16_b,1,1,1,4,4,2,4,r,2,0,127,5.406383991241455,2424393,14.045979866828453,N/A,14.051519289604633,14.056598909500234,N/A,14.056598909500234
1103,nop,HiFi4,Float16_b,1,1,1,4,4,4,1,r,2,Float16_b,1,1,1,4,4,4,1,r,2,0,127,5.428828239440918,1207185,14.074119089698966,N/A,14.101941929784903,14.114953383284252,N/A,14.114953383284252
1513,nop,HiFi4,Float16_b,1,1,1,4,4,4,2,r,2,Float16_b,1,1,1,4,4,4,2,r,2,0,127,5.408204555511475,2423577,14.037996545768566,N/A,14.055006287086014,14.061331659773963,N/A,14.061331659773963
681,nop,HiFi4,Float16_b,1,1,1,4,4,8,1,r,2,Float16_b,1,1,1,4,4,8,1,r,2,0,127,5.413086891174316,2421391,14.057887139369507,N/A,14.065898957594072,14.074026045359878,N/A,14.074026045359878
905,nop,HiFi4,Float16_b,1,1,1,4,8,1,1,r,2,Float16_b,1,1,1,4,8,1,1,r,2,0,127,3.080396890640259,1063759,8.019094527778515,N/A,8.01422117722905,8.00903212099733,N/A,8.00903212099733
756,nop,HiFi4,Float16_b,1,1,1,4,8,1,2,r,2,Float16_b,1,1,1,4,8,1,2,r,2,0,127,5.338868618011475,1227526,13.883428811688653,N/A,13.881889834899328,13.881058323815544,N/A,13.881058323815544
743,nop,HiFi4,Float16_b,1,1,1,4,8,1,4,r,2,Float16_b,1,1,1,4,8,1,4,r,2,0,127,5.37811803817749,2437135,13.939910652592278,N/A,13.977869376655901,13.983107214003327,N/A,13.983107214003327
875,nop,HiFi4,Float16_b,1,1,1,4,8,2,1,r,2,Float16_b,1,1,1,4,8,2,1,r,2,0,127,5.367711544036865,1220930,13.959950555425733,N/A,13.958152556660329,13.956049896390457,N/A,13.956049896390457
769,nop,HiFi4,Float16_b,1,1,1,4,8,2,2,r,2,Float16_b,1,1,1,4,8,2,2,r,2,0,127,5.372836112976074,2439531,13.965012795160142,N/A,13.967597220730509,13.969373621405097,N/A,13.969373621405097
830,nop,HiFi4,Float16_b,1,1,1,4,8,4,1,r,2,Float16_b,1,1,1,4,8,4,1,r,2,0,127,5.390333652496338,2431612,13.97138328449286,N/A,14.009246833442232,14.014867503532637,N/A,14.014867503532637
1176,nop,HiFi4,Float16_b,1,1,1,8,2,1,1,r,2,Float16_b,1,1,1,8,2,1,1,r,2,0,127,3.0645322799682617,534633,7.986093265815131,N/A,7.974761883198237,7.967783507565002,N/A,7.967783507565002
1799,nop,HiFi4,Float16_b,1,1,1,8,2,1,2,r,2,Float16_b,1,1,1,8,2,1,2,r,2,0,127,5.349466800689697,612547,13.9215673357532,N/A,13.913455682659864,13.908614359387933,N/A,13.908614359387933
1592,nop,HiFi4,Float16_b,1,1,1,8,2,1,4,r,2,Float16_b,1,1,1,8,2,1,4,r,2,0,127,5.432351589202881,1206402,14.082876711187673,N/A,14.110946219578764,14.124114515725273,N/A,14.124114515725273
1466,nop,HiFi4,Float16_b,1,1,1,8,2,1,8,r,2,Float16_b,1,1,1,8,2,1,8,r,2,0,127,5.406651496887207,2424273,14.04288809581855,N/A,14.050211381789502,14.057294702370566,N/A,14.057294702370566
1051,nop,HiFi4,Float16_b,1,1,1,8,2,2,1,r,2,Float16_b,1,1,1,8,2,2,1,r,2,0,127,5.348349571228027,612675,13.918541545919174,N/A,13.911051501263053,13.905708573060759,N/A,13.905708573060759
1792,nop,HiFi4,Float16_b,1,1,1,8,2,2,2,r,2,Float16_b,1,1,1,8,2,2,2,r,2,0,127,5.416131019592285,1210015,14.043605498741941,N/A,14.069363825121606,14.08194113296116,N/A,14.08194113296116
1779,nop,HiFi4,Float16_b,1,1,1,8,2,2,4,r,2,Float16_b,1,1,1,8,2,2,4,r,2,0,127,5.404057025909424,2425437,14.029469267716248,N/A,14.047969820476707,14.050548416635847,N/A,14.050548416635847
1161,nop,HiFi4,Float16_b,1,1,1,8,2,4,1,r,2,Float16_b,1,1,1,8,2,4,1,r,2,0,127,5.40835428237915,1211755,14.021289565458986,N/A,14.049592545993356,14.061720397275026,N/A,14.061720397275026
1511,nop,HiFi4,Float16_b,1,1,1,8,2,4,2,r,2,Float16_b,1,1,1,8,2,4,2,r,2,0,127,5.409626483917236,2422940,14.052220054675375,N/A,14.059173093523025,14.065028436527525,N/A,14.065028436527525
552,nop,HiFi4,Float16_b,1,1,1,8,2,8,1,r,2,Float16_b,1,1,1,8,2,8,1,r,2,0,127,5.408963203430176,2423237,14.045629786680768,N/A,14.056659857107343,14.063304579783157,N/A,14.063304579783157
1245,nop,HiFi4,Float16_b,1,1,1,8,4,1,1,r,2,Float16_b,1,1,1,8,4,1,1,r,2,0,127,3.081561326980591,1063357,8.021910237114165,N/A,8.017459280174593,8.0120599196695,N/A,8.0120599196695
1609,nop,HiFi4,Float16_b,1,1,1,8,4,1,2,r,2,Float16_b,1,1,1,8,4,1,2,r,2,0,127,5.329282760620117,1229734,13.858403002802627,N/A,13.857278451442838,13.856134741334305,N/A,13.856134741334305
1375,nop,HiFi4,Float16_b,1,1,1,8,4,1,4,r,2,Float16_b,1,1,1,8,4,1,4,r,2,0,127,5.375845909118652,2438165,13.933729597505053,N/A,13.973126949006993,13.97720006644341,N/A,13.97720006644341
1037,nop,HiFi4,Float16_b,1,1,1,8,4,2,1,r,2,Float16_b,1,1,1,8,4,2,1,r,2,0,127,5.370016098022461,1220406,13.966270275628766,N/A,13.964193824157398,13.962042140074697,N/A,13.962042140074697
1627,nop,HiFi4,Float16_b,1,1,1,8,4,2,2,r,2,Float16_b,1,1,1,8,4,2,2,r,2,0,127,5.3712615966796875,2440246,13.923659796764891,N/A,13.959622040300344,13.965280549583936,N/A,13.965280549583936
1147,nop,HiFi4,Float16_b,1,1,1,8,4,4,1,r,2,Float16_b,1,1,1,8,4,4,1,r,2,0,127,5.376585006713867,2437830,13.935239888213037,N/A,13.973837241739572,13.979120775443734,N/A,13.979120775443734
890,nop,HiFi4,Float16_b,1,1,1,8,8,1,1,r,2,Float16_b,1,1,1,8,8,1,1,r,2,0,127,3.0876824855804443,2122498,8.033288303335246,N/A,8.032253987801182,8.02797458466392,N/A,8.02797458466392
727,nop,HiFi4,Float16_b,1,1,1,8,8,1,2,r,2,Float16_b,1,1,1,8,8,1,2,r,2,0,127,5.352536201477051,2448783,13.913215227125528,N/A,13.916570905510904,13.916594487955853,N/A,13.916594487955853
800,nop,HiFi4,Float16_b,1,1,1,8,8,2,1,r,2,Float16_b,1,1,1,8,8,2,1,r,2,0,127,5.361140251159668,2444853,13.937704144977765,N/A,13.939232536836698,13.938964837558741,N/A,13.938964837558741
