input0_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,runtime
Bfp8_b,LoFi,1,4,8,2,1,89006
Bfp8_b,LoFi,1,4,8,2,2,181407
Bfp8_b,LoFi,1,4,8,4,1,181433
Bfp8_b,LoFi,1,8,2,1,1,23050
Bfp8_b,LoFi,1,8,2,1,2,44671
Bfp8_b,LoFi,1,8,2,1,4,90918
Bfp8_b,LoFi,1,8,2,1,8,180893
Bfp8_b,LoFi,1,8,2,2,1,44719
Bfp8_b,LoFi,1,8,2,2,2,91015
Bfp8_b,LoFi,1,8,2,2,4,180924
Bfp8_b,LoFi,1,8,2,4,1,90930
Bfp8_b,LoFi,1,8,2,4,2,180965
Bfp8_b,LoFi,1,8,2,8,1,180871
Bfp8_b,LoFi,1,8,4,1,1,45911
Bfp8_b,LoFi,1,8,4,1,2,89162
Bfp8_b,LoFi,1,8,4,1,4,181456
Bfp8_b,LoFi,1,8,4,2,1,89136
Bfp8_b,LoFi,1,8,4,2,2,181440
Bfp8_b,LoFi,1,8,4,4,1,181474
Bfp8_b,LoFi,1,8,8,1,1,91624
Bfp8_b,LoFi,1,8,8,1,2,177781
Bfp8_b,LoFi,1,8,8,2,1,177735
Bfp8_b,LoFi,1,2,2,1,1,5934
Bfp8_b,LoFi,1,2,2,1,2,11382
Bfp8_b,LoFi,1,2,2,1,4,22993
Bfp8_b,LoFi,1,2,2,1,8,45654
Bfp8_b,LoFi,1,2,2,2,1,11367
Bfp8_b,LoFi,1,2,2,2,2,23023
Bfp8_b,LoFi,1,2,2,2,4,45627
Bfp8_b,LoFi,1,2,2,4,1,23005
Bfp8_b,LoFi,1,2,2,4,2,45662
Bfp8_b,LoFi,1,2,2,8,1,45622
Bfp8_b,LoFi,1,2,4,1,1,11627
Bfp8_b,LoFi,1,2,4,1,2,22464
Bfp8_b,LoFi,1,2,4,1,4,45627
Bfp8_b,LoFi,1,2,4,1,8,90743
Bfp8_b,LoFi,1,2,4,2,1,22493
Bfp8_b,LoFi,1,2,4,2,2,45685
Bfp8_b,LoFi,1,2,4,2,4,90719
Bfp8_b,LoFi,1,2,4,4,1,45663
Bfp8_b,LoFi,1,2,4,4,2,90675
Bfp8_b,LoFi,1,2,4,8,1,90724
Bfp8_b,LoFi,1,2,8,1,1,23061
Bfp8_b,LoFi,1,2,8,1,2,44707
Bfp8_b,LoFi,1,2,8,1,4,90945
Bfp8_b,LoFi,1,2,8,1,8,180845
Bfp8_b,LoFi,1,2,8,2,1,44608
Bfp8_b,LoFi,1,2,8,2,2,90937
Bfp8_b,LoFi,1,2,8,2,4,180862
Bfp8_b,LoFi,1,2,8,4,1,90902
Bfp8_b,LoFi,1,2,8,4,2,180837
Bfp8_b,LoFi,1,2,8,8,1,180888
Bfp8_b,LoFi,1,4,2,1,1,11618
Bfp8_b,LoFi,1,4,2,1,2,22494
Bfp8_b,LoFi,1,4,2,1,4,45626
Bfp8_b,LoFi,1,4,2,1,8,90739
Bfp8_b,LoFi,1,4,2,2,1,22474
Bfp8_b,LoFi,1,4,2,2,2,45629
Bfp8_b,LoFi,1,4,2,2,4,90692
Bfp8_b,LoFi,1,4,2,4,1,45652
Bfp8_b,LoFi,1,4,2,4,2,90704
Bfp8_b,LoFi,1,4,2,8,1,90716
Bfp8_b,LoFi,1,4,4,1,1,23044
Bfp8_b,LoFi,1,4,4,1,2,44676
Bfp8_b,LoFi,1,4,4,1,4,90934
Bfp8_b,LoFi,1,4,4,1,8,180887
Bfp8_b,LoFi,1,4,4,2,1,44657
Bfp8_b,LoFi,1,4,4,2,2,90954
Bfp8_b,LoFi,1,4,4,2,4,180836
Bfp8_b,LoFi,1,4,4,4,1,90900
Bfp8_b,LoFi,1,4,4,4,2,180893
Bfp8_b,LoFi,1,4,4,8,1,180850
Bfp8_b,LoFi,1,4,8,1,1,45894
Bfp8_b,LoFi,1,4,8,1,2,89069
Bfp8_b,LoFi,1,4,8,1,4,181405
Bfp8_b,LoFi,1,4,8,2,1,89077
Bfp8_b,LoFi,1,4,8,2,2,181474
Bfp8_b,LoFi,1,4,8,4,1,181431
Bfp8_b,LoFi,1,8,2,1,1,23059
Bfp8_b,LoFi,1,8,2,1,2,44627
Bfp8_b,LoFi,1,8,2,1,4,90932
Bfp8_b,LoFi,1,8,2,1,8,180848
Bfp8_b,LoFi,1,8,2,2,1,44677
Bfp8_b,LoFi,1,8,2,2,2,90950
Bfp8_b,LoFi,1,8,2,2,4,180836
Bfp8_b,LoFi,1,8,2,4,1,90897
Bfp8_b,LoFi,1,8,2,4,2,180897
Bfp8_b,LoFi,1,8,2,8,1,180894
Bfp8_b,LoFi,1,8,4,1,1,45920
Bfp8_b,LoFi,1,8,4,1,2,89066
Bfp8_b,LoFi,1,8,4,1,4,181462
Bfp8_b,LoFi,1,8,4,2,1,89075
Bfp8_b,LoFi,1,8,4,2,2,181371
Bfp8_b,LoFi,1,8,4,4,1,181403
Bfp8_b,LoFi,1,8,8,1,1,91578
Bfp8_b,LoFi,1,8,8,1,2,177800
Bfp8_b,LoFi,1,8,8,2,1,177767
Bfp8_b,LoFi,1,2,2,1,1,5901
Bfp8_b,LoFi,1,2,2,1,2,11359
Bfp8_b,LoFi,1,2,2,1,4,23018
Bfp8_b,LoFi,1,2,2,1,8,45644
Bfp8_b,LoFi,1,2,2,2,1,11363
Bfp8_b,LoFi,1,2,2,2,2,23018
Bfp8_b,LoFi,1,2,2,2,4,45647
Bfp8_b,LoFi,1,2,2,4,1,23030
Bfp8_b,LoFi,1,2,2,4,2,45647
Bfp8_b,LoFi,1,2,2,8,1,45622
Bfp8_b,LoFi,1,2,4,1,1,11625
Bfp8_b,LoFi,1,2,4,1,2,22456
Bfp8_b,LoFi,1,2,4,1,4,45634
Bfp8_b,LoFi,1,2,4,1,8,90709
Bfp8_b,LoFi,1,2,4,2,1,22453
Bfp8_b,LoFi,1,2,4,2,2,45642
Bfp8_b,LoFi,1,2,4,2,4,90715
Bfp8_b,LoFi,1,2,4,4,1,45629
Bfp8_b,LoFi,1,2,4,4,2,90697
Bfp8_b,LoFi,1,2,4,8,1,90701
Bfp8_b,LoFi,1,2,8,1,1,23033
Bfp8_b,LoFi,1,2,8,1,2,44579
Bfp8_b,LoFi,1,2,8,1,4,90877
Bfp8_b,LoFi,1,2,8,2,1,44654
Bfp8_b,LoFi,1,2,8,2,2,90905
Bfp8_b,LoFi,1,2,8,2,4,180850
Bfp8_b,LoFi,1,2,8,4,1,90901
Bfp8_b,LoFi,1,2,8,4,2,180844
Bfp8_b,LoFi,1,2,8,8,1,180836
Bfp8_b,LoFi,1,4,2,1,1,11624
Bfp8_b,LoFi,1,4,2,1,2,22444
Bfp8_b,LoFi,1,4,2,1,4,45626
Bfp8_b,LoFi,1,4,2,1,8,90684
Bfp8_b,LoFi,1,4,2,2,1,22447
Bfp8_b,LoFi,1,4,2,2,2,45650
Bfp8_b,LoFi,1,4,2,2,4,90680
Bfp8_b,LoFi,1,4,2,4,1,45648
Bfp8_b,LoFi,1,4,2,4,2,90701
Bfp8_b,LoFi,1,4,2,8,1,90708
Bfp8_b,LoFi,1,4,4,1,1,23046
Bfp8_b,LoFi,1,4,4,1,2,44712
Bfp8_b,LoFi,1,4,4,1,4,90895
Bfp8_b,LoFi,1,4,4,1,8,180851
Bfp8_b,LoFi,1,4,4,2,1,44659
Bfp8_b,LoFi,1,4,4,2,2,90893
Bfp8_b,LoFi,1,4,4,2,4,180833
Bfp8_b,LoFi,1,4,4,4,1,90905
Bfp8_b,LoFi,1,4,4,4,2,180869
Bfp8_b,LoFi,1,4,4,8,1,180796
Bfp8_b,LoFi,1,4,8,1,1,45872
Bfp8_b,LoFi,1,4,8,1,2,89003
Bfp8_b,LoFi,1,4,8,1,4,181405
Bfp8_b,LoFi,1,4,8,2,1,89021
Bfp8_b,LoFi,1,4,8,2,2,181427
Bfp8_b,LoFi,1,4,8,4,1,181324
Bfp8_b,LoFi,1,8,2,1,1,23042
Bfp8_b,LoFi,1,8,2,1,2,44658
Bfp8_b,LoFi,1,8,2,1,4,90871
Bfp8_b,LoFi,1,8,2,1,8,180865
Bfp8_b,LoFi,1,8,2,2,1,44663
Bfp8_b,LoFi,1,8,2,2,2,90885
Bfp8_b,LoFi,1,8,2,2,4,180851
Bfp8_b,LoFi,1,8,2,4,1,90885
Bfp8_b,LoFi,1,8,2,4,2,180838
Bfp8_b,LoFi,1,8,4,1,1,45889
Bfp8_b,LoFi,1,8,4,1,2,88964
Bfp8_b,LoFi,1,8,4,1,4,181391
Bfp8_b,LoFi,1,8,4,2,1,89002
Bfp8_b,LoFi,1,8,4,2,2,181409
Bfp8_b,LoFi,1,8,4,4,1,181398
Bfp8_b,LoFi,1,8,8,1,1,91559
Bfp8_b,LoFi,1,8,8,1,2,177731
Bfp8_b,LoFi,1,8,8,2,1,177780
