input0_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,runtime
Bfp8_b,LoFi,1,4,4,8,1,24246
Bfp8_b,LoFi,1,4,8,1,1,12766
Bfp8_b,LoFi,1,4,8,1,2,16652
Bfp8_b,LoFi,1,4,8,1,4,25562
Bfp8_b,LoFi,1,4,8,2,1,16325
Bfp8_b,LoFi,1,4,8,2,2,25314
Bfp8_b,LoFi,1,4,8,4,1,24599
Bfp8_b,LoFi,1,8,2,1,1,6413
Bfp8_b,LoFi,1,8,2,1,2,8035
Bfp8_b,LoFi,1,8,2,1,4,12463
Bfp8_b,LoFi,1,8,2,1,8,24222
Bfp8_b,LoFi,1,8,2,2,1,8307
Bfp8_b,LoFi,1,8,2,2,2,13124
Bfp8_b,LoFi,1,8,2,2,4,24217
Bfp8_b,LoFi,1,8,2,4,1,12620
Bfp8_b,LoFi,1,8,2,4,2,24239
Bfp8_b,LoFi,1,8,2,8,1,24249
Bfp8_b,LoFi,1,8,4,1,1,12838
Bfp8_b,LoFi,1,8,4,1,2,16422
Bfp8_b,LoFi,1,8,4,1,4,25400
Bfp8_b,LoFi,1,8,4,2,1,16082
Bfp8_b,LoFi,1,8,4,2,2,24785
Bfp8_b,LoFi,1,8,4,4,1,24632
Bfp8_b,LoFi,1,8,8,1,1,25791
Bfp8_b,LoFi,1,8,8,1,2,33025
Bfp8_b,LoFi,1,8,8,2,1,33043
Bfp8_b,LoFi,1,2,2,1,1,1420
Bfp8_b,LoFi,1,2,2,1,2,1965
Bfp8_b,LoFi,1,2,2,1,4,3422
Bfp8_b,LoFi,1,2,2,1,8,6478
Bfp8_b,LoFi,1,2,2,2,1,1972
Bfp8_b,LoFi,1,2,2,2,2,3417
Bfp8_b,LoFi,1,2,2,2,4,6502
Bfp8_b,LoFi,1,2,2,4,1,3416
Bfp8_b,LoFi,1,2,2,4,2,6488
Bfp8_b,LoFi,1,2,2,8,1,6484
Bfp8_b,LoFi,1,2,4,1,1,3034
Bfp8_b,LoFi,1,2,4,1,2,3914
Bfp8_b,LoFi,1,2,4,1,4,6431
Bfp8_b,LoFi,1,2,4,1,8,12386
Bfp8_b,LoFi,1,2,4,2,1,4163
Bfp8_b,LoFi,1,2,4,2,2,6435
Bfp8_b,LoFi,1,2,4,2,4,12384
Bfp8_b,LoFi,1,2,4,4,1,6424
Bfp8_b,LoFi,1,2,4,4,2,12394
Bfp8_b,LoFi,1,2,4,8,1,12406
Bfp8_b,LoFi,1,2,8,1,1,6215
Bfp8_b,LoFi,1,2,8,1,2,7953
Bfp8_b,LoFi,1,2,8,1,4,12459
Bfp8_b,LoFi,1,2,8,1,8,24214
Bfp8_b,LoFi,1,2,8,2,1,7979
Bfp8_b,LoFi,1,2,8,2,2,12498
Bfp8_b,LoFi,1,2,8,2,4,24248
Bfp8_b,LoFi,1,2,8,4,1,12490
Bfp8_b,LoFi,1,2,8,4,2,24209
Bfp8_b,LoFi,1,2,8,8,1,24216
Bfp8_b,LoFi,1,4,2,1,1,3012
Bfp8_b,LoFi,1,4,2,1,2,3907
Bfp8_b,LoFi,1,4,2,1,4,6427
Bfp8_b,LoFi,1,4,2,1,8,12392
Bfp8_b,LoFi,1,4,2,2,1,3900
Bfp8_b,LoFi,1,4,2,2,2,6429
Bfp8_b,LoFi,1,4,2,2,4,12401
Bfp8_b,LoFi,1,4,2,4,1,6435
Bfp8_b,LoFi,1,4,2,4,2,12386
Bfp8_b,LoFi,1,4,2,8,1,12406
Bfp8_b,LoFi,1,4,4,1,1,6309
Bfp8_b,LoFi,1,4,4,1,2,8095
Bfp8_b,LoFi,1,4,4,1,4,12461
Bfp8_b,LoFi,1,4,4,1,8,24233
Bfp8_b,LoFi,1,4,4,2,1,7946
Bfp8_b,LoFi,1,4,4,2,2,12459
Bfp8_b,LoFi,1,4,4,2,4,24216
Bfp8_b,LoFi,1,4,4,4,1,12445
Bfp8_b,LoFi,1,4,4,4,2,24211
Bfp8_b,LoFi,1,4,4,8,1,24224
Bfp8_b,LoFi,1,4,8,1,1,12623
Bfp8_b,LoFi,1,4,8,1,2,16072
Bfp8_b,LoFi,1,4,8,1,4,24967
Bfp8_b,LoFi,1,4,8,2,1,16235
Bfp8_b,LoFi,1,4,8,2,2,24523
Bfp8_b,LoFi,1,4,8,4,1,24490
Bfp8_b,LoFi,1,8,2,1,1,6220
Bfp8_b,LoFi,1,8,2,1,2,7969
Bfp8_b,LoFi,1,8,2,1,4,12598
Bfp8_b,LoFi,1,8,2,1,8,24210
Bfp8_b,LoFi,1,8,2,2,1,7944
Bfp8_b,LoFi,1,8,2,2,2,12452
Bfp8_b,LoFi,1,8,2,2,4,24228
Bfp8_b,LoFi,1,8,2,4,1,12461
Bfp8_b,LoFi,1,8,2,4,2,24224
Bfp8_b,LoFi,1,8,2,8,1,24202
Bfp8_b,LoFi,1,8,4,1,1,12608
Bfp8_b,LoFi,1,8,4,1,2,16213
Bfp8_b,LoFi,1,8,4,1,4,25671
Bfp8_b,LoFi,1,8,4,2,1,15936
Bfp8_b,LoFi,1,8,4,2,2,24530
Bfp8_b,LoFi,1,8,4,4,1,24552
Bfp8_b,LoFi,1,8,8,1,1,25492
Bfp8_b,LoFi,1,8,8,1,2,32302
Bfp8_b,LoFi,1,8,8,2,1,32306
Bfp8_b,LoFi,1,2,2,1,1,1388
Bfp8_b,LoFi,1,2,2,1,2,1982
Bfp8_b,LoFi,1,2,2,1,4,3406
Bfp8_b,LoFi,1,2,2,1,8,6477
Bfp8_b,LoFi,1,2,2,2,1,2003
Bfp8_b,LoFi,1,2,2,2,2,3407
Bfp8_b,LoFi,1,2,2,2,4,6483
Bfp8_b,LoFi,1,2,2,4,1,3412
Bfp8_b,LoFi,1,2,2,4,2,6489
Bfp8_b,LoFi,1,2,2,8,1,6480
Bfp8_b,LoFi,1,2,4,1,1,3045
Bfp8_b,LoFi,1,2,4,1,2,3904
Bfp8_b,LoFi,1,2,4,1,4,6429
Bfp8_b,LoFi,1,2,4,1,8,12391
Bfp8_b,LoFi,1,2,4,2,1,3899
Bfp8_b,LoFi,1,2,4,2,2,6430
Bfp8_b,LoFi,1,2,4,2,4,12399
Bfp8_b,LoFi,1,2,4,4,1,6420
Bfp8_b,LoFi,1,2,4,4,2,12391
Bfp8_b,LoFi,1,2,4,8,1,12387
Bfp8_b,LoFi,1,2,8,1,1,6228
Bfp8_b,LoFi,1,2,8,1,2,7743
Bfp8_b,LoFi,1,2,8,1,4,12762
Bfp8_b,LoFi,1,2,8,2,1,7942
Bfp8_b,LoFi,1,2,8,2,2,12677
Bfp8_b,LoFi,1,2,8,2,4,24194
Bfp8_b,LoFi,1,2,8,4,1,12472
Bfp8_b,LoFi,1,2,8,4,2,24207
Bfp8_b,LoFi,1,2,8,8,1,24216
Bfp8_b,LoFi,1,4,2,1,1,3042
Bfp8_b,LoFi,1,4,2,1,2,3842
Bfp8_b,LoFi,1,4,2,1,4,6424
Bfp8_b,LoFi,1,4,2,1,8,12389
Bfp8_b,LoFi,1,4,2,2,1,3877
Bfp8_b,LoFi,1,4,2,2,2,6428
Bfp8_b,LoFi,1,4,2,2,4,12393
Bfp8_b,LoFi,1,4,2,4,1,6442
Bfp8_b,LoFi,1,4,2,4,2,12390
Bfp8_b,LoFi,1,4,2,8,1,12390
Bfp8_b,LoFi,1,4,4,1,1,6207
Bfp8_b,LoFi,1,4,4,1,2,7949
Bfp8_b,LoFi,1,4,4,1,4,12745
Bfp8_b,LoFi,1,4,4,1,8,24209
Bfp8_b,LoFi,1,4,4,2,1,7951
Bfp8_b,LoFi,1,4,4,2,2,12900
Bfp8_b,LoFi,1,4,4,2,4,24207
Bfp8_b,LoFi,1,4,4,4,1,12434
Bfp8_b,LoFi,1,4,4,4,2,24209
Bfp8_b,LoFi,1,4,4,8,1,24205
Bfp8_b,LoFi,1,4,8,1,1,12546
Bfp8_b,LoFi,1,4,8,1,2,16179
Bfp8_b,LoFi,1,4,8,1,4,24542
Bfp8_b,LoFi,1,4,8,2,1,16168
Bfp8_b,LoFi,1,4,8,2,2,25237
Bfp8_b,LoFi,1,4,8,4,1,25735
Bfp8_b,LoFi,1,8,2,1,1,6271
Bfp8_b,LoFi,1,8,2,1,2,7936
Bfp8_b,LoFi,1,8,2,1,4,12742
Bfp8_b,LoFi,1,8,2,1,8,24206
Bfp8_b,LoFi,1,8,2,2,1,7873
Bfp8_b,LoFi,1,8,2,2,2,12458
Bfp8_b,LoFi,1,8,2,2,4,24212
Bfp8_b,LoFi,1,8,2,4,1,12523
Bfp8_b,LoFi,1,8,2,4,2,24192
Bfp8_b,LoFi,1,8,4,1,1,12650
Bfp8_b,LoFi,1,8,4,1,2,16086
Bfp8_b,LoFi,1,8,4,1,4,25370
Bfp8_b,LoFi,1,8,4,2,1,15778
Bfp8_b,LoFi,1,8,4,2,2,24851
Bfp8_b,LoFi,1,8,4,4,1,24748
Bfp8_b,LoFi,1,8,8,1,1,25434
Bfp8_b,LoFi,1,8,8,1,2,32388
Bfp8_b,LoFi,1,8,8,2,1,32142
