Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
19,subtract,LoFi,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,0,127,17.566511154174805,746147,14.793246142240273,14.793246142240273,14.779359485016338,14.780462938268196,14.780462938268196,14.780462938268196
20,subtract,LoFi,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,0,127,15.521656036376953,422223,13.062770507577005,13.062770507577005,13.053732102509288,13.059921036987564,13.059921036987564,13.059921036987564
21,subtract,LoFi,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,0,127,12.542343139648438,261259,10.5744181587655,10.5744181587655,10.552391180237311,10.553127432930541,10.553127432930541,10.553127432930541
22,subtract,LoFi,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,0,127,13.371200561523438,490128,11.276984734869876,11.276984734869876,11.252423012770018,11.250528515000163,11.250528515000163,11.250528515000163
23,subtract,LoFi,Bfp8_b,1,1,1,8,2,4,1,r,2,Bfp8_b,1,1,1,8,2,4,1,r,2,Bfp8_b,1,1,1,8,2,4,1,r,2,0,127,13.689538955688477,957461,11.532555645843805,11.532555645843805,11.520098374566636,11.518378377813821,11.518378377813821,11.518378377813821
24,subtract,LoFi,Bfp8_b,1,1,1,8,2,4,2,r,2,Bfp8_b,1,1,1,8,2,4,2,r,2,Bfp8_b,1,1,1,8,2,4,2,r,2,0,127,17.77754783630371,1474579,14.963325773431308,14.963325773431308,14.960574127877168,14.958029485025895,14.958029485025895,14.958029485025895
25,subtract,LoFi,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,0,127,17.444007873535156,751387,14.684612118365429,14.684612118365429,14.682050665521684,14.677387391583832,14.677387391583832,14.677387391583832
26,subtract,LoFi,Bfp8_b,1,1,1,8,4,4,1,r,2,Bfp8_b,1,1,1,8,4,4,1,r,2,Bfp8_b,1,1,1,8,4,4,1,r,2,0,127,13.862264633178711,1891062,11.673047359513374,11.673047359513374,11.667645403872246,11.663708625100604,11.663708625100604,11.663708625100604
27,subtract,LoFi,Bfp8_b,1,1,1,4,8,4,1,r,2,Bfp8_b,1,1,1,4,8,4,1,r,2,Bfp8_b,1,1,1,4,8,4,1,r,2,0,127,13.831324577331543,1895292,11.645678458785232,11.645678458785232,11.643200118323488,11.637677022854525,11.637677022854525,11.637677022854525
28,subtract,LoFi,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,0,127,13.672744750976562,958637,11.518703768814069,11.518703768814069,11.510803340185102,11.504248302537874,11.504248302537874,11.504248302537874
29,subtract,LoFi,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,0,127,12.967488288879395,505387,10.931656876143892,10.931656876143892,10.914341662710113,10.910844639850252,10.910844639850252,10.910844639850252
30,subtract,LoFi,Bfp8_b,1,1,1,2,8,4,1,r,2,Bfp8_b,1,1,1,2,8,4,1,r,2,Bfp8_b,1,1,1,2,8,4,1,r,2,0,127,13.615790367126465,962647,11.469779770777121,11.469779770777121,11.459101492834291,11.456326233811563,11.456326233811563,11.456326233811563
31,subtract,LoFi,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,0,127,17.7817325592041,1474232,14.962957464803564,14.962957464803564,14.961750358071916,14.961550258032656,14.961550258032656,14.961550258032656
32,subtract,LoFi,Bfp8_b,1,1,1,2,8,4,2,r,2,Bfp8_b,1,1,1,2,8,4,2,r,2,Bfp8_b,1,1,1,2,8,4,2,r,2,0,127,17.78803253173828,1473710,14.971381942515634,14.971381942515634,14.96674372369986,14.966849760129197,14.966849760129197,14.966849760129197
33,subtract,LoFi,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,0,127,17.41057014465332,752830,14.657270501245748,14.657270501245748,14.654208298959682,14.649254253948435,14.649254253948435,14.649254253948435
34,subtract,LoFi,Bfp8_b,1,1,1,8,4,2,2,r,2,Bfp8_b,1,1,1,8,4,2,2,r,2,Bfp8_b,1,1,1,8,4,2,2,r,2,0,127,13.863685607910156,1890868,11.673340004480622,11.673340004480622,11.670638266102237,11.664905302749847,11.664905302749847,11.664905302749847
35,subtract,LoFi,Bfp8_b,1,1,1,8,2,2,2,r,2,Bfp8_b,1,1,1,8,2,2,2,r,2,Bfp8_b,1,1,1,8,2,2,2,r,2,0,127,13.592140197753906,964322,11.449293584998843,11.449293584998843,11.438163160133927,11.436426919638876,11.436426919638876,11.436426919638876
36,subtract,LoFi,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,0,127,13.669480323791504,958866,11.51737011401337,11.51737011401337,11.505610960690195,11.5015008145038,11.5015008145038,11.5015008145038
37,subtract,LoFi,Bfp8_b,1,1,1,4,8,2,2,r,2,Bfp8_b,1,1,1,4,8,2,2,r,2,Bfp8_b,1,1,1,4,8,2,2,r,2,0,127,13.871272087097168,1889834,11.680567384365759,11.680567384365759,11.674249165419285,11.671287615737679,11.671287615737679,11.671287615737679
38,subtract,LoFi,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,0,127,13.227144241333008,495466,11.141266301204722,11.141266301204722,11.130884958272807,11.12931874235568,11.12931874235568,11.12931874235568
39,subtract,LoFi,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,0,127,12.69656753540039,516171,10.693340525918716,10.693340525918716,10.688598282750334,10.682891987345279,10.682891987345279,10.682891987345279
40,subtract,LoFi,Bfp8_b,1,1,1,2,8,2,2,r,2,Bfp8_b,1,1,1,2,8,2,2,r,2,Bfp8_b,1,1,1,2,8,2,2,r,2,0,127,13.58599853515625,964758,11.444240321711893,11.444240321711893,11.433896259143156,11.431258491766847,11.431258491766847,11.431258491766847
41,subtract,LoFi,Bfp8_b,1,1,1,8,2,2,4,r,2,Bfp8_b,1,1,1,8,2,2,4,r,2,Bfp8_b,1,1,1,8,2,2,4,r,2,0,127,17.78458023071289,1473996,14.96970243201055,14.96970243201055,14.966006788034292,14.963945736623439,14.963945736623439,14.963945736623439
42,subtract,LoFi,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,0,127,17.779645919799805,1474405,14.964113605531487,14.964113605531487,14.96538249654663,14.959794737538191,14.959794737538191,14.959794737538191
43,subtract,LoFi,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,0,127,17.43505096435547,751773,14.669709119233362,14.669709119233362,14.666425475220956,14.669851244990175,14.669851244990175,14.669851244990175
44,subtract,LoFi,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,0,127,17.463319778442383,750556,14.70582766522192,14.70582766522192,14.698755589824737,14.693637889777712,14.693637889777712,14.693637889777712
45,subtract,LoFi,Bfp8_b,1,1,1,2,8,2,4,r,2,Bfp8_b,1,1,1,2,8,2,4,r,2,Bfp8_b,1,1,1,2,8,2,4,r,2,0,127,17.80517578125,1472291,14.98240026727296,14.98240026727296,14.98511890463937,14.981274870253232,14.981274870253232,14.981274870253232
46,subtract,LoFi,Bfp8_b,1,1,1,4,8,1,4,r,2,Bfp8_b,1,1,1,4,8,1,4,r,2,Bfp8_b,1,1,1,4,8,1,4,r,2,0,127,13.87613296508789,1889172,11.684184431393486,11.684184431393486,11.678591427383681,11.67537744578048,11.67537744578048,11.67537744578048
47,subtract,LoFi,Bfp8_b,1,1,1,2,8,1,4,r,2,Bfp8_b,1,1,1,2,8,1,4,r,2,Bfp8_b,1,1,1,2,8,1,4,r,2,0,127,13.688567161560059,957529,11.532774434941162,11.532774434941162,11.519225190570484,11.517560387204982,11.517560387204982,11.517560387204982
48,subtract,LoFi,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,0,127,13.35003662109375,490905,11.253348800951093,11.253348800951093,11.237561845294335,11.232721280084741,11.232721280084741,11.232721280084741
49,subtract,LoFi,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,0,127,17.510494232177734,748534,14.746892829274275,14.746892829274275,14.731407046203266,14.733329521437904,14.733329521437904,14.733329521437904
50,subtract,LoFi,Bfp8_b,1,1,1,8,4,1,4,r,2,Bfp8_b,1,1,1,8,4,1,4,r,2,Bfp8_b,1,1,1,8,4,1,4,r,2,0,127,13.869810104370117,1890033,11.678790862735577,11.678790862735577,11.672487016481615,11.670058755587865,11.670058755587865,11.670058755587865
51,subtract,LoFi,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,0,127,13.577315330505371,965375,11.436704645341331,11.436704645341331,11.42581342143541,11.42395243299236,11.42395243299236,11.42395243299236
52,subtract,LoFi,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,0,127,17.798128128051758,1472874,14.981200277109192,14.981200277109192,14.975121230555315,14.975344910698402,14.975344910698402,14.975344910698402
53,subtract,LoFi,Bfp8_b,1,1,1,8,2,8,1,r,2,Bfp8_b,1,1,1,8,2,8,1,r,2,Bfp8_b,1,1,1,8,2,8,1,r,2,0,127,17.753360748291016,1476588,14.943799755813094,14.943799755813094,14.937700037541381,14.9376780523748,14.9376780523748,14.9376780523748
54,subtract,LoFi,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,0,127,17.52285385131836,748006,14.753633343400784,14.753633343400784,14.743395757627203,14.743729435325385,14.743729435325385,14.743729435325385
55,subtract,LoFi,Bfp8_b,1,1,1,8,4,2,1,r,2,Bfp8_b,1,1,1,8,4,2,1,r,2,Bfp8_b,1,1,1,8,4,2,1,r,2,0,127,7.914139270782471,1656175,6.665691213809168,6.665691213809168,6.660964035109612,6.658956982202967,6.658956982202967,6.658956982202967
56,subtract,LoFi,Bfp8_b,1,1,1,8,4,1,1,r,2,Bfp8_b,1,1,1,8,4,1,1,r,2,Bfp8_b,1,1,1,8,4,1,1,r,2,0,127,4.599905490875244,1424725,3.8755154089284374,3.8755154089284374,3.8720046652710485,3.8703602730351467,3.8703602730351467,3.8703602730351467
57,subtract,LoFi,Bfp8_b,1,1,1,8,8,2,1,r,2,Bfp8_b,1,1,1,8,8,2,1,r,2,Bfp8_b,1,1,1,8,8,2,1,r,2,0,127,7.927563667297363,3306741,6.674084762442959,6.674084762442959,6.672334787551874,6.670252118324355,6.670252118324355,6.670252118324355
58,subtract,LoFi,Bfp8_b,1,1,1,8,8,1,1,r,2,Bfp8_b,1,1,1,8,8,1,1,r,2,Bfp8_b,1,1,1,8,8,1,1,r,2,0,127,4.6300506591796875,2830898,3.8985594029227513,3.8985594029227513,3.8968655596467046,3.8957242825421474,3.8957242825421474,3.8957242825421474
59,subtract,LoFi,Bfp8_b,1,1,1,8,4,1,2,r,2,Bfp8_b,1,1,1,8,4,1,2,r,2,Bfp8_b,1,1,1,8,4,1,2,r,2,0,127,7.9059624671936035,1657888,6.6584591194011775,6.6584591194011775,6.652856233466262,6.652076666216294,6.652076666216294,6.652076666216294
60,subtract,LoFi,Bfp8_b,1,1,1,8,8,1,2,r,2,Bfp8_b,1,1,1,8,8,1,2,r,2,Bfp8_b,1,1,1,8,8,1,2,r,2,0,127,7.930460453033447,3305533,6.6767440386098,6.6767440386098,6.6754059908967065,6.672689747765338,6.672689747765338,6.672689747765338
61,subtract,LoFi,Bfp8_b,1,1,1,8,2,2,1,r,2,Bfp8_b,1,1,1,8,2,2,1,r,2,Bfp8_b,1,1,1,8,2,2,1,r,2,0,127,7.717916965484619,849141,6.505129154494338,6.505129154494338,6.49475048997437,6.4938556023086855,6.4938556023086855,6.4938556023086855
62,subtract,LoFi,Bfp8_b,1,1,1,4,8,2,1,r,2,Bfp8_b,1,1,1,4,8,2,1,r,2,Bfp8_b,1,1,1,4,8,2,1,r,2,0,127,7.9064154624938965,1657793,6.659249301956469,6.659249301956469,6.65307871158542,6.652457864160363,6.652457864160363,6.652457864160363
63,subtract,LoFi,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,0,127,7.840294361114502,835887,6.608677653106953,6.608677653106953,6.597099027880606,6.596823541938085,6.596823541938085,6.596823541938085
64,subtract,LoFi,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,0,127,7.701691150665283,425465,6.502353631897086,6.502353631897086,6.480495401803269,6.480202883903494,6.480202883903494,6.480202883903494
65,subtract,LoFi,Bfp8_b,1,1,1,4,8,1,1,r,2,Bfp8_b,1,1,1,4,8,1,1,r,2,Bfp8_b,1,1,1,4,8,1,1,r,2,0,127,4.620124340057373,1418490,3.892594456144345,3.892594456144345,3.8889421398311104,3.887372515844313,3.887372515844313,3.887372515844313
66,subtract,LoFi,Bfp8_b,1,1,1,2,8,1,1,r,2,Bfp8_b,1,1,1,2,8,1,1,r,2,Bfp8_b,1,1,1,2,8,1,1,r,2,0,127,4.5412211418151855,721568,3.8302270922972874,3.8302270922972874,3.823716842857123,3.820983635637944,3.820983635637944,3.820983635637944
67,subtract,LoFi,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,0,127,4.536210536956787,722365,3.825813123140804,3.825813123140804,3.8195951638599195,3.8167678666602063,3.8167678666602063,3.8167678666602063
68,subtract,LoFi,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,0,127,4.23048734664917,387284,3.5727472527472526,3.5727472527472526,3.557516828098503,3.559531919728158,3.559531919728158,3.559531919728158
69,subtract,LoFi,Bfp8_b,1,1,1,4,8,1,2,r,2,Bfp8_b,1,1,1,4,8,1,2,r,2,Bfp8_b,1,1,1,4,8,1,2,r,2,0,127,7.893972873687744,1660406,6.6485915768520805,6.6485915768520805,6.643626410722829,6.641988814783854,6.641988814783854,6.641988814783854
70,subtract,LoFi,Bfp8_b,1,1,1,2,8,1,2,r,2,Bfp8_b,1,1,1,2,8,1,2,r,2,Bfp8_b,1,1,1,2,8,1,2,r,2,0,127,7.828465938568115,837150,6.598531204546386,6.598531204546386,6.5891061845439385,6.586870978916562,6.586870978916562,6.586870978916562
71,subtract,LoFi,Bfp8_b,1,1,1,2,8,1,8,r,2,Bfp8_b,1,1,1,2,8,1,8,r,2,Bfp8_b,1,1,1,2,8,1,8,r,2,0,127,17.7640323638916,1475701,14.947903036098493,14.947903036098493,14.945544905656769,14.946656646570002,14.946656646570002,14.946656646570002
72,subtract,LoFi,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,0,127,7.7116780281066895,849828,6.499495542757218,6.499495542757218,6.489327252563471,6.488605976738822,6.488605976738822,6.488605976738822
73,subtract,LoFi,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,0,127,17.781478881835938,1474253,14.966160310313322,14.966160310313322,14.961719671456445,14.961337138198125,14.961337138198125,14.961337138198125
74,subtract,LoFi,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,0,127,7.344878673553467,446134,6.200257207032623,6.200257207032623,6.177686020961444,6.179980723280449,6.179980723280449,6.179980723280449
