input0_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,runtime
Bfp8_b,LoFi,1,2,4,8,1,199763
Bfp8_b,LoFi,1,2,8,1,1,50542
Bfp8_b,LoFi,1,2,8,1,2,99280
Bfp8_b,LoFi,1,2,8,1,4,199755
Bfp8_b,LoFi,1,2,8,1,8,398957
Bfp8_b,LoFi,1,2,8,2,1,99219
Bfp8_b,LoFi,1,2,8,2,2,199788
Bfp8_b,LoFi,1,2,8,2,4,398888
Bfp8_b,LoFi,1,2,8,4,1,199629
Bfp8_b,LoFi,1,2,8,4,2,398820
Bfp8_b,LoFi,1,2,8,8,1,398747
Bfp8_b,LoFi,1,4,2,1,1,25369
Bfp8_b,LoFi,1,4,2,1,2,49824
Bfp8_b,LoFi,1,4,2,1,4,100140
Bfp8_b,LoFi,1,4,2,1,8,199680
Bfp8_b,LoFi,1,4,2,2,1,49842
Bfp8_b,LoFi,1,4,2,2,2,100085
Bfp8_b,LoFi,1,4,2,2,4,199590
Bfp8_b,LoFi,1,4,2,4,1,99991
Bfp8_b,LoFi,1,4,2,4,2,199592
Bfp8_b,LoFi,1,4,2,8,1,199582
Bfp8_b,LoFi,1,4,4,1,1,50570
Bfp8_b,LoFi,1,4,4,1,2,99270
Bfp8_b,LoFi,1,4,4,1,4,199901
Bfp8_b,LoFi,1,4,4,1,8,398845
Bfp8_b,LoFi,1,4,4,2,1,99195
Bfp8_b,LoFi,1,4,4,2,2,199696
Bfp8_b,LoFi,1,4,4,2,4,398721
Bfp8_b,LoFi,1,4,4,4,1,199747
Bfp8_b,LoFi,1,4,4,4,2,398926
Bfp8_b,LoFi,1,4,4,8,1,398783
Bfp8_b,LoFi,1,4,8,1,1,100888
Bfp8_b,LoFi,1,4,8,1,2,198362
Bfp8_b,LoFi,1,4,8,1,4,399078
Bfp8_b,LoFi,1,4,8,2,1,198370
Bfp8_b,LoFi,1,4,8,2,2,399230
Bfp8_b,LoFi,1,4,8,4,1,399144
Bfp8_b,LoFi,1,8,2,1,1,50539
Bfp8_b,LoFi,1,8,2,1,2,99274
Bfp8_b,LoFi,1,8,2,1,4,199789
Bfp8_b,LoFi,1,8,2,1,8,398783
Bfp8_b,LoFi,1,8,2,2,1,99346
Bfp8_b,LoFi,1,8,2,2,2,199776
Bfp8_b,LoFi,1,8,2,2,4,398888
Bfp8_b,LoFi,1,8,2,4,1,199945
Bfp8_b,LoFi,1,8,2,4,2,398793
Bfp8_b,LoFi,1,8,2,8,1,398858
Bfp8_b,LoFi,1,8,4,1,1,100847
Bfp8_b,LoFi,1,8,4,1,2,198323
Bfp8_b,LoFi,1,8,4,1,4,399456
Bfp8_b,LoFi,1,8,4,2,1,198399
Bfp8_b,LoFi,1,8,4,2,2,399269
Bfp8_b,LoFi,1,8,4,4,1,399371
Bfp8_b,LoFi,1,8,8,1,1,201436
Bfp8_b,LoFi,1,8,8,1,2,396558
Bfp8_b,LoFi,1,8,8,2,1,396452
Bfp8_b,LoFi,1,2,2,1,1,12777
Bfp8_b,LoFi,1,2,2,1,2,25019
Bfp8_b,LoFi,1,2,2,1,4,50191
Bfp8_b,LoFi,1,2,2,1,8,100067
Bfp8_b,LoFi,1,2,2,2,1,24999
Bfp8_b,LoFi,1,2,2,2,2,50187
Bfp8_b,LoFi,1,2,2,2,4,100000
Bfp8_b,LoFi,1,2,2,4,1,50167
Bfp8_b,LoFi,1,2,2,4,2,99986
Bfp8_b,LoFi,1,2,2,8,1,100077
Bfp8_b,LoFi,1,2,4,1,1,25341
Bfp8_b,LoFi,1,2,4,1,2,49754
Bfp8_b,LoFi,1,2,4,1,4,100049
Bfp8_b,LoFi,1,2,4,1,8,199578
Bfp8_b,LoFi,1,2,4,2,1,49727
Bfp8_b,LoFi,1,2,4,2,2,99969
Bfp8_b,LoFi,1,2,4,2,4,199454
Bfp8_b,LoFi,1,2,4,4,1,99988
Bfp8_b,LoFi,1,2,4,4,2,199572
Bfp8_b,LoFi,1,2,4,8,1,199536
Bfp8_b,LoFi,1,2,8,1,1,50506
Bfp8_b,LoFi,1,2,8,1,2,99286
Bfp8_b,LoFi,1,2,8,1,4,199602
Bfp8_b,LoFi,1,2,8,2,1,99285
Bfp8_b,LoFi,1,2,8,2,2,199761
Bfp8_b,LoFi,1,2,8,2,4,398848
Bfp8_b,LoFi,1,2,8,4,1,199689
Bfp8_b,LoFi,1,2,8,4,2,398654
Bfp8_b,LoFi,1,2,8,8,1,398454
Bfp8_b,LoFi,1,4,2,1,1,25362
Bfp8_b,LoFi,1,4,2,1,2,49766
Bfp8_b,LoFi,1,4,2,1,4,99990
Bfp8_b,LoFi,1,4,2,1,8,199677
Bfp8_b,LoFi,1,4,2,2,1,49725
Bfp8_b,LoFi,1,4,2,2,2,100007
Bfp8_b,LoFi,1,4,2,2,4,199635
Bfp8_b,LoFi,1,4,2,4,1,99903
Bfp8_b,LoFi,1,4,2,4,2,199560
Bfp8_b,LoFi,1,4,2,8,1,199579
Bfp8_b,LoFi,1,4,4,1,1,50491
Bfp8_b,LoFi,1,4,4,1,2,99211
Bfp8_b,LoFi,1,4,4,1,4,199796
Bfp8_b,LoFi,1,4,4,1,8,398726
Bfp8_b,LoFi,1,4,4,2,1,99239
Bfp8_b,LoFi,1,4,4,2,2,199753
Bfp8_b,LoFi,1,4,4,2,4,398595
Bfp8_b,LoFi,1,4,4,4,1,199826
Bfp8_b,LoFi,1,4,4,4,2,398635
Bfp8_b,LoFi,1,4,4,8,1,398688
Bfp8_b,LoFi,1,4,8,1,1,100772
Bfp8_b,LoFi,1,4,8,1,2,198228
Bfp8_b,LoFi,1,4,8,1,4,399249
Bfp8_b,LoFi,1,4,8,2,1,198362
Bfp8_b,LoFi,1,4,8,2,2,399054
Bfp8_b,LoFi,1,4,8,4,1,398952
Bfp8_b,LoFi,1,8,2,1,1,50510
Bfp8_b,LoFi,1,8,2,1,2,99264
Bfp8_b,LoFi,1,8,2,1,4,199743
Bfp8_b,LoFi,1,8,2,1,8,398745
Bfp8_b,LoFi,1,8,2,2,1,99289
Bfp8_b,LoFi,1,8,2,2,2,199624
Bfp8_b,LoFi,1,8,2,2,4,398865
Bfp8_b,LoFi,1,8,2,4,1,199652
Bfp8_b,LoFi,1,8,2,4,2,398767
Bfp8_b,LoFi,1,8,4,1,1,100798
Bfp8_b,LoFi,1,8,4,1,2,198248
Bfp8_b,LoFi,1,8,4,1,4,399275
Bfp8_b,LoFi,1,8,4,2,1,198314
Bfp8_b,LoFi,1,8,4,2,2,399296
Bfp8_b,LoFi,1,8,4,4,1,399014
Bfp8_b,LoFi,1,8,8,1,1,201380
Bfp8_b,LoFi,1,8,8,1,2,396622
Bfp8_b,LoFi,1,8,8,2,1,396418
