Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
0,add,LoFi,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,0,127,15.717498779296875,416962,13.229292317215597,13.229292317215597,13.221076318574832,13.224704025786522,13.224704025786522,13.224704025786522
1,add,LoFi,Bfp8_b,1,1,1,2,2,1,1,r,2,Bfp8_b,1,1,1,2,2,1,1,r,2,Bfp8_b,1,1,1,2,2,1,1,r,2,0,127,3.7918553352355957,216042,3.212907820743504,3.212907820743504,3.1873618471031815,3.1904670388165264,3.1904670388165264,3.1904670388165264
2,add,LoFi,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,0,127,4.378278732299805,374211,3.698941629527065,3.698941629527065,3.6843050815499194,3.6838835843949003,3.6838835843949003,3.6838835843949003
3,add,LoFi,Bfp8_b,1,1,1,8,2,1,1,r,2,Bfp8_b,1,1,1,8,2,1,1,r,2,Bfp8_b,1,1,1,8,2,1,1,r,2,0,127,4.485731601715088,730494,3.782545609411426,3.782545609411426,3.7765768710939063,3.774294545882649,3.774294545882649,3.774294545882649
4,add,LoFi,Bfp8_b,1,1,1,8,2,1,8,r,2,Bfp8_b,1,1,1,8,2,1,8,r,2,Bfp8_b,1,1,1,8,2,1,8,r,2,0,127,17.778621673583984,1474490,14.96325415644478,14.96325415644478,14.959377631283036,14.958932349490333,14.958932349490333,14.958932349490333
5,add,LoFi,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,0,127,15.386059761047363,425944,12.935678523128137,12.935678523128137,12.947188550116904,12.945831001258382,12.945831001258382,12.945831001258382
6,add,LoFi,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,0,127,17.41600799560547,752595,14.66742810878485,14.66742810878485,14.660216133656668,14.65382852663119,14.65382852663119,14.65382852663119
7,add,LoFi,Bfp8_b,1,1,1,8,2,1,4,r,2,Bfp8_b,1,1,1,8,2,1,4,r,2,Bfp8_b,1,1,1,8,2,1,4,r,2,0,127,13.602564811706543,963583,11.458393514242571,11.458393514242571,11.45249309746443,11.445197850107359,11.445197850107359,11.445197850107359
8,add,LoFi,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,0,127,12.9655122756958,505464,10.926613662462678,10.926613662462678,10.90781366008876,10.909182533276356,10.909182533276356,10.909182533276356
9,add,LoFi,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,0,127,11.793414115905762,277850,9.955707729653204,9.955707729653204,9.922125185435052,9.922978297642613,9.922978297642613,9.922978297642613
10,add,LoFi,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,0,127,7.350710868835449,445780,6.20356145371752,6.20356145371752,6.1879150653387045,6.184888330566647,6.184888330566647,6.184888330566647
11,add,LoFi,Bfp8_b,1,1,1,8,2,1,2,r,2,Bfp8_b,1,1,1,8,2,1,2,r,2,Bfp8_b,1,1,1,8,2,1,2,r,2,0,127,7.78938627243042,841350,6.564770783987636,6.564770783987636,6.555009914370985,6.553989469305283,6.553989469305283,6.553989469305283
12,add,LoFi,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,0,127,7.145256042480469,229299,6.048831122884447,6.048831122884447,6.004301316944688,6.012018194584363,6.012018194584363,6.012018194584363
13,add,LoFi,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,0,127,15.770791053771973,415553,13.285478227929248,13.285478227929248,13.267758328846984,13.269544534632164,13.269544534632164,13.269544534632164
14,add,LoFi,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,0,127,12.628820419311523,259470,10.668526991505923,10.668526991505923,10.639440250471578,10.625889389910201,10.625889389910201,10.625889389910201
15,add,LoFi,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,0,127,6.7555084228515625,242528,5.7158491575287504,5.7158491575287504,5.678875335265348,5.684084971632141,5.684084971632141,5.684084971632141
16,add,LoFi,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,0,127,7.5662522315979,433081,6.387375617592394,6.387375617592394,6.370952722530159,6.3662444669703815,6.3662444669703815,6.3662444669703815
17,add,LoFi,Bfp8_b,1,1,1,2,8,2,1,r,2,Bfp8_b,1,1,1,2,8,2,1,r,2,Bfp8_b,1,1,1,2,8,2,1,r,2,0,127,7.608450889587402,861358,6.412079151294107,6.412079151294107,6.402362140408894,6.4017505381037845,6.4017505381037845,6.4017505381037845
