Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
11,multiply,LoFi,Bfp8_b,1,1,1,7,4,4,1,r,2,Bfp8_b,1,1,1,7,4,4,1,r,2,Bfp8_b,1,1,1,7,4,4,1,r,2,0,127,14.45893669128418,1586396,12.175157815494288,12.175157815494288,12.169362460955746,12.165749686711262,12.165749686711262,12.165749686711262
12,multiply,LoFi,Bfp8_b,1,1,1,7,2,4,1,r,2,Bfp8_b,1,1,1,7,2,4,1,r,2,Bfp8_b,1,1,1,7,2,4,1,r,2,0,127,14.167722702026367,809502,11.938108946544174,11.938108946544174,11.923034337789002,11.920722024158062,11.920722024158062,11.920722024158062
13,multiply,LoFi,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,0,127,17.794389724731445,2578071,14.970442657618742,14.970442657618742,14.975160755510233,14.972199477826637,14.972199477826637,14.972199477826637
14,multiply,LoFi,Bfp8_b,1,1,1,7,2,8,1,r,2,Bfp8_b,1,1,1,7,2,8,1,r,2,Bfp8_b,1,1,1,7,2,8,1,r,2,0,127,17.816926956176758,1287405,14.987983700918429,14.987983700918429,14.99248983349958,14.99116178669494,14.99116178669494,14.99116178669494
15,multiply,LoFi,Bfp8_b,1,1,1,7,2,4,2,r,2,Bfp8_b,1,1,1,7,2,4,2,r,2,Bfp8_b,1,1,1,7,2,4,2,r,2,0,127,17.835586547851562,1286058,15.007847439547874,15.007847439547874,15.007082928419614,15.006863329647652,15.006863329647652,15.006863329647652
16,multiply,LoFi,Bfp8_b,1,1,1,7,4,2,2,r,2,Bfp8_b,1,1,1,7,4,2,2,r,2,Bfp8_b,1,1,1,7,4,2,2,r,2,0,127,14.451038360595703,1587263,12.169996663389373,12.169996663389373,12.162537369364426,12.159104471029691,12.159104471029691,12.159104471029691
17,multiply,LoFi,Bfp8_b,1,1,1,7,2,2,2,r,2,Bfp8_b,1,1,1,7,2,2,2,r,2,Bfp8_b,1,1,1,7,2,2,2,r,2,0,127,14.189949989318848,808234,11.955893533462785,11.955893533462785,11.949581622439275,11.939423879718001,11.939423879718001,11.939423879718001
18,multiply,LoFi,Bfp8_b,1,1,1,7,2,1,2,r,2,Bfp8_b,1,1,1,7,2,1,2,r,2,Bfp8_b,1,1,1,7,2,1,2,r,2,0,127,7.922072887420654,723851,6.678528645706178,6.678528645706178,6.668184159538445,6.665631683868641,6.665631683868641,6.665631683868641
19,multiply,LoFi,Bfp8_b,1,1,1,7,7,1,2,r,2,Bfp8_b,1,1,1,7,7,1,2,r,2,Bfp8_b,1,1,1,7,7,1,2,r,2,0,127,8.065607070922852,2488393,6.791384456745682,6.791384456745682,6.788385301051644,6.7864017299518204,6.7864017299518204,6.7864017299518204
20,multiply,LoFi,Bfp8_b,1,1,1,7,4,1,2,r,2,Bfp8_b,1,1,1,7,4,1,2,r,2,Bfp8_b,1,1,1,7,4,1,2,r,2,0,127,8.048416137695312,1424976,6.779443480674485,6.779443480674485,6.773357291975434,6.771937436139274,6.771937436139274,6.771937436139274
21,multiply,LoFi,Bfp8_b,1,1,1,7,4,4,2,r,2,Bfp8_b,1,1,1,7,4,4,2,r,2,Bfp8_b,1,1,1,7,4,4,2,r,2,0,127,17.801267623901367,2577075,14.975775615009312,14.975775615009312,14.97970019349547,14.977986003511733,14.977986003511733,14.977986003511733
22,multiply,LoFi,Bfp8_b,1,1,1,7,7,2,2,r,2,Bfp8_b,1,1,1,7,7,2,2,r,2,Bfp8_b,1,1,1,7,7,2,2,r,2,0,127,14.482522010803223,2771672,12.192001478585434,12.192001478585434,12.190866030589751,12.185593793204967,12.185593793204967,12.185593793204967
23,multiply,LoFi,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,0,127,17.902050018310547,732162,15.07091621789133,15.07091621789133,15.070252010103541,15.06278402867125,15.06278402867125,15.06278402867125
24,multiply,LoFi,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,0,127,17.808103561401367,1472049,14.981897683894605,14.981897683894605,14.984246781408272,14.983737742425694,14.983737742425694,14.983737742425694
25,multiply,LoFi,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,0,127,17.869808197021484,733483,15.048552210130527,15.048552210130527,15.03715743183817,15.035656013840812,15.035656013840812,15.035656013840812
26,multiply,LoFi,Bfp8_b,1,1,1,4,7,4,2,r,2,Bfp8_b,1,1,1,4,7,4,2,r,2,Bfp8_b,1,1,1,4,7,4,2,r,2,0,127,17.79876708984375,2577437,14.972731090580758,14.972731090580758,14.97813011529119,14.9758823513436,14.9758823513436,14.9758823513436
27,multiply,LoFi,Bfp8_b,1,1,1,2,7,4,2,r,2,Bfp8_b,1,1,1,2,7,4,2,r,2,Bfp8_b,1,1,1,2,7,4,2,r,2,0,127,17.843759536743164,1285469,15.018064073897754,15.018064073897754,15.015638130114134,15.013739452293287,15.013739452293287,15.013739452293287
28,multiply,LoFi,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,Bfp8_b,1,1,1,2,2,4,2,r,2,0,127,15.788877487182617,415077,13.275098293273546,13.275098293273546,13.283188089821623,13.284761718909985,13.284761718909985,13.284761718909985
29,multiply,LoFi,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,0,127,7.927432060241699,826699,6.682201573110557,6.682201573110557,6.6702095992353385,6.670141175929812,6.670141175929812,6.670141175929812
30,multiply,LoFi,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,0,127,14.217409133911133,921912,11.976990843964296,11.976990843964296,11.969942033139235,11.962527963623424,11.962527963623424,11.962527963623424
31,multiply,LoFi,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,0,127,13.69510269165039,478536,11.542007603086802,11.542007603086802,11.526517913010503,11.523059999665646,11.523059999665646,11.523059999665646
32,multiply,LoFi,Bfp8_b,1,1,1,4,7,2,2,r,2,Bfp8_b,1,1,1,4,7,2,2,r,2,Bfp8_b,1,1,1,4,7,2,2,r,2,0,127,14.44205093383789,1588251,12.161216520628557,12.161216520628557,12.156383579384402,12.151540682171772,12.151540682171772,12.151540682171772
33,multiply,LoFi,Bfp8_b,1,1,1,4,7,1,2,r,2,Bfp8_b,1,1,1,4,7,1,2,r,2,Bfp8_b,1,1,1,4,7,1,2,r,2,0,127,8.049936294555664,1424707,6.780975141629466,6.780975141629466,6.775955414170508,6.773216050738854,6.773216050738854,6.773216050738854
34,multiply,LoFi,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,0,127,7.628945827484131,429522,6.439217000762661,6.439217000762661,6.42380873881934,6.41899488268354,6.41899488268354,6.41899488268354
35,multiply,LoFi,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,0,127,7.714437484741211,424762,6.512539561237486,6.512539561237486,6.493077872510112,6.490927907863698,6.490927907863698,6.490927907863698
36,multiply,LoFi,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,Bfp8_b,1,1,1,2,2,1,2,r,2,0,127,7.060121059417725,232064,5.975420989860245,5.975420989860245,5.936389850958742,5.9403861003861005,5.9403861003861005,5.9403861003861005
37,multiply,LoFi,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,0,127,13.806469917297363,474676,11.630682052023367,11.630682052023367,11.619270365666665,11.616763940034886,11.616763940034886,11.616763940034886
38,multiply,LoFi,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,Bfp8_b,1,1,1,2,2,2,2,r,2,0,127,13.016862869262695,251735,10.993379923403674,10.993379923403674,10.972654919436678,10.95238850378374,10.95238850378374,10.95238850378374
39,multiply,LoFi,Bfp8_b,1,1,1,2,7,2,2,r,2,Bfp8_b,1,1,1,2,7,2,2,r,2,Bfp8_b,1,1,1,2,7,2,2,r,2,0,127,14.160847663879395,809895,11.931518410469922,11.931518410469922,11.917009215511532,11.914937516591657,11.914937516591657,11.914937516591657
40,multiply,LoFi,Bfp8_b,1,1,1,2,7,1,2,r,2,Bfp8_b,1,1,1,2,7,1,2,r,2,Bfp8_b,1,1,1,2,7,1,2,r,2,0,127,7.891036033630371,726698,6.652662660715179,6.652662660715179,6.6416608489597495,6.6395175987824375,6.6395175987824375,6.6395175987824375
41,multiply,LoFi,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,0,127,17.82707977294922,1470482,14.998264340355307,14.998264340355307,14.998418525151134,14.999704967486853,14.999704967486853,14.999704967486853
42,multiply,LoFi,Bfp8_b,1,1,1,7,4,2,4,r,2,Bfp8_b,1,1,1,7,4,2,4,r,2,Bfp8_b,1,1,1,7,4,2,4,r,2,0,127,17.796669006347656,2577741,14.972093068350098,14.972093068350098,14.97668335703146,14.974116204847578,14.974116204847578,14.974116204847578
43,multiply,LoFi,Bfp8_b,1,1,1,2,7,2,4,r,2,Bfp8_b,1,1,1,2,7,2,4,r,2,Bfp8_b,1,1,1,2,7,2,4,r,2,0,127,17.747283935546875,1292457,14.928357577368732,14.928357577368732,14.932548447745992,14.932563822239349,14.932563822239349,14.932563822239349
44,multiply,LoFi,Bfp8_b,1,1,1,4,7,2,4,r,2,Bfp8_b,1,1,1,4,7,2,4,r,2,Bfp8_b,1,1,1,4,7,2,4,r,2,0,127,17.800519943237305,2577183,14.973714570795071,14.973714570795071,14.979811517505466,14.977358332722202,14.977358332722202,14.977358332722202
45,multiply,LoFi,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,0,127,17.887292861938477,732766,15.059301028061821,15.059301028061821,15.056027122823238,15.050368166645287,15.050368166645287,15.050368166645287
46,multiply,LoFi,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,0,127,17.889245986938477,732686,15.066911102757617,15.066911102757617,15.058326996093067,15.052011475584356,15.052011475584356,15.052011475584356
47,multiply,LoFi,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,0,127,15.92043685913086,411647,13.394275082197582,13.394275082197582,13.402313839038563,13.395455426615522,13.395455426615522,13.395455426615522
48,multiply,LoFi,Bfp8_b,1,1,1,7,2,2,4,r,2,Bfp8_b,1,1,1,7,2,2,4,r,2,Bfp8_b,1,1,1,7,2,2,4,r,2,0,127,17.787607192993164,1289527,14.968757507275695,14.968757507275695,14.965411736203103,14.966492861335977,14.966492861335977,14.966492861335977
49,multiply,LoFi,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,0,127,14.264352798461914,918878,12.015288049869715,12.015288049869715,12.00985475878192,12.002026471414052,12.002026471414052,12.002026471414052
50,multiply,LoFi,Bfp8_b,1,1,1,4,7,1,4,r,2,Bfp8_b,1,1,1,4,7,1,4,r,2,Bfp8_b,1,1,1,4,7,1,4,r,2,0,127,14.461689949035645,1586094,12.178030456336272,12.178030456336272,12.17244128133786,12.168066104531006,12.168066104531006,12.168066104531006
51,multiply,LoFi,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,0,127,13.742603302001953,476882,11.586297844584779,11.586297844584779,11.57426292106783,11.563026157414201,11.563026157414201,11.563026157414201
52,multiply,LoFi,Bfp8_b,1,1,1,7,4,1,4,r,2,Bfp8_b,1,1,1,7,4,1,4,r,2,Bfp8_b,1,1,1,7,4,1,4,r,2,0,127,14.447381019592285,1587665,12.165759589733424,12.165759589733424,12.159363181653374,12.156025761101995,12.156025761101995,12.156025761101995
53,multiply,LoFi,Bfp8_b,1,1,1,7,7,1,4,r,2,Bfp8_b,1,1,1,7,7,1,4,r,2,Bfp8_b,1,1,1,7,7,1,4,r,2,0,127,14.480029106140137,2772149,12.18923419456663,12.18923419456663,12.18677839557109,12.183497034250323,12.183497034250323,12.183497034250323
54,multiply,LoFi,Bfp8_b,1,1,1,2,7,1,4,r,2,Bfp8_b,1,1,1,2,7,1,4,r,2,Bfp8_b,1,1,1,2,7,1,4,r,2,0,127,14.189826965332031,808241,11.955087386326602,11.955087386326602,11.941920793462316,11.939320474957347,11.939320474957347,11.939320474957347
55,multiply,LoFi,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,Bfp8_b,1,1,1,2,2,1,4,r,2,0,127,13.044637680053711,251199,11.017909723984324,11.017909723984324,10.994970598992769,10.975758342987033,10.975758342987033,10.975758342987033
56,multiply,LoFi,Bfp8_b,1,1,1,7,2,1,4,r,2,Bfp8_b,1,1,1,7,2,1,4,r,2,Bfp8_b,1,1,1,7,2,1,4,r,2,0,127,14.143280982971191,810901,11.915081276024878,11.915081276024878,11.909538219650416,11.90015590065865,11.90015590065865,11.90015590065865
57,multiply,LoFi,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,0,127,17.632658004760742,743348,14.844663146641777,14.844663146641777,14.839288022642236,14.836117242529744,14.836117242529744,14.836117242529744
58,multiply,LoFi,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,0,127,17.825637817382812,1470601,14.996671283070043,14.996671283070043,14.998788581595427,14.998491201896366,14.998491201896366,14.998491201896366
59,multiply,LoFi,Bfp8_b,1,1,1,7,4,1,8,r,2,Bfp8_b,1,1,1,7,4,1,8,r,2,Bfp8_b,1,1,1,7,4,1,8,r,2,0,127,17.796730041503906,2577732,14.970705996634331,14.970705996634331,14.9759454422455,14.974168486095527,14.974168486095527,14.974168486095527
60,multiply,LoFi,Bfp8_b,1,1,1,7,2,1,8,r,2,Bfp8_b,1,1,1,7,2,1,8,r,2,Bfp8_b,1,1,1,7,2,1,8,r,2,0,127,17.79452133178711,1289026,14.971695063674348,14.971695063674348,14.970512880450375,14.972309821524158,14.972309821524158,14.972309821524158
61,multiply,LoFi,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,0,127,17.739376068115234,738876,14.930240267652353,14.930240267652353,14.922014632583066,14.925911898613569,14.925911898613569,14.925911898613569
62,multiply,LoFi,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,Bfp8_b,1,1,1,2,2,1,8,r,2,0,127,15.779374122619629,415327,13.272232165599688,13.272232165599688,13.265377804071418,13.276765151314505,13.276765151314505,13.276765151314505
63,multiply,LoFi,Bfp8_b,1,1,1,4,7,1,8,r,2,Bfp8_b,1,1,1,4,7,1,8,r,2,Bfp8_b,1,1,1,4,7,1,8,r,2,0,127,17.8397216796875,2571520,15.010494425814178,15.010494425814178,15.00971787973989,15.010341463414635,15.010341463414635,15.010341463414635
64,multiply,LoFi,Bfp8_b,1,1,1,2,7,1,8,r,2,Bfp8_b,1,1,1,2,7,1,8,r,2,Bfp8_b,1,1,1,2,7,1,8,r,2,0,127,17.829875946044922,1286470,14.998408246066122,14.998408246066122,14.999312859484919,15.002057288549285,15.002057288549285,15.002057288549285
65,multiply,LoFi,Bfp8_b,1,1,1,4,7,4,1,r,2,Bfp8_b,1,1,1,4,7,4,1,r,2,Bfp8_b,1,1,1,4,7,4,1,r,2,0,127,14.444178581237793,1588017,12.16345672581892,12.16345672581892,12.159131553999437,12.153331255269936,12.153331255269936,12.153331255269936
66,multiply,LoFi,Bfp8_b,1,1,1,4,7,2,1,r,2,Bfp8_b,1,1,1,4,7,2,1,r,2,Bfp8_b,1,1,1,4,7,2,1,r,2,0,127,8.051240921020508,1424476,6.781959803195173,6.781959803195173,6.7774663089566705,6.774314428603922,6.774314428603922,6.774314428603922
67,multiply,LoFi,Bfp8_b,1,1,1,4,7,8,1,r,2,Bfp8_b,1,1,1,4,7,8,1,r,2,Bfp8_b,1,1,1,4,7,8,1,r,2,0,127,17.796627044677734,2577747,14.970945935803456,14.970945935803456,14.974581077081222,14.974081350885095,14.974081350885095,14.974081350885095
68,multiply,LoFi,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,0,127,8.067752838134766,2487731,6.793201747753176,6.793201747753176,6.790278037707954,6.788207631773693,6.788207631773693,6.788207631773693
69,multiply,LoFi,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,0,127,13.692757606506348,478618,11.542762480827532,11.542762480827532,11.533491635186184,11.521085792845232,11.521085792845232,11.521085792845232
70,multiply,LoFi,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,0,127,14.399165153503418,910275,12.13014369173124,12.13014369173124,12.121583991261838,12.115457504600258,12.115457504600258,12.115457504600258
71,multiply,LoFi,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,0,127,8.052824020385742,1424196,6.783228276502136,6.783228276502136,6.776291110348318,6.775646273406188,6.775646273406188,6.775646273406188
72,multiply,LoFi,Bfp8_b,1,1,1,7,2,2,1,r,2,Bfp8_b,1,1,1,7,2,2,1,r,2,Bfp8_b,1,1,1,7,2,2,1,r,2,0,127,7.867866516113281,728838,6.632900268794856,6.632900268794856,6.6227606748334695,6.620022775980396,6.620022775980396,6.620022775980396
73,multiply,LoFi,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,0,127,17.827869415283203,1470417,15.000433497861092,15.000433497861092,14.999939985099088,15.000368031653604,15.000368031653604,15.000368031653604
74,multiply,LoFi,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,0,127,17.897672653198242,732341,15.068446491106064,15.068446491106064,15.059777727925216,15.059102358054513,15.059102358054513,15.059102358054513
75,multiply,LoFi,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,0,127,7.922917366027832,827170,6.677520229845215,6.677520229845215,6.667990274282301,6.6663431217283025,6.6663431217283025,6.6663431217283025
76,multiply,LoFi,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,0,127,13.737590789794922,477056,11.57992185681086,11.57992185681086,11.571423289968761,11.558808693319023,11.558808693319023,11.558808693319023
77,multiply,LoFi,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,Bfp8_b,1,1,1,2,2,4,1,r,2,0,127,13.015156745910645,251768,10.970190766071951,10.970190766071951,10.951788679728724,10.950952940802642,10.950952940802642,10.950952940802642
78,multiply,LoFi,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,0,127,7.687525272369385,426249,6.489027082290596,6.489027082290596,6.47417646863921,6.468283843481157,6.468283843481157,6.468283843481157
79,multiply,LoFi,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,0,127,17.54840087890625,746917,14.76798987236535,14.76798987236535,14.764522632728706,14.7652256944212,14.7652256944212,14.7652256944212
80,multiply,LoFi,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,0,127,15.982791900634766,410041,13.463426983849654,13.463426983849654,13.448038659502402,13.447921159103602,13.447921159103602,13.447921159103602
81,multiply,LoFi,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,0,127,7.717090129852295,424616,6.514912596572452,6.514912596572452,6.490736114802019,6.4931597490438415,6.4931597490438415,6.4931597490438415
82,multiply,LoFi,Bfp8_b,1,1,1,2,7,4,1,r,2,Bfp8_b,1,1,1,2,7,4,1,r,2,Bfp8_b,1,1,1,2,7,4,1,r,2,0,127,14.213216781616211,806911,11.975138931969862,11.975138931969862,11.963841391107895,11.958999592272258,11.958999592272258,11.958999592272258
83,multiply,LoFi,Bfp8_b,1,1,1,2,7,8,1,r,2,Bfp8_b,1,1,1,2,7,8,1,r,2,Bfp8_b,1,1,1,2,7,8,1,r,2,0,127,17.823640823364258,1286920,14.999136627533547,14.999136627533547,14.99610608602221,14.996811487893574,14.996811487893574,14.996811487893574
84,multiply,LoFi,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,0,127,7.245998859405518,226111,6.132579370950747,6.132579370950747,6.093021921481805,6.0967832613185555,6.0967832613185555,6.0967832613185555
85,multiply,LoFi,Bfp8_b,1,1,1,2,7,2,1,r,2,Bfp8_b,1,1,1,2,7,2,1,r,2,Bfp8_b,1,1,1,2,7,2,1,r,2,0,127,7.896359920501709,726208,6.656464525817418,6.656464525817418,6.646446591481793,6.643997532387415,6.643997532387415,6.643997532387415
