Test-ID,Binary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
39,maximum,LoFi,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,Bfp8_b,1,1,1,2,4,1,1,r,2,0,127,35.17281723022461,326070,4.2445602852505715,4.2445602852505715,4.2299111513828285,4.227772441500291,4.227772441500291,4.227772441500291
46,maximum,LoFi,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,Bfp8_b,1,1,1,2,4,1,2,r,2,0,127,39.4405517578125,581574,4.747068057466817,4.747068057466817,4.74241832920732,4.740754435377097,4.740754435377097,4.740754435377097
27,maximum,LoFi,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,Bfp8_b,1,1,1,2,4,1,4,r,2,0,127,42.30916976928711,1084285,5.090701423988209,5.090701423988209,5.086976341566598,5.08556241209645,5.08556241209645,5.08556241209645
21,maximum,LoFi,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,Bfp8_b,1,1,1,2,4,1,8,r,2,0,127,42.08880615234375,2179924,5.061616841836482,5.061616841836482,5.059657863245175,5.059074573242002,5.059074573242002,5.059074573242002
53,maximum,LoFi,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,0,127,39.427738189697266,581763,4.7451823789402106,4.7451823789402106,4.740897830724784,4.739214284854829,4.739214284854829,4.739214284854829
3,maximum,LoFi,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,Bfp8_b,1,1,1,2,4,2,2,r,2,0,127,42.294620513916016,1084658,5.0884572015305025,5.0884572015305025,5.08513238622369,5.0838135522902155,5.0838135522902155,5.0838135522902155
74,maximum,LoFi,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,0,127,42.090450286865234,2179839,5.0616800599505964,5.0616800599505964,5.059915229078479,5.059271845306006,5.059271845306006,5.059271845306006
54,maximum,LoFi,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,Bfp8_b,1,1,1,2,4,4,1,r,2,0,127,42.311744689941406,1084219,5.0906398471817855,5.0906398471817855,5.087477750325689,5.0858719871169935,5.0858719871169935,5.0858719871169935
2,maximum,LoFi,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,Bfp8_b,1,1,1,2,4,4,2,r,2,0,127,42.088924407958984,2179918,5.061682401392557,5.061682401392557,5.059791222272214,5.05908849782423,5.05908849782423,5.05908849782423
49,maximum,LoFi,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,0,127,42.095760345458984,2179564,5.0625957289502255,5.0625957289502255,5.060666419080821,5.0599101838716365,5.0599101838716365,5.0599101838716365
40,maximum,LoFi,Bfp8_b,1,1,1,2,7,1,1,r,2,Bfp8_b,1,1,1,2,7,1,1,r,2,Bfp8_b,1,1,1,2,7,1,1,r,2,0,127,35.53327178955078,564834,4.280549371941973,4.280549371941973,4.273396272227379,4.271099261021822,4.271099261021822,4.271099261021822
31,maximum,LoFi,Bfp8_b,1,1,1,2,7,1,2,r,2,Bfp8_b,1,1,1,2,7,1,2,r,2,Bfp8_b,1,1,1,2,7,1,2,r,2,0,127,39.834869384765625,1007680,4.7918919508681945,4.7918919508681945,4.788881604153433,4.788151159098126,4.788151159098126,4.788151159098126
24,maximum,LoFi,Bfp8_b,1,1,1,2,7,1,4,r,2,Bfp8_b,1,1,1,2,7,1,4,r,2,Bfp8_b,1,1,1,2,7,1,4,r,2,0,127,42.49769973754883,1889081,5.111377678219656,5.111377678219656,5.108947529344092,5.108223691837459,5.108223691837459,5.108223691837459
16,maximum,LoFi,Bfp8_b,1,1,1,2,7,1,8,r,2,Bfp8_b,1,1,1,2,7,1,8,r,2,Bfp8_b,1,1,1,2,7,1,8,r,2,0,127,42.134742736816406,3810708,5.066044251421218,5.066044251421218,5.065032546326506,5.064596038321488,5.064596038321488,5.064596038321488
52,maximum,LoFi,Bfp8_b,1,1,1,2,7,2,1,r,2,Bfp8_b,1,1,1,2,7,2,1,r,2,Bfp8_b,1,1,1,2,7,2,1,r,2,0,127,39.83838653564453,1007591,4.792381249843582,4.792381249843582,4.789427787354395,4.788574094052051,4.788574094052051,4.788574094052051
83,maximum,LoFi,Bfp8_b,1,1,1,2,7,2,2,r,2,Bfp8_b,1,1,1,2,7,2,2,r,2,Bfp8_b,1,1,1,2,7,2,2,r,2,0,127,42.5153923034668,1888295,5.113244816238554,5.113244816238554,5.111134832150454,5.110349982391522,5.110349982391522,5.110349982391522
84,maximum,LoFi,Bfp8_b,1,1,1,2,7,2,4,r,2,Bfp8_b,1,1,1,2,7,2,4,r,2,Bfp8_b,1,1,1,2,7,2,4,r,2,0,127,42.13848114013672,3810370,5.066560309630633,5.066560309630633,5.065568498689623,5.065045294813889,5.065045294813889,5.065045294813889
55,maximum,LoFi,Bfp8_b,1,1,1,2,7,4,1,r,2,Bfp8_b,1,1,1,2,7,4,1,r,2,Bfp8_b,1,1,1,2,7,4,1,r,2,0,127,42.49369812011719,1889259,5.110684672951073,5.110684672951073,5.108713091797157,5.107742411178139,5.107742411178139,5.107742411178139
80,maximum,LoFi,Bfp8_b,1,1,1,2,7,4,2,r,2,Bfp8_b,1,1,1,2,7,4,2,r,2,Bfp8_b,1,1,1,2,7,4,2,r,2,0,127,42.139442443847656,3810283,5.066666215094914,5.066666215094914,5.06555777853082,5.065160944738225,5.065160944738225,5.065160944738225
48,maximum,LoFi,Bfp8_b,1,1,1,2,7,8,1,r,2,Bfp8_b,1,1,1,2,7,8,1,r,2,Bfp8_b,1,1,1,2,7,8,1,r,2,0,127,42.13885498046875,3810336,5.066592482974361,5.066592482974361,5.065525618326652,5.065090490707381,5.065090490707381,5.065090490707381
37,maximum,LoFi,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,Bfp8_b,1,1,1,4,2,1,1,r,2,0,127,35.17454147338867,326054,4.243414637173083,4.243414637173083,4.2297672635062,4.227979905169082,4.227979905169082,4.227979905169082
44,maximum,LoFi,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,Bfp8_b,1,1,1,4,2,1,2,r,2,0,127,39.43824768066406,581608,4.7464420766250415,4.7464420766250415,4.741883988885287,4.740477297423694,4.740477297423694,4.740477297423694
34,maximum,LoFi,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,Bfp8_b,1,1,1,4,2,1,4,r,2,0,127,42.3259162902832,1083856,5.092914440717852,5.092914440717852,5.08849979492054,5.087575323659231,5.087575323659231,5.087575323659231
19,maximum,LoFi,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,Bfp8_b,1,1,1,4,2,1,8,r,2,0,127,42.09035110473633,2179844,5.061904848257192,5.061904848257192,5.059997123698092,5.059260240641073,5.059260240641073,5.059260240641073
13,maximum,LoFi,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,0,127,39.451744079589844,581409,4.748378209489953,4.748378209489953,4.74364365617614,4.742099829895994,4.742099829895994,4.742099829895994
14,maximum,LoFi,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,Bfp8_b,1,1,1,4,2,2,2,r,2,0,127,42.33482360839844,1083628,5.093435988050097,5.093435988050097,5.090133079281907,5.088645771427094,5.088645771427094,5.088645771427094
8,maximum,LoFi,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,0,127,42.09707260131836,2179496,5.062626178878641,5.062626178878641,5.060783446946414,5.06006805243047,5.06006805243047,5.06006805243047
60,maximum,LoFi,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,Bfp8_b,1,1,1,4,2,4,1,r,2,0,127,42.32712936401367,1083825,5.092786440879912,5.092786440879912,5.089167184471076,5.087720840541601,5.087720840541601,5.087720840541601
76,maximum,LoFi,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,Bfp8_b,1,1,1,4,2,4,2,r,2,0,127,42.10246276855469,2179217,5.063171997410629,5.063171997410629,5.06155362530148,5.060715880979269,5.060715880979269,5.060715880979269
69,maximum,LoFi,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,Bfp8_b,1,1,1,4,2,8,1,r,2,0,127,42.07543182373047,2180617,5.0600954007409165,5.0600954007409165,5.058235804242871,5.05746679953426,5.05746679953426,5.05746679953426
36,maximum,LoFi,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,Bfp8_b,1,1,1,4,4,1,1,r,2,0,127,35.604068756103516,644241,4.287711097178683,4.287711097178683,4.28143657805567,4.279608904121283,4.279608904121283,4.279608904121283
43,maximum,LoFi,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,Bfp8_b,1,1,1,4,4,1,2,r,2,0,127,39.89744567871094,1149828,4.7988402339460325,4.7988402339460325,4.796513691814719,4.7956729528242485,4.7956729528242485,4.7956729528242485
26,maximum,LoFi,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,Bfp8_b,1,1,1,4,4,1,4,r,2,0,127,42.536293029785156,2156991,5.1151556764741635,5.1151556764741635,5.11340354491047,5.112862353157709,5.112862353157709,5.112862353157709
22,maximum,LoFi,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,Bfp8_b,1,1,1,4,4,1,8,r,2,0,127,42.144264221191406,4354111,5.06713563738957,5.06713563738957,5.066128019956646,5.065740437026065,5.065740437026065,5.065740437026065
66,maximum,LoFi,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,0,127,39.89060974121094,1150025,4.79805324837167,4.79805324837167,4.795828360249928,4.794851451055411,4.794851451055411,4.794851451055411
81,maximum,LoFi,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,Bfp8_b,1,1,1,4,4,2,2,r,2,0,127,42.52531051635742,2157548,5.11395080768936,5.11395080768936,5.112345198649196,5.111542399056707,5.111542399056707,5.111542399056707
75,maximum,LoFi,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,0,127,42.139644622802734,4354588,5.066461111059664,5.066461111059664,5.065670677480479,5.0651855376444335,5.0651855376444335,5.0651855376444335
58,maximum,LoFi,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,Bfp8_b,1,1,1,4,4,4,1,r,2,0,127,42.5225715637207,2157687,5.113912567182315,5.113912567182315,5.111805443566283,5.111213109222978,5.111213109222978,5.111213109222978
77,maximum,LoFi,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,Bfp8_b,1,1,1,4,4,4,2,r,2,0,127,42.152103424072266,4353301,5.06803098184358,5.06803098184358,5.066969042013203,5.066682997568972,5.066682997568972,5.066682997568972
68,maximum,LoFi,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,Bfp8_b,1,1,1,4,4,8,1,r,2,0,127,42.14774703979492,4353751,5.067410191700178,5.067410191700178,5.066444690049344,5.066159309524132,5.066159309524132,5.066159309524132
28,maximum,LoFi,Bfp8_b,1,1,1,4,7,1,1,r,2,Bfp8_b,1,1,1,4,7,1,1,r,2,Bfp8_b,1,1,1,4,7,1,1,r,2,0,127,35.73435974121094,1123311,4.300611004257284,4.300611004257284,4.2968744272380235,4.295270107743982,4.295270107743982,4.295270107743982
29,maximum,LoFi,Bfp8_b,1,1,1,4,7,1,2,r,2,Bfp8_b,1,1,1,4,7,1,2,r,2,Bfp8_b,1,1,1,4,7,1,2,r,2,0,127,40.08514404296875,2002777,4.820024889347118,4.820024889347118,4.818559715268677,4.818234042032637,4.818234042032637,4.818234042032637
23,maximum,LoFi,Bfp8_b,1,1,1,4,7,1,4,r,2,Bfp8_b,1,1,1,4,7,1,4,r,2,Bfp8_b,1,1,1,4,7,1,4,r,2,0,127,42.61326599121094,3767916,5.123692049507027,5.123692049507027,5.122454380160027,5.122114357114118,5.122114357114118,5.122114357114118
15,maximum,LoFi,Bfp8_b,1,1,1,4,7,1,8,r,2,Bfp8_b,1,1,1,4,7,1,8,r,2,Bfp8_b,1,1,1,4,7,1,8,r,2,0,127,42.16794204711914,7615416,5.069319317395445,5.069319317395445,5.068814101787805,5.068586309664502,5.068586309664502,5.068586309664502
67,maximum,LoFi,Bfp8_b,1,1,1,4,7,2,1,r,2,Bfp8_b,1,1,1,4,7,2,1,r,2,Bfp8_b,1,1,1,4,7,2,1,r,2,0,127,40.086204528808594,2002724,4.820061287459531,4.820061287459531,4.818843462535967,4.818361551566766,4.818361551566766,4.818361551566766
79,maximum,LoFi,Bfp8_b,1,1,1,4,7,2,2,r,2,Bfp8_b,1,1,1,4,7,2,2,r,2,Bfp8_b,1,1,1,4,7,2,2,r,2,0,127,42.5997428894043,3769112,5.121911803450839,5.121911803450839,5.1209187474193385,5.120489027654259,5.120489027654259,5.120489027654259
78,maximum,LoFi,Bfp8_b,1,1,1,4,7,2,4,r,2,Bfp8_b,1,1,1,4,7,2,4,r,2,Bfp8_b,1,1,1,4,7,2,4,r,2,0,127,42.16371536254883,7616179,5.068841607615075,5.068841607615075,5.0683378287045855,5.068078531242504,5.068078531242504,5.068078531242504
59,maximum,LoFi,Bfp8_b,1,1,1,4,7,4,1,r,2,Bfp8_b,1,1,1,4,7,4,1,r,2,Bfp8_b,1,1,1,4,7,4,1,r,2,0,127,42.598533630371094,3769219,5.121793986326311,5.121793986326311,5.120725659868864,5.120343668011861,5.120343668011861,5.120343668011861
0,maximum,LoFi,Bfp8_b,1,1,1,4,7,4,2,r,2,Bfp8_b,1,1,1,4,7,4,2,r,2,Bfp8_b,1,1,1,4,7,4,2,r,2,0,127,42.16822052001953,7615365,5.069328040461612,5.069328040461612,5.068898632842099,5.068620253920856,5.068620253920856,5.068620253920856
70,maximum,LoFi,Bfp8_b,1,1,1,4,7,8,1,r,2,Bfp8_b,1,1,1,4,7,8,1,r,2,Bfp8_b,1,1,1,4,7,8,1,r,2,0,127,42.16634750366211,7615703,5.069118695158929,5.069118695158929,5.068662489658616,5.068395298503631,5.068395298503631,5.068395298503631
38,maximum,LoFi,Bfp8_b,1,1,1,7,2,1,1,r,2,Bfp8_b,1,1,1,7,2,1,1,r,2,Bfp8_b,1,1,1,7,2,1,1,r,2,0,127,35.56235885620117,564372,4.284096570560262,4.284096570560262,4.276534270486985,4.2745956213277765,4.2745956213277765,4.2745956213277765
45,maximum,LoFi,Bfp8_b,1,1,1,7,2,1,2,r,2,Bfp8_b,1,1,1,7,2,1,2,r,2,Bfp8_b,1,1,1,7,2,1,2,r,2,0,127,39.81586456298828,1008161,4.789499662840186,4.789499662840186,4.786698116509068,4.785866701846233,4.785866701846233,4.785866701846233
35,maximum,LoFi,Bfp8_b,1,1,1,7,2,1,4,r,2,Bfp8_b,1,1,1,7,2,1,4,r,2,Bfp8_b,1,1,1,7,2,1,4,r,2,0,127,42.498287200927734,1889055,5.111486830037061,5.111486830037061,5.108958433939702,5.108293998851277,5.108293998851277,5.108293998851277
18,maximum,LoFi,Bfp8_b,1,1,1,7,2,1,8,r,2,Bfp8_b,1,1,1,7,2,1,8,r,2,Bfp8_b,1,1,1,7,2,1,8,r,2,0,127,42.141963958740234,3810055,5.066983958054115,5.066983958054115,5.065753428571353,5.065464052356199,5.065464052356199,5.065464052356199
11,maximum,LoFi,Bfp8_b,1,1,1,7,2,2,1,r,2,Bfp8_b,1,1,1,7,2,2,1,r,2,Bfp8_b,1,1,1,7,2,2,1,r,2,0,127,39.52640151977539,1015544,4.754291707053532,4.754291707053532,4.7516396589544305,4.751073473921366,4.751073473921366,4.751073473921366
12,maximum,LoFi,Bfp8_b,1,1,1,7,2,2,2,r,2,Bfp8_b,1,1,1,7,2,2,2,r,2,Bfp8_b,1,1,1,7,2,2,2,r,2,0,127,42.52106475830078,1888043,5.114124262883514,5.114124262883514,5.111980800290452,5.1110320686552155,5.1110320686552155,5.1110320686552155
9,maximum,LoFi,Bfp8_b,1,1,1,7,2,2,4,r,2,Bfp8_b,1,1,1,7,2,2,4,r,2,Bfp8_b,1,1,1,7,2,2,4,r,2,0,127,42.14323425292969,3809940,5.06703356709158,5.06703356709158,5.066044251421218,5.065616949348284,5.065616949348284,5.065616949348284
56,maximum,LoFi,Bfp8_b,1,1,1,7,2,4,1,r,2,Bfp8_b,1,1,1,7,2,4,1,r,2,Bfp8_b,1,1,1,7,2,4,1,r,2,0,127,42.51507568359375,1888309,5.1130891693043505,5.1130891693043505,5.11100932524992,5.110312094048167,5.110312094048167,5.110312094048167
72,maximum,LoFi,Bfp8_b,1,1,1,7,2,4,2,r,2,Bfp8_b,1,1,1,7,2,4,2,r,2,Bfp8_b,1,1,1,7,2,4,2,r,2,0,127,42.134246826171875,3810753,5.0660790987954485,5.0660790987954485,5.065108912609104,5.064536232078017,5.064536232078017,5.064536232078017
62,maximum,LoFi,Bfp8_b,1,1,1,7,2,8,1,r,2,Bfp8_b,1,1,1,7,2,8,1,r,2,Bfp8_b,1,1,1,7,2,8,1,r,2,0,127,42.138832092285156,3810338,5.0666259973085825,5.0666259973085825,5.065493458530839,5.065087832103083,5.065087832103083,5.065087832103083
42,maximum,LoFi,Bfp8_b,1,1,1,7,4,1,1,r,2,Bfp8_b,1,1,1,7,4,1,1,r,2,Bfp8_b,1,1,1,7,4,1,1,r,2,0,127,35.77735900878906,1121961,4.305449626764997,4.305449626764997,4.302361862787567,4.300438393134877,4.300438393134877,4.300438393134877
47,maximum,LoFi,Bfp8_b,1,1,1,7,4,1,2,r,2,Bfp8_b,1,1,1,7,4,1,2,r,2,Bfp8_b,1,1,1,7,4,1,2,r,2,0,127,40.071075439453125,2003480,4.818288125255396,4.818288125255396,4.816877319904009,4.816543374528321,4.816543374528321,4.816543374528321
32,maximum,LoFi,Bfp8_b,1,1,1,7,4,1,4,r,2,Bfp8_b,1,1,1,7,4,1,4,r,2,Bfp8_b,1,1,1,7,4,1,4,r,2,0,127,42.59678268432617,3769374,5.121518644183846,5.121518644183846,5.120579142154241,5.120133114941632,5.120133114941632,5.120133114941632
17,maximum,LoFi,Bfp8_b,1,1,1,7,4,1,8,r,2,Bfp8_b,1,1,1,7,4,1,8,r,2,Bfp8_b,1,1,1,7,4,1,8,r,2,0,127,42.16985321044922,7615070,5.069586391031487,5.069586391031487,5.06901738360918,5.0688166070699285,5.0688166070699285,5.0688166070699285
64,maximum,LoFi,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,0,127,40.073238372802734,2003372,4.818460290372046,4.818460290372046,4.817456571256348,4.816803030091266,4.816803030091266,4.816803030091266
82,maximum,LoFi,Bfp8_b,1,1,1,7,4,2,2,r,2,Bfp8_b,1,1,1,7,4,2,2,r,2,Bfp8_b,1,1,1,7,4,2,2,r,2,0,127,42.60990524291992,3768213,5.1232067789608635,5.1232067789608635,5.122137863110552,5.121710646399235,5.121710646399235,5.121710646399235
73,maximum,LoFi,Bfp8_b,1,1,1,7,4,2,4,r,2,Bfp8_b,1,1,1,7,4,2,4,r,2,Bfp8_b,1,1,1,7,4,2,4,r,2,0,127,42.16704559326172,7615578,5.069229404462921,5.069229404462921,5.06869737306199,5.068478489748251,5.068478489748251,5.068478489748251
57,maximum,LoFi,Bfp8_b,1,1,1,7,4,4,1,r,2,Bfp8_b,1,1,1,7,4,4,1,r,2,Bfp8_b,1,1,1,7,4,4,1,r,2,0,127,42.60243225097656,3768874,5.122344759438153,5.122344759438153,5.12119813390644,5.120812380567777,5.120812380567777,5.120812380567777
71,maximum,LoFi,Bfp8_b,1,1,1,7,4,4,2,r,2,Bfp8_b,1,1,1,7,4,4,2,r,2,Bfp8_b,1,1,1,7,4,4,2,r,2,0,127,42.17057418823242,7614940,5.069635379953581,5.069635379953581,5.0691609654133964,5.068903140405571,5.068903140405571,5.068903140405571
65,maximum,LoFi,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,0,127,42.16591262817383,7615782,5.069014699914576,5.069014699914576,5.068539730730189,5.068342723045381,5.068342723045381,5.068342723045381
41,maximum,LoFi,Bfp8_b,1,1,1,7,7,1,1,r,2,Bfp8_b,1,1,1,7,7,1,1,r,2,Bfp8_b,1,1,1,7,7,1,1,r,2,0,127,35.85789108276367,1959022,4.3138297619262165,4.3138297619262165,4.311627375083439,4.310118661250359,4.310118661250359,4.310118661250359
30,maximum,LoFi,Bfp8_b,1,1,1,7,7,1,2,r,2,Bfp8_b,1,1,1,7,7,1,2,r,2,Bfp8_b,1,1,1,7,7,1,2,r,2,0,127,40.200504302978516,3494802,4.8331038811530815,4.8331038811530815,4.83246406505697,4.832100519571638,4.832100519571638,4.832100519571638
25,maximum,LoFi,Bfp8_b,1,1,1,7,7,1,4,r,2,Bfp8_b,1,1,1,7,7,1,4,r,2,Bfp8_b,1,1,1,7,7,1,4,r,2,0,127,42.62724685668945,6591690,5.12466678492999,5.12466678492999,5.123975656127665,5.123795129928743,5.123795129928743,5.123795129928743
63,maximum,LoFi,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,0,127,40.20037841796875,3494813,4.833156858271211,4.833156858271211,4.832242468918326,4.832085310430057,4.832085310430057,4.832085310430057
85,maximum,LoFi,Bfp8_b,1,1,1,7,7,2,2,r,2,Bfp8_b,1,1,1,7,7,2,2,r,2,Bfp8_b,1,1,1,7,7,2,2,r,2,0,127,42.647274017333984,6588595,5.127068378188122,5.127068378188122,5.126426007934113,5.126202038522629,5.126202038522629,5.126202038522629
61,maximum,LoFi,Bfp8_b,1,1,1,7,7,4,1,r,2,Bfp8_b,1,1,1,7,7,4,1,r,2,Bfp8_b,1,1,1,7,7,4,1,r,2,0,127,42.646236419677734,6588755,5.126968757114286,5.126968757114286,5.12628798600951,5.1260775548643105,5.1260775548643105,5.1260775548643105
